prodid,brand,name,size,current_price,full_price,raw_description
5120225,Jacob's Creek,Lively Bunch Pinot Noir 750ml,1 Each,20.0,0.0,JACOB'S CREEK LIVELY BUNCH PINOT NOIR 750ML:EA
5132519,Singleton,15yo Single Malt Scotch Whisky 700ml,1 Each,118.0,0.0,SINGLETON 15YO SINGLE MALT SCOTCH WHISKY 700ML:EA
5160434,El Quinto,Tequila 700ml,1 Each,52.0,0.0,EL QUINTO TEQUILA 700ML:EA
5174949,XXXX,Zero Bottle 330ml,6 Pack,11.9,0.0,XXXX ZERO 6X330ML 6 PACK
5188411,Brookvale Union,Ginger Beer Low Sugar Can 330ml,24 Pack,95.0,0.0,BROOKVALE UNION GINGER BEER LOW SUGAR CAN 330ML:CTN24
519311,Smirnoff,Ice Double Black Vodka Cans 375ml,24 Pack,175.0,0.0,SMIRNOFF ICE DOUBLE BLACK VODKA CANS 375ML:CTN24
519328,Smirnoff,Ice Double Black Vodka Cans 375ml,4 Pack,27.0,0.0,SMIRNOFF ICE DOUBLE BLACK VODKA CANS 375ML:PACK4
5203333,Winton Road,Eden Valley Chardonnay 750ml,1 Each,30.0,0.0,WINTON ROAD EDEN VALLEY CHARDONNAY 750ML:EA
5240410,Winesmiths,Premium Selection Sauvignon Blanc Cask 2l,1 Each,16.0,0.0,WINESMITHS PREMIUM SELECTION SAUVIGNON BLANC CASK 2L:EA
5268667,4 Pines Brewing,Pacific Ale Can 375ml,18 Pack,53.0,0.0,4 PINES BREWING PACIFIC ALE CAN 375ML:CTN18
5271049,Hardys,Vr Shiraz 3l,1 Each,23.0,0.0,HARDYS VR SHIRAZ 3L:EA
5271253,Hardys,Vr Chardonnay 3l,1 Each,23.0,0.0,HARDYS VR CHARDONNAY 3L:EA
5271355,Hardys,Vr Cabernet Sauvignon 3l,1 Each,23.0,0.0,HARDYS VR CABERNET SAUVIGNON 3L:EA
