prodid,brand,name,size,current_price,full_price,raw_description
5306100,Brut,Deodorant Body Spray Original,130g,7.5,0,BRUT DEODORANT BODY SPRAY ORIGINAL 130G
5306110,Brut,Antiperspirant Deodorant Original,212mL,7.5,0,BRUT ANTIPERSPIRANT DEODORANT ORIGINAL 212ML
5311096,Nivea,Pearl & Beauty Aerosol Antiperspirant Deodorant,150mL,6.0,0,NIVEA:DEODORANT PEARL & BEAUTY:150:ML
5311835,No Pong,Deodorant All Natural Cream Original,35g,10.0,0,NO PONG DEODORANT ALL NATURAL CREAM ORIGINAL 35 GRAM
5311868,No Pong,Deodorant All Natural Cream Bi-carb Free,35g,10.0,0,NO PONG DEODORANT ALL NATURAL CREAM BI-CARB FREE 35 GRAM
5311879,No Pong,Deodorant All Natural Cream Vegan,35g,10.0,0,NO PONG DEODORANT ALL NATURAL CREAM VEGAN 35 GRAM
5316680,Mum Dry,Antiperspirant Cool Pink All Day Roll On Deodorant,50mL,3.4,0,MUM DRY ROLL ON DEODORANT COOL PINK 50ML
5316704,Mum Dry,Anti-Perspirant Active All Day Roll On Deodorant,50mL,3.4,0,MUM DRY ROLL ON:DEODORANT ACTIVE:50:ML
5325567,Blackmores,Omega Brain,60 pack,45.0,0,BLACKMORES OMEGA BRAIN 60PK
5325589,Life Space,Probiotics + Micro Flora,40 pack,44.0,0,LIFE SPACE PROBIOTICS + MICRO FLORA 40PK
5325603,Life Space,Probiotics Triple Strength,20 pack,46.0,0,LIFE SPACE PROBIOTICS TRIPLE STRENGTH 20PK
5327992,Nature's Way,High Strength Adult Vita Gummies Calcium + Vitamin D,60 Pack,28.0,0,NATURE'S WAY HIGH STRENGTH ADULT VITA GUMMIES CALCIUM + VITAMIN D 60PK
5328099,Nature's Way,High Strength Adult Vita Gummies Multi +minerals,65 Pack,28.0,0,NATURE'S WAY HIGH STRENGTH ADULT VITA GUMMIES MULTIVITAMIN + MINERALS 65PK
5329513,Nature's Own,Hair Skin & Nails Tablets With Biotin,50 pack,17.0,0,NATURES OWN HAIR SKIN NAILS 50PK
5330228,Nature's Own,Vitamin D 1000IU Tablets D3 for Bone Health,400 pack,36.0,0,NATURES OWN VITAMIN D 400PK
5330261,Nature's Own,Vitamin B1 For Energy,75 pack,21.5,0,NATURES OWN B1 75PK
5330341,Cenovis,Magnesium,200 pack,28.5,0,CENOVIS MAGNESIUM 200PK
5330578,Nature's Own,High Strength Cranberry 50000mg Capsules,90 pack,49.0,0,NATURES OWN HIGH STRENGTH CRANBERRY 50-000MG 90PK
5335618,Wild Earth,Moringa Powder,100g,7.0,14,WILD EARTH MORINGA POWDER 100G
5338401,Coles,Heavy Duty Waterproof Medistrips,20 pack,4.4,0,COLES HEAVY DUTY WATERPROOF MEDISTRIPS 20PK
5338412,Coles,Dressing Waterproof XL,5 Pack,9.0,0,COLES DRESSINGS WATERPROOF XL 5PK
5338784,Just For Men Hair,Colour Medium Brown 100G,1 each,15.5,0,JUST FOR MEN HAIR COLOUR MEDIUM BROWN 100G 1 EACH
5338795,Just For Men Hair,Colour Dark Brown Black 100G,1 each,15.5,0,JUST FOR MEN HAIR COLOUR DARK BROWN BLACK 100G 1 EACH
5338977,Just For Men Hair,Colour Real Black 100g,1 each,15.5,0,JUST FOR MEN HAIR COLOUR REAL BLACK 100G 1 EACH
5340006,Gillette,Labs Razor Blades Refills,4 Pack,43.5,0,GILLETTE LABS RAZOR BLADES REFILLS 4 PACK
5347504,Nature's Way,High Strength Adult Vita Gummies Probiotic+prebiotic,65 Pack,28.0,0,NATURE'S WAY ADULT VITA GUMMIES PROBIOTIC + PREBIOTIC 65PK
