prodid,brand,name,size,current_price,full_price,raw_description
3452803,Coles Deli,Msc Thawed Australian Raw Peeled Banana Prawns Cutlet,approx. 250g,9.75,0.0,COLES AUSTRALIAN MSC CERTIFIED THAWED RAW PEELED BANANA PRAWN CUTLETS
3472389,Coles,Smoked Meaty Pork Leg Hock,approx. 1kg each,14.0,0.0,COLES SMOKED MEATY PORK LEG HOCK
3472436,Coles,Pork Bones Smoked,500g,6.75,0.0,COLES PORK SMOKED BONES
3476834,Coles,RSPCA Approved Chicken Popcorn Southern Fried,400g,9.0,0.0,COLES RSPCA CHICKEN POPCORN SOUTHERN FRIED
3477054,Tassal,Tasmanian Smoked Salmon,150g,15.0,0.0,TASSAL TASMANIAN SMOKED SALMON
3477123,Tassal,Tasmanian Smoked Salmon,250g,21.0,0.0,TASSAL TASMANIAN SMOKED SALMON
3492660,Coles,No Added Hormone Beef Brisket Slow Cook,approx. 1.4kg,23.8,0.0,COLES NO ADDED HORMONE BEEF BRISKET SLOW COOK
3492728,Coles,No Added Hormone Beef Cheeks,approx. 600g,18.0,0.0,COLES NO ADDED HORMONE BEEF CHEEKS
3496343,The British Sausage Co.,Premium Angus Beef & Caramelised Onion Sausages 6 pack,450g,8.5,0.0,BRITISH SAUSAGE CO. BEEF & CARAMELISED ONION SAUSAGES 450GRAM
3559454,Coles,RSPCA Approved Free Range Chicken Maryland,approx. 800g,8.0,0.0,COLES FREE RANGE RSPCA APPROVED CHICKEN MARYLAND
3569232,Coles Simply,Thin Pork Bbq Sausages,560g,5.0,0.0,COLES SIMPLY THIN 8PK PORK BBQ SAUSAGES 560G
3569447,Coles,Beef & Pork Meatballs,560g,8.0,0.0,COLES BEEF & PORK MEATBALLS 560GRAM
3577650,Coles Simply,Thin Bbq Sausages 26 Pack,1.8Kg,11.0,0.0,COLES SIMPLY THIN BBQ  SAUSAGES 26PK  1.8KG
3580600,Coles,Lamb Leg Diced,450g,13.0,0.0,COLES LAMB LEG DICED 450 GRAM
3582081,Coles,Hot Smoked Salmon Natural,150g,8.5,0.0,COLES HOT SMOKED SALMON NATURAL
3582092,Coles,Hot Smoked Salmon Cracked Pepper,150g,8.5,0.0,COLES HOT SMOKED SALMON CRACKED PEPPER
3582547,Coles,No Added Hormone Beef Tomahawk Steak,approx. 900g,41.4,0.0,COLES NO ADDED HORMONE BEEF TOMAHAWK STEAK
3613822,Coles,Tasmanian Salmon Portions Skin Off 4 Pack,460g,19.0,21.5,COLES TASMANIAN SALMON PORTIONS SKIN OFF 4PK
3661960,Ocean Blue,Mini Blinis,168g,5.8,0.0,OCEAN BLUE MINI BLINIS
3693741,Coles,Graze Lamb Shoulder Roast Boneless,approx. 1.3kg,33.8,0.0,COLES GRAZE LAMB SHOULDER ROAST BONELESS
3693843,Coles,Graze Lamb Leg Roast Half,approx. 1.8kg,34.2,0.0,COLES GRAZE LAMB LEG ROAST HALF
3745878,Coles,RSPCA Approved Chicken Kebabs Honey & Soy,750g,11.5,0.0,COLES RSPCA CHICKEN KEBABS HONEY & SOY 750GRAM
3766346,Coles,Slow Cooked Pulled Pork,250g,7.5,0.0,COLES SLOW COOKED PULLED PORK
3766415,Coles,Slow Cooked Pulled Chicken,250g,7.5,0.0,COLES SLOW COOKED PULLED CHICKEN
3766437,Coles,Slow Cooked Pulled Beef,250g,,,COLES SLOW COOKED PULLED BEEF
3770795,Ocean Blue,Sliced Smoked Salmon,180g,13.5,0.0,OCEAN BLUE SLICED SMOKED SALMON 180GRAM
3771700,K-Roo,Kangaroo Sizzle Steak,400g,11.0,0.0,MACRO MEATS KANGAROO SIZZLE STEAK 400GRAM
3771980,K-Roo,Kangaroo Herb And Garlic Kebab,360g,11.0,0.0,MARCO MEATS KANGAROO HERB AND GARLIC KEBAB 360 GRAM
3773396,Coles,Prawns Raw Peeled,260g,12.5,0.0,COLES RAW PEELED PRAWNS 260G
3773421,Coles,Cooked Prawns With Cocktail Sauce,260g,12.5,0.0,COLES COOKED PRAWNS WITH COCKTAIL SAUCE 260G
