prodid,brand,name,size,current_price,full_price,raw_description
3180521,Avalanche,99% Sugarfree Drinking Sachets Chocolate,10 Pack,4.4,5.5,AVALANCHE SUGARFREE DRINKING SACHETS 10PK:CHOCOLATE:.:10 PACK
6331113,Grinders Cafe,Q Cremello Coffee Beans,500g,23.2,29.0,GRINDERS CAFE Q CREMELLO COFFEE BEANS 500GRAM
8058569,Grinders,Cafe-q Classico Beans,500g,23.2,29.0,GRINDERS CAFE-Q CLASSICO BEANS
8830566,Vittoria,Espresso Ground Coffee,500g,22.5,32.5,VITTORIA COFFEE GROUND 500G
5225460,Bickford's,Prune Juice,1L,5.2,6.5,BICKFORDS PRUNE JUICE 1L
3847914,Mount Franklin,Lightly Sparkling Water Passionfruit,10 pack,12.0,20.0,MOUNT FRANKLIN LIGHTLY SPARKLING WATER:PASSIONFRUIT:.:10PACK
324385,Mount Franklin,Lightly Sparkling Natural Water,1.25L,1.95,3.25,MOUNT FRANKLIN LIGHTLY SPARKLING
3014806,Schweppes,Mixers Tonic Water,1.1L,1.8,3.0,SCHWEPPES MIXERS 1.1L:TONIC WATER:.:1.1 LITRE
2481271,Bundaberg,Brewed Drink Burgundee 4x375ml,4 pack,5.75,7.7,BUNDABERG BREWED DRINK 375ML 4 PACK:BURGUNDEE:.:4 PACK
1310386,Mountain Dew,Soft Drink 24x375ml,24 Pack,22.5,37.5,MOUNTAIN DEW SOFT DRINK 24X375ML
1849293,Coca-Cola,Vanilla Soft Drink Multipack Cans 10x375ml,10 pack,12.0,20.0,CCA 10 PACK:COKE VANILLA:.:10 PACK
5161550,Boss,Long Black 4x237ml,4 pack,11.0,14.7,BOSS  4X237ML:LONG BLACK:.:4 PACK
8059991,Powerade,Gold Rush Sports Drink,1 LITRE,3.35,5.6,POWERADE SPORTS DRINK 1L:GOLD RUSH:.:1 LITRE
3208358,Vittoria,Espresso Coffee Beans,500g,22.5,32.5,VITTORIA ESPRESSO COFFEE BEANS 500G
3516338,Milo,Chocolate Malt Powder Hot Or Cold Drink,460g,7.5,10.7,MILO CHOCOLATE MALT POWDER HOT OR COLD DRINK 460G
6278520,Original Juice Co,Veggie Goodness Juice Beetroot,1L,4.5,6.0,ORIGINAL JUICE CO VEGGIE GOODNESS JUICE BEETROOT PU
6875280,Bickford's,Lemon Cordial,750ml,4.4,5.5,BICKFORDS CORDIAL: LEMON JUICE :750 ML
3014828,Schweppes,Zero Sugar Classic Mixers Indian Tonic Water Bottle,1.1L,1.8,3.0,SCHWEPPES TONIC WATER ZERO SUGAR 1.1 LITRE
3411894,Lo Bros,Brewed Ginger Beer,330mL,2.8,4.3,LO BROS GINGER BEER 330ML
3989974,Coca-Cola,Zero Sugar Vanilla Soft Drink Multipack Cans 10x375mL,10 pack,12.0,20.0,COCA-COLA ZERO SUGAR VANILLA SOFT DRINK MULTIPACK CANS 10X375ML
5161561,Boss,Latte 4x237ml,4 pack,11.0,14.7,BOSS 4X237ML:LATTE:.:4 PACK
7717116,Monster,Energy Drink Zero Sugar Can,500mL,3.0,4.3,MONSTER ENERGY DRINK 500ML:ENERGY:ZERO:500 ML
3014792,Schweppes,Zero Sugar Classic Mixers Dry Ginger Ale Soft Drink Bottle,1.1L,1.8,3.0,SCHWEPPES MIXERS GINGER ALE ZERO SUGAR1.1 LITRE
3014930,Schweppes,Orange Mango Natural Mineral Water Bottle,1.1L,1.8,3.0,SCHWEPPES MINERAL WATER ORANGE MANGO 1.1L:ORANGE MANGO:.:1.1LITRE
9446337,Lipton,Ice Tea Lemon Tea Iced Tea Bottle,500mL,2.8,3.5,LIPTON ICE DRINK TEA:LEMON:.:500 ML
1849318,Coca-Cola,Diet Soft Drink Multipack Cans 10x375mL,10 Pack,12.0,20.0,DIET COCA-COLA SOFT DRINK MULTIPACK CANS 10 X 375ML
4745997,The Daily Juice,Breakfast Burst Juice Chilled,2L,5.9,6.9,DAILY JUICE BREAKFAST BURST 2 LITRE
