prodid,brand,name,size,current_price,full_price,raw_description
3793509,Australias Own,Barista Oat Milk,1L,4.0,4.5,AUSTRALIAS OWN BARISTA OAT MILK
3793510,Australias Own,Barista Macadamia Milk,1L,4.0,4.5,AUSTRALIAS OWN BARISTA MACADAMIA MILK
3806350,Arizona,Green Iced Tea,1.5L,4.7,0.0,ARIZONA ICED TEA 1.5L:GREEN:.:1.5 LITRE
3813639,La Ice,No Sugar Cola Soft Drink,2L,2.3,0.0,LA ICE SOFT DRINK 2L:COLA NO SUGAR:.:2 LITRE
3813785,Coles,Soft Drink Diet Raspberry,1.25L,1.15,0.0,COLES SOFT DRINK DIET RASP 1.25L
3815747,Edenvale,Non Alcoholic Drink Sauvignon Blanc 750ml,1 Each,11.5,0.0,EDENVALE NON ALCOHOLIC  DRINK 750ML:SAUVIGNON BLAN:.:750 ML
3831492,Remedy,Kombucha Ginger,1.25L,5.95,8.95,REMEDY KOMBUCHA 1.25L:GINGER:.:1.25 LITRE
3831517,Remedy,Kombucha Raspberry,1.25L,5.95,8.95,REMEDY KOMBUCHA 1.25L:RASPBERRY:.:1.25 LITRE
384354,Golden Circle,Tropical Punch Fruit Drink Lunch Box Multipack Poppers 6x250ml,6 pack,5.1,0.0,GOLDEN CIRCLE TETRA 250ML DRINK:TROPICAL PUNCH:.:6 PACK
384365,Golden Circle,Orange Fruit Drink Lunchbox Multipack Poppers 6x250ml,6 pack,5.1,0.0,GOLDEN CIRCLE TETRA 250ML DRINK.:ORANGE:.:6 PACK
384376,Golden Circle,Pine Orange Fruit Drink Lunch Box Multipack Poppers 6x250ml,6 pack,5.1,0.0,GOLDEN CIRCLE TETRA 250ML DRINK.:PINEAPPLE ORANGE:.:6 PACK
3850602,Solo,Zero Sugar Original Lemon Soft Drink Bottle,600mL,4.0,0.0,SCHWEPPES DRINK:SOLO ZERO SUGAR:.:600 ML
3854396,Milo,Chocolate Malt Powder Hot Or Cold Drink,1kg,17.5,0.0,MILO CHOCOLATE MALT POWDER DRINK HOT OR COLD 1KG
3864550,Plus & Minus,Zero Alcohol Pinot Noir 750ml,1 Each,16.0,0.0,PLUS & MINUS ZERO ALCOHOL PINOT NOIR 750ML:EA
3864582,Plus & Minus,Zero Alcohol Shiraz 750ml,1 Each,16.0,0.0,PLUS & MINUS ZERO ALCOHOL SHIRAZ 750ML:EA
3871475,Coles,Sports Spring Water,1L,1.2,0.0,COLES SPRING WATER 1L SPORTS
3891177,Starbucks,Espresso Roast Decaf Capsules,10 pack,9.3,0.0,STARBUCKS BY NESPRESSO DECAF ESPRESSO ROAST COFFEE PODS INTENSITY 11 CAPSULES 10 PACK
3892624,The Juice Brothers,Orange,500mL,3.95,0.0,THE JUICE BROTHERS ORANGE 500ML
3893489,Nudie,Nothing But Juice Orange Pulp Free,400mL,4.5,0.0,NUDIE NOTHING BUT JUICE ORANGE PULP FREE 400ML
3900642,Oak,Plus Protein Chocolate No Added Sugar Flavoured Milk,500mL,3.9,4.4,OAK PLUS PROTEIN CHOCOLATE NO ADDED SUGAR FLAVOURED MILK 500ML
3900733,Oak,Plus Protein Vanilla No Added Sugar Milk,500mL,3.9,4.4,OAK PLUS PROTEIN VANILLA NO ADDED SUGAR MILK 500ML
3905227,Remedy,Kombucha Passionfruit,330mL,4.3,0.0,REMEDY KOMBUCHA PASSIONFRUIT 330ML
3905307,Rokeby,Protein Smoothie Nas Banana Honey Cinnamon,425mL,4.7,0.0,ROKEBY PROTEIN SMOOTIE BANANA HONEY CINNAMON 425ML
3907335,Rokeby,Protein Smoothie Choc Honeycomb,425mL,4.7,0.0,ROKEBY PROTEIN SMOOTHIE CHOC HONEYCOMB 425ML
3914851,Sodastream,Pepsi Flavour Mix,440mL,7.0,0.0,PEPSI FLAVOUR MIX 440ML
3914920,Sodastream,Pepsi Max Flavour,440mL,7.0,0.0,PEPSI MAX FLAVOUR 440ML
3927117,Coles Finest,Apple Juice,2L,6.0,0.0,COLES FINEST APPLE JUICE 2L
3928561,Daley Street,Medium/dark Aluminium Nespresso Compatible Coffee Capsules,30 pack,10.0,12.0,DALEY STREET MEDIUM/DARK ALUMINIUM NESPRESSO COMPATIBLE COFFEE CAPSULES 30 PACK
3935829,Bickford's,Iced Coffee Syrup,500mL,7.0,0.0,BICKFORD'S ICED COFFEE SYRUP 500ML
3951803,Perkii,Sparkling Probiotic Drink Orange Mango Passionfruit,330mL,3.0,4.5,PERKII SPARKLING PROBIOTIC DRINK ORANGE MANGO PASSIONFRUIT 330ML
