prodid,brand,name,size,current_price,full_price,raw_description
8071750,ST ALi,Wide Awake Blend Coffee Beans,500g,35.0,0.0,ST ALI WIDE AWAKE BLEND COFFEE BEANS 500G
8077439,Nescafe,B43 Instant Coffee Refill Pouch,400g,19.5,0.0,NESCAFE B43 REFILL POUCH 400G
8078395,Madame,Flavour Green Lychee Rose Pyramids,15 pack,7.5,0.0,MADAME FLAVOUR GREEN LYCHEE ROSE PYRAMIDS 15 PACK
8078475,Queen Victoria,Roobios Tea,40 pack,7.0,0.0,QUEEN VICTORIA ROOBIOS TEA 40 PACK
8087670,Lavazza,Qualita Oro A Modo Mio Coffee Pods,16 pack,15.0,0.0,LAVAZZA QUALITA ORO A MODO MIO COFFEE PODS 16 PACK
8097061,Illy,Classico Ground Coffee,250g,18.0,0.0,ILLY CLASSICO GROUND 250G
8102423,Lipton,Quality Black Tea Bags,200 Pack,10.0,0.0,LIPTON QUALITY BLACK TEA BAGS 200 PACK
8129113,Yaru,Sparkling Mineral Water,1L,2.0,0.0,YARU SPARKLING MINERAL WATER 1L
8147115,Just Juice,Apple Juice Multipack 200ml,6 pack,6.5,0.0,JUST JUICE 100% 200ML JUICE:APPLE:.:6 PACK
8147137,Golden Circle,100% Pine Orange No Added Sugar Juice Pineapple Fruit Juice,2L,4.8,0.0,GOLDEN CIRCLE 100% JUICE:PINE ORANGE:.:2 LITRE
8147374,Pop Tops,Apple Blackcurrant Fruit Drink 30% Juice Poppers Multipack Lunch Box Bottles 250ml X 6 Pack,6 pack,5.9,0.0,POP TOPS 250ML DRINK:APPLE BLACKCURRANT:.:6 PACK
8190089,Original Juice Co.,Black Label Chilled Orange Juice,1.5L,6.95,0.0,ORIGINAL BLACK LABEL DY JUICE:ORANGE:.:1.5 LITRE
8190158,Original Juice Co.,Black Label Limited Edition Juice,1.5L,6.95,0.0,ORIGINAL BLACK LABEL JUICE 100% JUICE LIMITED EDITION 1.5 LITRE
8221794,Nestle,Malted Milk Powder Drink,500g,10.0,0.0,NESTLE MALTED MILK POWDER DRINK 500G
8228669,Nescafe,Blend 43 Mild Roast Instant Coffee,150g,14.5,0.0,NESCAFE BLEND 43 MILD ROAST INSTANT COFFEE 150G
8229231,Nescafe,Blend 43 Espresso Instant Coffee,150g,14.5,0.0,NESCAFE BLEND 43 ESPRESSO INSTANT COFFEE 150G
8410651,Oatly,Full Cream Oat Milk,1L,5.2,0.0,OATLY FULL CREAM OAT MILK 1L
8411676,Lavazza,Qualita Oro Ground Coffee,500g,32.0,0.0,LAVAZZA QUALITA ORO GROUND COFFEE 500G
8419554,Nippy's,Iced Chocolate Flavoured Milk 4x350mL,1.4L,8.2,0.0,NIPPY'S ICED CHOCOLATE FLAVOURED MILK 4 PACK
8419565,Nippy's,Iced Coffee Flavoured Milk 4x350ml,1.4L,8.2,0.0,NIPPY'S ICED COFFEE FLAVOURED MILK 4 X 350ML
8456958,Bushells,Classic Gourmet Instant Coffee,200g,10.0,0.0,BUSHELLS COFFEE POWDER INSTANT.
8492033,Kirks,Ginger Beer Soft Drink 10x375ml,10 pack,15.0,0.0,KIRKS SOFT DRINK:GINGER BEER:.:10PACK
8492689,Kirks,Drink Sugar Free Lemonade 10x375ml,10 Pack,15.0,0.0,KIRKS SOFT DRINK SUGAR FREE LEMONADE 10X375ML
8523873,Red Eye,Platinum Attitude Energy Drink,330mL,2.9,0.0,RED EYE ENERGY DRINK:PLATINUM ATTITUDE:.:330 ML
8539046,Pureau,Pure Water 600ml,6 pack,5.0,0.0,NOBLES PUREAU WATER 6X600ML
8583220,Coles,Chocolate Flavoured Milk 6x200mL,200mL,5.2,0.0,COLES CHOCOLATE FLAVOURED MILK 6X200ML
8583230,Coles,Strawberry Flavoured Milk 6x200mL,200mL,5.2,0.0,COLES STRAWBERRY FLAVOURED MILK 6X200ML
8585688,Sodastream,Lipton Ice Tea Peach No Sugar,440mL,7.0,0.0,SODASTREAM LIPTON ICE TEA PEACH NO SUGAR 440 ML
8586385,Buderim Ginger,Ginger Refresher Cordial,750mL,4.5,0.0,BUDERIM CORDIAL GINGER REFRESHER
8639925,Robert Timms,Premium Espresso Extra Dark Roasted Granulated Coffee,200g,15.0,0.0,ROBERT TIMMS PREMIUM ESPRESSO
8648019,Republica,100% Pure Coffee Decaffeinated,100g,17.0,0.0,REPUBLICA 100% PURE COFFEE DECAFFEINATED
8649077,Republica Organic,South American Medium Roast Freeze Dried Instant Coffee,100g,15.0,0.0,REPUBLICA 100% PURE COFFEE COLOMBIAN
8656040,Emma & Tom's,Lemon Quencher Chilled,450mL,4.2,0.0,EMMA AND TOMS QUENCHER:LEMON:.:450 ML
8686572,Vittoria,Mountain Grown Coffee Beans,1kg,62.0,0.0,VITTORIA COFFEE MOUNTAIN GROWN BEANS
8730947,Preshafruit,Cold Pressed Pink Lady Apple Juice,1L,5.5,0.0,PRESHAFRUIT COLD PRESSED PINK LADY APPLE JUICE:.:1 LITRE
8737163,V,Original Energy Drink 4x250mL,4 pack,11.75,0.0,V ENERGY DRINK 4X250ML:ORIGINAL:.:4PACK
8737185,V,Energy Drink Can,250mL,2.65,0.0,V ENERGY DRINK CAN:REGULAR:.:250 ML
8738439,Nudie,Pulp Free Oranges Juice Chilled,2L,9.5,0.0,NUDIE NOTHING BUT 100% JUICE:ORANGE PULP FREE:.:2 LITRE
8767335,Daily Juice,Tropical Twist,1L,4.0,4.5,DAILY JUICE TROPICAL TWIST 1L
8769556,Remedy,Small Batch Kombucha Yuzu & Mandarin,330mL,4.3,0.0,REMEDY SMALL BATCH KOMBUCHA YUZU & MANDARIN 330ML
8769590,Remedy,Small Batch Kombucha Ginger & Lime,330mL,4.3,0.0,REMEDY SMALL BATCH KOMBUCHA GINGER & LIME 330ML
8771810,Grove Juice,Apple & Ginger,1.5L,6.95,7.95,GROVE JUICE APPLE & GINGER 1.5L
8771842,Grove Juice,Mango Peach Apple Strawberry Juice,1.5L,6.95,7.95,GROVE JUICE MANGO PEACH APPLE STRAWBERRY JUICE 1.5L
8836835,Coles,Natural Mineral Water,1.25L,1.1,0.0,COLES NATURAL MINERAL WATER 1.25 LITRE (D-PALLET)
8836879,Coles,Soda Water,1.25L,1.15,0.0,COLES SODA WATER 1.25 LITRE
8848743,Nexba,Better Soda Raspberry Kiwi 4x330mL,4 pack,8.75,0.0,NEXBA BETTER SODA RASPBERRY KIWI 4X330ML
8848798,Raw C,Coconut Water 4x250ml,4 Pack,6.0,0.0,RAW C COCONUT WATER 4X250ML
