prodid,aisle,category,subcategory,aisle_id,category_id,subcategory_id
2517856,Salami & Kabana Packaged,Deli Packaged Meat,Deli,8901804,8901800,8892715
2686693,Deli Prawns,Seafood,Meat & Seafood,8892676,8892671,7238
2686693,Prawn & Crustaceans,Deli Seafood,Deli,8892735,8892733,8892715
2739199,Packaged Bacon,Deli Packaged Meat,Deli,650188021,8901800,8892715
2739199,Gluten Free,Free From,Dietary & World Foods,675024732,674114623,674112512
2739199,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
2739202,Packaged Bacon,Deli Packaged Meat,Deli,650188021,8901800,8892715
2739202,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
2739202,Deli Foods,"Meat, Seafood & Deli",Down Down,8906034,8906013,8906007
2792395,"Crackers, Dips & Pate",Entertaining,Deli,641092413,641076560,8892715
2792395,Italian,World Foods,Dietary & World Foods,675103734,674113139,674112512
2792420,"Crackers, Dips & Pate",Entertaining,Deli,641092413,641076560,8892715
2792420,Italian,World Foods,Dietary & World Foods,675103734,674113139,674112512
2792431,Italian,World Foods,Dietary & World Foods,675103734,674113139,674112512
2792431,Brie & Camembert,Gourmet Cheese,Deli,8892753,8892750,8892715
2801736,Brie & Soft Cheese,Cheese,"Dairy, Eggs & Fridge",8882203,8882200,1300
2801736,Brie & Camembert,Gourmet Cheese,Deli,8892753,8892750,8892715
2801736,Gourmet Cheese,Cheese,"Dairy, Eggs & Fridge",8915809,8882200,1300
2801758,Brie & Soft Cheese,Cheese,"Dairy, Eggs & Fridge",8882203,8882200,1300
2801758,Brie & Camembert,Gourmet Cheese,Deli,8892753,8892750,8892715
2801758,Gourmet Cheese,Cheese,"Dairy, Eggs & Fridge",8915809,8882200,1300
2805362,Packaged Bacon,Deli Packaged Meat,Deli,650188021,8901800,8892715
2805362,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
2807120,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
2807120,Salami & Kabana Packaged,Deli Packaged Meat,Deli,8901804,8901800,8892715
2807277,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
2807277,Packaged Salami & Kabana,Packaged Deli Meats,"Dairy, Eggs & Fridge",795554,79555,1300
2807277,Salami & Kabana Packaged,Deli Packaged Meat,Deli,8901804,8901800,8892715
2819312,Packaged Bacon,Deli Packaged Meat,Deli,650188021,8901800,8892715
2819312,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
2848547,Salami,Deli Meats,Deli,8892721,8892717,8892715
2848547,Deli Foods,"Meat, Seafood & Deli",Down Down,8906034,8906013,8906007
2904648,Chilled Quiches & Pies,Ready To Eat,Deli,641101380,641077584,8892715
2930310,Prepackaged Seafood,Deli Seafood,Deli,648146295,8892733,8892715
2930310,Seafood Frozen,Frozen Fish & Seafood,Frozen,85633,85612,85471
3020580,Blue Cheese,Cheese,"Dairy, Eggs & Fridge",8882202,8882200,1300
3020580,Deli Blue Cheese,Gourmet Cheese,Deli,8892754,8892750,8892715
3020580,Gourmet Cheese,Cheese,"Dairy, Eggs & Fridge",8915809,8882200,1300
3029086,Firm Cheese,Cheese,"Dairy, Eggs & Fridge",8882208,8882200,1300
3029086,Hard Cheese,Gourmet Cheese,Deli,8892803,8892750,8892715
3029086,Gourmet Cheese,Cheese,"Dairy, Eggs & Fridge",8915809,8882200,1300
3029767,Fruit & Flavoured Cheese,Gourmet Cheese,Deli,641099959,8892750,8892715
3029767,Specialty & Entertaining Cheese,Cheese,"Dairy, Eggs & Fridge",8882209,8882200,1300
3029767,Gourmet Cheese,Cheese,"Dairy, Eggs & Fridge",8915809,8882200,1300
3048069,Poultry Deli,Poultry,Meat & Seafood,8892620,8892602,7238
3048069,Kebabs,"Bbq, Sausages & Burgers",Meat & Seafood,8892659,8892656,7238
3048069,"Kebabs, Nibbles & Crumbed",Deli Poultry,Deli,8892729,8892728,8892715
3052929,Ham,Deli Meats,Deli,8900602,8892717,8892715
3053058,"Crackers, Dips & Pate",Entertaining,Deli,641092413,641076560,8892715
3053058,Italian,World Foods,Dietary & World Foods,675103734,674113139,674112512
3053080,"Crackers, Dips & Pate",Entertaining,Deli,641092413,641076560,8892715
3053080,Gluten Free,Free From,Dietary & World Foods,675024732,674114623,674112512
3053080,Italian,World Foods,Dietary & World Foods,675103734,674113139,674112512
3053353,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
3053353,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
3053513,Packaged Deli Meat,Packaged Deli Meats,"Dairy, Eggs & Fridge",795551,79555,1300
3053513,Packaged Ham,Deli Packaged Meat,Deli,8901802,8901800,8892715
3054287,"Fetta, Haloumi & Other",Gourmet Cheese,Deli,8892755,8892750,8892715
3054549,Brie & Soft Cheese,Cheese,"Dairy, Eggs & Fridge",8882203,8882200,1300
3054549,Brie & Camembert,Gourmet Cheese,Deli,8892753,8892750,8892715
3054560,Brie & Soft Cheese,Cheese,"Dairy, Eggs & Fridge",8882203,8882200,1300
3054560,Brie & Camembert,Gourmet Cheese,Deli,8892753,8892750,8892715
3054731,Italian,World Foods,Dietary & World Foods,675103734,674113139,674112512
3054731,Brie & Camembert,Gourmet Cheese,Deli,8892753,8892750,8892715
3055494,Packaged Bacon,Deli Packaged Meat,Deli,650188021,8901800,8892715
3055494,Packaged Bacon,Packaged Deli Meats,"Dairy, Eggs & Fridge",795553,79555,1300
