prodid,brand,name,size,current_price,full_price,raw_description
8423530,Danone,Yopro Perform Yoghurt Pouch Strawberry,175g,3.7,0.0,DANONE YOPRO PERFORM YOGHURT POUCH STAWBERRY 175G
8423540,Little Bellies,Mango Flavoured Fruit Rolls,100g,7.5,0.0,LITTLE BELLIES MANGO FLAVOURED FRUIT ROLLS 100G
8441677,Hershey's,Cookies N Creme Ice Cream,1L,10.0,0.0,HERSHEY'S COOKIES N CREME ICE CREAM 1 LITRE
8450951,Griffin's,Ginger Nuts,250g,3.7,0.0,GRIFFINS GINGER NUTS 250G
8451025,Raro,Sweet Orange,80g,1.9,0.0,RARO SWEET ORANGE
8451058,Blue Bird,Curlies Corn Snacks,150g,4.8,0.0,BLUE BIRD CURLEYS
8453381,Bulla,Creme Fraiche,200g,5.0,0.0,BULLA CREME FRAICHE
8460354,Sunny Queen,Organic Free Range Large Eggs 6 Pack,300g,7.0,0.0,SUNNY QUEEN 6 PACK EGGS ORGANIC 300G
8461481,Coles,Bake At Home Mini Cinnamon Swirl 6 Pack,240g,7.5,0.0,COLES BAH MINI CINNAMON SWIRL 6 PACK 240G
8461608,Coles,Bake At Home Maple Pecan Plait 4 Pack,380g,7.5,0.0,COLES BAH MAPLE PECAN PLAIT 4PACK 380G
8464570,The Sweetporium Co,Sticks Blackforest 4 Pack,380mL,10.5,0.0,THE SWEETPORIUM CO STICKS BLACKFOREST 4 PACK 380ML
8468957,The Sweetporium Co,Sticks Peanut Butter Cups 4 Pack,380mL,10.5,0.0,THE SWEETPORIUM CO STICKS PEANUT BUTTER CUPS 4PK 380ML
8469177,Pampas,Frozen Puff Pastry Sheets 10 Pack,1.6kg,7.65,8.5,PAMPAS BULK PACK FROZEN PASTRY PUFF
8473200,The Sweetporium Co,Sticks Salted Caramel 4 Pack,380mL,10.5,0.0,THE SWEETPORIUM CO STICKS SALTED CARAMEL 4PK 380ML
8473312,The Sweetporium Co,Sticks Boysenberry Cheesecake 4 Pack,380mL,10.5,0.0,THE SWEETPORIUM CO STICKS BOYSENBERRY CHEESECAKE 4PK 380ML
8473425,The Sweetporium Co,Passionfruit Pavlova,1L,10.0,0.0,THE SWEETPORIUM PASSIONFRUIT PAVLOVA 1 LITRE
8474520,Pauls,Plus Protein Yoghurt Pouch Strawberry,150 GRAM,3.1,0.0,PAULS PLUS PROTEIN YOGHURT POUCH STRAWBERRY 150G
8474541,Pauls,Plus Protein Yoghurt Pouch Vanilla,150 GRAM,3.1,0.0,PAULS PLUS PROTEIN YOGHURT POUCH VANILLA 150G
8474585,Pauls,Plus Protein Yoghurt Pouch Blueberry,150 GRAM,3.1,0.0,PAULS PLUS PROTEIN YOGHURT POUCH BLUEBERRY 150G
8476810,Coles,Irresistable Boysenberry Sticks 4 Pack,400mL,6.5,0.0,COLES IRRESISTIBLE STICKS BOYSENBERRY 4PK 400ML
8477583,Coles,Irresistible Salted Caramel 4 Pack,400mL,6.5,0.0,COLES IRRESISTIBLE SALTED CARAMEL 4PK 400ML
8491085,Kellogg's,Corn Flakes Breakfast Cereal,220g,3.8,0.0,KELLOGGS CEREAL CORN FLAKES 220G
8492689,Kirks,Drink Sugar Free Lemonade 10x375ml,10 Pack,15.0,0.0,KIRKS SOFT DRINK SUGAR FREE LEMONADE 10X375ML
8494505,Kellogg's,Corn Flakes Breakfast Cereal,380g,5.0,0.0,KELLOGGS CORN FLAKES BREAKFAST CEREAL 380G
8505791,Coles Bake At Home,Baguette 2pk,280GRAM,4.5,0.0,COLES BAKE AT HOME BAGUETTE 2PK 280G
8507877,Sandhurst,Semi Sundried Tomatoes,270g,5.0,0.0,SANDHURST TOMATOES SUNDRIED SEMI
8508042,Coles Organic,Cheddar Slices,500g,10.0,0.0,COLES ORGANIC CHEDDAR SLICES 500G
8508701,Coles Organic,Cheddar Block,500g,9.5,0.0,COLES ORGANIC CHEDDAR BLOCK 500G
8523920,Coles,Bake At Home Pains Aux Raisins 5pk,550g,7.5,0.0,COLES BAKE AT HOME PAINS AUX RAISINS 5PK 550G
8542608,Libby's,Pumpkin,425g,8.8,0.0,LIBBY'S PUMPKIN 425GM
8542619,Tootsie Roll,Bar,64g,3.1,0.0,TOOTSIE ROLL BAR 64GM
8542620,Dots,Box,64g,4.2,0.0,DOTS BOX 64GM
8544024,Mike & Ike,Chewy Fruit Flavoured Mega Mix Box,120g,4.0,0.0,MIKE & IKE CHEWY FRUIT FLAVOURED CANDY MEGA MIX 120GM
8544035,Mike & Ike,Fruit Candy Mega Sour Mix Box,120g,4.0,0.0,MIKE & IKE SOURS FRUIT CANDY MEGA MIX 120GM
8544057,Louisiana,Hot Sauce,354mL,8.2,0.0,LOUISIANA HOT SAUCE 354ML
8545810,Coffee Mate,French Vanilla,425g,14.1,0.0,COFFEE MATE FRENCH VANILLA 425GM
8545821,Coffee Mate,Hazelnut,425g,14.1,0.0,COFFEE MATE HAZELNUT 425GM
8552099,Nomikai,Japanese Lager Can 375ml,6 Pack,20.0,0.0,NOMIKAI JAPANESE LAGER CAN 375ML:PACK6
8554130,Coles,Irresistible Rum & Raisin Ice Cream Tub,1L,6.5,0.0,COLES IRRESISTIBLE RUM RAISN ICE CREAM:1 LITRE
8556238,Coles,Irresistible Boysenberry,1L,6.5,0.0,COLES IRRESISTIBLE BOYSENBERRY 1LITRE
8556293,Coles,Irresistible Cookies & Cream,1L,6.5,0.0,COLES IRRESISTIBLE COOKIES & CREAM 1 LITRE
8556760,Coles,Blueberry Sorbet Sticks,420mL,6.0,0.0,COLES BLUEBERRY SORBET STICKS 420ML
8557081,Coles Finest,Mango Sorbet,500mL,7.0,0.0,COLES FINEST MANGO SORBET 500ML
8557252,Coles Finest,Lemon Sorbet,500mL,7.0,0.0,COLES FINEST LEMON SORBET 500ML
8557671,Coles Finest,Blueberry Sorbet,500mL,7.0,0.0,COLES FINEST BLUEBERRY SORBET 500ML
8557693,Carman's,Muesli Classic Fruit & Nut,1.5kg,16.0,0.0,CARMAN'S MUESLI CLASSIC FRUIT & NUT 1.5KG
8559382,Carman's,Muesli Original Fruit Free,1.5kg,16.0,0.0,CARMAN'S MUESLI ORIGINAL FRUIT FREE 1.5KG
8559575,Coles,Vanilla Ice Cream Cones,475mL,3.7,0.0,COLES VANILLA ICE CREAM CONES 475 ML
