prodid,brand,name,size,current_price,full_price,raw_description
6943153,Capilano,Manuka Honey Blend Mgo 30+,500g,13.0,0,CAPILANO MANUKA HONEY BLEND MGO 30+ 500G
6943164,Capilano,Hot Chilli Honey,340g,7.5,0,CAPILANO HOT CHILLI HONEY 340G
6943186,The Honey Collective,Pure Honey,500g,5.5,0,THE HONEY COLLECTIVE PURE HONEY 500G
6943721,Beechworth,Bee Cause 100% Australian Bush Honey Squeeze,700g,11.5,0,BEECHWORTH BEE CAUSE 100% AUSTRALIAN HONEY SQUEEZE 700G
6963693,Cornwell's,Apple Cider Vinegar,375mL,3.0,0,CORNWELLS APPLE CIDER VINEGAR 375ML
6984106,Gaganis,Premium Dark Red Kidney Beans,1kg,6.1,0,GAGANIS BEANS:RED KIDNEY DARK:.:1KG
6984503,Gaganis,Lentils Red Whole Kye,1kg,3.5,0,GAGANIS LENTILS RED WHOLE KYE
6986350,Three Threes,Apple Sauce,250g,2.9,0,THREE THREES APPLE SAUCE 250G
6988355,Fantastic,Noodle Bowl Beef,85g,2.5,0,FANTASTIC NOODLE BOWL:BEEF:.:85 GRAM
6989187,Fantastic,Instant Noodles,700g,4.95,0,FANTASTIC INSTANT NOODLES 700G
6990878,San Remo,Linguine Pasta No 1,500g,2.95,0,SAN REMO PASTA:LINGUINI NO 1:.:500 GRAM
6992421,Fantastic,Noodle Bowl Chicken,85g,2.5,0,FANTASTIC NOODLE BOWL:CHICKEN:.:85 GRAM
6993650,Beerenberg,Australian Apricot Jam,300g,6.0,0,BEERENBERG AUSTRALIAN APRICOT JAM:.:300 GRAM
6993708,Beerenberg,Australian Orange Marmalade,300g,6.0,0,BEERENBERG AUSTRALIAN ORANGE MARMALADE:.:300 GRAM
6993720,Beerenberg,Australian Strawberry Jam,300g,6.0,0,BEERENBERG AUSTRALIAN STRAWBERRY JAM:.:300 GRAM
6994132,Gaganis,Borlotti Beans,1kg,7.2,0,GAGANIS BEANS BORLOTTI
6994187,Gaganis,Premium Continental Style Soup Mix,1kg,5.95,0,GAGANIS MIXED SOUP CONTINTL
6999894,Capilano,Manuka Dark & Aromatic Honey,340g,8.5,0,CAPILANO FLORAL MANUKA HONEY:.:340 GRAM
7000188,Capilano,Clear Honey Twist & Squeeze,375g,7.2,0,CAPILANO TWIST AND SQUEEZE HONEY:HONEY:.:375 GRAM
7002037,Pureharvest,Organic Natural Muesli,750g,7.0,0,PUREHARVEST MUESLI NATURAL ORGANIC
7010807,Coles,Crushed Chilli,230g,2.8,0,COLES CHILLI CRUSHED 230G
7010895,Coles,Ginger Crushed,230g,2.8,0,COLES GINGER CRUSHED 230G
7010920,Old El Paso,Enchilada Kit Mexican Style,520g,8.5,0,OLD EL PASO ENCHILADA KIT MEXICAN STYLE 520G
7011800,Bonne Maman,Fig Jam,370g,6.9,0,BONNE MAMAN JAM:FIG:.:370 GRAM
7015334,Coles,Summer Fruits Muesli,750g,4.0,0,COLES MUESLI SUMMER FRUITS
7015470,Coles,Apricot Date & Almond Muesli,750g,4.0,0,COLES MUESLI APRICOT ALMOND & DATE
7015480,Coles,Toasted Original Style Muesli,750g,4.0,0,COLES MUESLI TOASTED ORIGINAL STYLE
7019222,Hellmann's,Peri Peri Mayonnaise,252g,6.0,0,HELLMANN'S PERI PERI MAYONNAISE 252G
7019233,Hellmann's Real,Mayonnaise,235 GRAM,6.0,0,HELLMANN'S REAL MAYONNAISE 235G
7019313,Nestle,Milo Protein Breakfast Cereal,535g,9.5,0,NESTLE MILO PROTEIN BREAKFAST CEREAL 535G
7019324,Nestle,Milo Breakfast Cereal,620g,9.5,0,NESTLE MILO BREAKFAST CEREAL 620G
7019335,Nestle,Milo Duo Breakfast Cereal,580g,9.5,0,NESTLE MILO DUO BREAKFAST CEREAL 580G
7019380,Uncle Tobys,Cheerios Wholegrain Breakfast Cereal,560g,7.5,0,UNCLE TOBYS CHEERIOS WHOLEGRAIN BREAKFAST CEREAL 560G
7019437,Uncle Tobys,Cheerios Honey Breakfast Cereal,520g,7.5,0,UNCLE TOBYS CHEERIOS HONEY BREAKFAST CEREAL 520G
7019517,Uncle Tobys,Vita Weeties Breakfast Cereal,510g,6.0,0,UNCLE TOBYS VITA WEETIES BREAKFAST CEREAL 510G
7019583,Uncle Tobys,Plus Antioxidant Breakfast Cereal,675g,8.8,0,UNCLE TOBYS PLUS ANTIOXIDANT BREAKFAST CEREAL 675G
7019619,Uncle Tobys,Plus Iron Breakfast Cereal,630g,8.8,0,UNCLE TOBYS PLUS IRON BREAKFAST CEREAL 630G
7019620,Uncle Tobys,Plus Fibre Breakfast Cereal,700g,8.8,0,UNCLE TOBYS PLUS FIBRE BREAKFAST CEREAL 700G
7019630,Uncle Tobys,Plus Protein Breakfast Cereal,620g,8.8,0,UNCLE TOBYS PLUS PROTEIN BREAKFAST CEREAL 620G
7019652,Uncle Tobys,Plus Muesli Flakes,705g,8.8,0,UNCLE TOBYS PLUS MUESLI FLAKES 705G
7023580,Praise,Mini French Dressing,140mL,2.5,0,PRAISE MINI FRENCH DRESSING 140ML
7023605,Praise,Mini Italian Dressing,140mL,2.5,0,PRAISE MINI ITALIAN DRESSING 140ML
7023660,Praise,Mini Caesar Dressing,140mL,2.5,0,PRAISE MINI CAESAR DRESSING 140ML
7023729,Praise,Mini Thai Beef Salad Dressing,140mL,2.5,0,PRAISE MINI THAI BEEF SALAD DRESSING 140ML
7024175,Mayvers,Smooth Chocolate Protein+ Peanut Butter,375g,7.3,0,MAYVERS SMOOTH CHOCOLATE PROTEIN+ PEANUT BUTTER 375G
7024197,Mayvers,Smunchy 5 Seeds Peanut Butter,375g,6.3,0,MAYVERS SMUNCHY 5 SEEDS PEANUT BUTTER 375G
7030826,Belladotti,Salad Toppers Bacon Bits Sprinkles,90g,3.9,0,BELLADOTTI SALAD TOPPERS BACON BITS SPRINKLES 90G
7030859,Belladotti,Salad Toppers Crispy Onions Sprinkles,90g,3.9,0,BELLADOTTI SALAD TOPPERS CRISPY ONIONS SPRINKLES 90G
