prodid,brand,name,size,current_price,full_price,raw_description
6136231,Applaws,Taste Toppers Dog Tin Chicken Breast With Beef Liver & Vegetables In Broth Dog Food,156g,2.55,3.0,APPLAWS TASTE TOPPERS DOG TIN CHICKEN BREAST WITH BEEF LIVER & VEG IN BROTH DOG FOOD 156 GRAM
8011656,Nature's Gift,Adult Chilled Fresh Dog Food Meatballs With Chicken Brown Rice & Garden Veg,700g,4.5,6.5,NATURE'S GIFT ADULT CHILLED FRESH DOG FOOD MEATBALLS WITH CHICKEN BROWN RICE & GARDEN VEG 700GRAM
8011667,Nature's Gift,Adult Chilled Fresh Dog Food Meatballs With Kangaroo Peas & Sweet Potato,700g,4.5,6.5,NATURE'S GIFT ADULT CHILLED FRESH DOG FOOD MEATBALLS WITH KANGAROO PEAS & SWEET POTATO 700 GRAM
9241312,Bow Wow,Treat & Eat Beef Burgers Dog Treats,9 Pack,5.5,8.0,BOW WOW TREAT & EAT BEEF BURGERS DOG TREATS 9 PACK
4929366,Nature's Gift,Loaf Succulent Lamb Wet Dog Food 100g,6 pack,5.95,8.5,NATURE'S GIFT LOAF SUCCULENT LAMB WET DOG FOOD 6X100G
4929377,Nature's Gift,Prime Beef In Gravy Dog Food 100g,6 pack,5.95,8.5,NATURE'S GIFT PRIME BEEF IN GRAVY WET DOG FOOD 6X100G
4929388,Nature's Gift,Strips Kangaroo Dog Food 100g,6 pack,5.95,8.5,NATURE'S GIFT STRIPS KANGAROO WET DOG FOOD 6X100G
7646663,Nature's Gift,Adult All Breeds Wet Dog Food Casserole With Chicken Vegetables & Barley,700g,2.45,3.5,NATURE'S GIFT ADULT ALL BREEDS WET DOG FOOD CASSEROLE  WITH CHICKEN VEGETABLES & BARLEY 700GRAM
255395,Pedigree,Loaf With 5 Kinds Of Meat Adult Wet Dog Food Can,700g,2.8,3.5,PEDIGREE ADULT WET DOG FOOD WITH 5 KINDS OF MEAT LOAF 700G CAN
6136286,Applaws,Taste Toppers Dog Tin Chicken Breast With Lamb In Gravy Dog Food,156g,2.55,3.0,APPLAWS TASTE TOPPERS DOG TIN CHICKEN BREAST WITH LAMB IN GRAVY DOG FOOD 156 GRAM
9151912,Bow Wow,Super Snacks Sticks Dog Treats With Chicken & Sweet Potato,10 Pack,5.0,7.5,BOW WOW SUPER SNACKS STICKS DOG TREATS WITH CHICKEN & SWEET POTATO 10 PACK
9151990,Bow Wow,Super Snacks Sticks Dog Treat With Beef & Liver,10 Pack,5.0,7.5,BOW WOW SUPER SNACKS STICKS DOG TREAT WITH BEEF & LIVER 10 PACK
4929355,Nature's Gift,Loaf Real Chicken Wet Dog Food 100g,6 pack,5.95,8.5,NATURE'S GIFT LOAF REAL CHICKEN WET DOG FOOD 6X100G
5428672,Pedigree,Puppy Wet Dog Food with Chicken & Rice Mince Can,700g,2.8,3.5,PEDIGREE PUPPY WET DOG FOOD WITH CHICKEN & RICE MINCE 700G CAN
8011306,Nature's Gift,Adult Chilled Fresh Dog Food Roll With Chicken Vegetables & Brown Rice,200g,1.75,2.7,NATURE'S GIFT ADULT CHILLED FRESH DOG FOOD ROLL WITH CHICKEN VEGETABLES & BROWN RICE 200G
8013447,Nature's Gift,Slow Cooked Beef Rice Pumpkin & Split Peas Dog Food 2x220g,2 pack,4.2,6.0,NATURE'S GIFT SLOW COOKED BEEF RICE PUMPKIN & SPLIT PEAS DOG FOOD 2X220GRAM
5234541,My Dog,Adult Wet Dog Food Classic Loaf With Tender Chicken Tray,100g,1.0,1.8,MY DOG ADULT WET DOG FOOD CLASSIC LOAF WITH TENDER CHICKEN 100G TRAY
6112801,My Dog,Classic Loaf With Juicy Lamb Tray Adult Wet Dog Food,100g,1.0,1.8,MY DOG ADULT WET DOG FOOD CLASSIC LOAF WITH JUICY LAMB TRAY 100G
9152096,Bow Wow,Treat & Eat Chicken Drumsticks Dog Treats,9 Pack,5.5,8.0,BOW WOW TREAT & EAT CHICKEN DRUMSTICKS DOG TREATS 9 PACK
3320631,Nature's Gift,Adult All Breeds Wet Dog Food Casserole Gravy Lamb Vegetables & Barley,700g,2.45,3.5,NATURE'S GIFT ADULT ALL BREEDS WET DOG FOOD CASSEROLE GRAVY LAMB- VEGETABLES & BARLEY 700GRAM
4472920,Nature's Gift,Loaf With Beef Vegetables And Barley Dog Food,700g,2.45,3.5,NATURE'S GIFT ADULT ALL BREEDS WET DOG FOOD LOAF WITH BEEF VEGETABLES & BARLEY  700 GRAM
5126414,Pedigree,Casserole With Beef & Gravy Adult Wet Dog Food Can,700g,2.8,3.5,PEDIGREE ADULT WET DOG FOOD WITH BEEF- VEGIES & GRAVY CASSEROLE 700G CAN
