prodid,brand,name,size,current_price,full_price,raw_description
3851547,Lindt,Lindor Dark Assorted Chocolate Cornet,327g,17.0,34.0,LINDT LINDOR DARK ASSORTED CHOCOLATE CORNET 327G
3501374,Lindt,Excellence 95% Cocoa Ultimate Dark Chocolate Block,80g,4.25,8.5,LINDT EXCELLENCE CHOCOLATE 95% COCOA 80 GRAM
6833891,Thins,Original Potato Chips,175g,2.5,5.0,THINS POTATO CHIPS:ORIGINAL:.:175 GRAM
5192521,Violet Crumble,Chocolate Bar,50g,1.25,2.5,VIOLET CRUMBLE CHOCOLATE BAR:.:50GRAM
6434998,Violet,Crumble Bag,150g,3.0,6.0,VIOLET CRUMBLE BAG 150G
2784070,Pringles,Bbq Stacked Potato Chips,134g,2.75,5.5,PRINGLES POTATO CHIPS:BARBEQUE:.:134 GRAM
5460267,Lindt,Excellence Mint Intense Dark Chocolate Block,100g,4.25,8.5,LINDT EXCELLENCE MINT INTENSE DARK CHOCOLATE BLOCK 100G
6934607,KitKat,Chunky Gooey Caramel Milk Chocolate Bar,48g,1.5,3.0,KITKAT CHUNKY GOOEY CARAMEL MILK CHOCOLATE BAR 48G
6383081,Uncle Tobys,Protein Double Choc Muesli Bars School Lunchbox Snacks,175g,3.35,6.7,UNCLE TOBYS PROTEIN MUESLI BARS SNACKS DOUBLE CHOC 175G
67861,Europe,Summer Roll Chocolate Bar,40g,1.5,3.0,EUROPE SUMMER ROLL CHOCOLATE BAR 40G
9060271,Nestle,Milkybar White Chocolate Bar,44g,1.5,3.0,MILKYBAR WHITE CHOCOLATE BAR 44G
3468520,Peckish,Fancies Parmesan & Herbs Rice Crackers,90g,1.5,3.0,PECKISH FANCIES RICE CRACKERS:PARMESAN & HERBS:.:90 GRAM
3568331,Doritos,Cheese Supreme Corn Chips Sharepack,380g,4.25,8.5,DORITOS CHEESE SUPREME CORN CHIPS SHAREPACK 380G
142424,Nestle,Peppermint Crisp Chocolate Bar,35g,1.5,3.0,NESTLE MEDIUM BAR CHOCOLATE:PEPPERMINT CRISP:.:35GRAM
9057481,Snickers,Coffee Flavoured Milk Chocolate Peanuts Nougat,44g,1.0,2.5,SNICKERS COFFEE FLAVOURED MILK CHOCOLATE PEANUTS NOUGAT 44G
9060227,Nestle,Kit Kat Neapolitan Chocolate Bar,42g,1.5,3.0,KITKAT NEAPOLITAN CHOCOLATE BAR 42G
9231206,Nestle,Kit Kat Chocolate Milkybar 4 Finger,42g,1.5,3.0,KITKAT MILKYBAR CHOCOLATE BAR 42G
2652159,Lindt,Excellence 70% Smooth Dark Chocolate Block,100g,4.25,8.5,LINDT EXCELLENCE 70% SMOOTH DARK CHOCOLATE BLOCK 100G
1115642,Cadbury,Favourites Marvellous Creations Boxed Chocolate,264g,7.0,14.0,CADBURY FAVOURITES MARVELLOUS CREATIONS BOXED CHOCOLATE 264G
1721846,Thins,Sour Cream & Chives Potato Chips,175g,2.5,5.0,THINS POTATO CHIPS:SOUR CREAM & CHIVES:.:175 GRAM
3468508,Peckish,Gluten Free Fancies Aged Cheddar & Chives Flavoured Rice Crackers,90g,1.5,3.0,PECKISH FANCIES RICE CRACKERS:CHEESE & CHIVES:.:90 GRAM
5577719,Uncle Tobys,Protein Raspberry Goji & White Chocolate Muesli Bars School Lunchbox Snacks,175g,3.35,6.7,UNCLE TOBYS PROTEIN MUESLI BARS SNACKS RASPBERRY GOJI WHITE CHOC
4859996,Real Foods,Corn Thins Sesame,150g,1.05,2.1,REAL FOODS CORN THINS.:SESAME:.:150GRAM.
3468519,Peckish,Gluten Free Fancies Vine Tomatoes & Basil Rice Crackers,90g,1.5,3.0,PECKISH FANCIES RICE CRACKERS:TOMATOES AND BAS:.:90 GRAM
2784069,Pringles,Salt & Vinegar Flavour Stacked Potato Chips,134g,2.75,5.5,PRINGLES POTATO CHIPS:SALT & VINEGAR:.:134 GRAM
387895,Cadbury,Chomp Chocolate Bar,30g,1.0,2.0,CADBURY BAR CHOMP BAR
7152448,Lindt,Extra Creamy Excellence Milk Chocolate Block,100g,4.25,8.5,LINDT EXCELLENCE CHOCOLATE:MILK EXTRA CREAMY:.:100 GRAM
7844339,Reese's,Peanut Butter Cup White 2 Pack,39g,1.0,2.5,REESES PEANUT BUTTER CUP WHITE 2 PK 39G
8484884,Skittles,Fruits Chewy Lollies Snack Tube,30g,1.0,2.5,SKITTLES FRUITS CHEWY LOLLIES SNACK TUBE 30G
