prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
5493620,Best Foods,Real Mayonnaise Jar,810g,8.5,0.0,0.0,BEST FOODS REAL MAYONNAISE JAR 810G
5493765,Buontempo,Gluten Free Spirals,600g,6.0,0.0,0.0,BUONTEMPO GLUTEN FREE SPIRALS 600G
5493776,Buontempo,Gluten Free Penne,600g,6.0,0.0,0.0,BUONTEMPO GLUTEN FREE PENNE 600G
5495534,Muscle Nation,Whey Protein Daily Shake Vanilla Ice Cream,300g,35.0,0.0,0.0,MUSCLE NATION WHEY PROTEIN  DAILY SHAKE VANILLA ICE CREAM 300G
5495920,Zooper Dooper,Fairy Floss  24x70ml,24 pack,7.2,0.0,0.0,ZOOPER DOOPER FAIRY FLOSS  24X70ML
5497234,Buddee,Crunchy Spread,270g,5.75,0.0,0.0,BUDDEE CRUNCHY SPREAD 270G
5497267,Buddee,Chocolate Spread,270g,5.75,0.0,0.0,BUDDEE CHOCOLATE SPREAD 270G
5497507,White Wings,Unbelievably Good Chocolate Cake Mix,565g,7.0,0.0,0.0,UNBELIEVABLY GOOD WHITE WINGS CHOCOLATE CAKE MIX
5497530,White Wings,Unbelievably Good Chocolate Chip Mix,320g,7.0,0.0,0.0,UNBELIEVABLY GOOD WHITE WINGS CHOCOLATE CHIP MIX
5503563,Red Kellys,Caesar Dressing,250mL,4.8,0.0,0.0,RED KELLYS CAESAR DRESSING 250ML
5519880,Coles,Port Wine Flavoured Jelly Crystals,85g,1.3,0.0,0.0,COLES JELLY CRYSTALS:PORT WINE FLAVOURED:.:85 GRAM
5520959,Peck's,Salmon & Lobster Spread,50g,3.5,0.0,0.0,PECKS JAR PASTE:SALMON LOBSTER:.:50 GRAM
5525340,Coco Earth,Almond Flour,700g,19.0,0.0,0.0,COCO EARTH ALMOND FLOUR 700G
5526434,Gaganis,Red Beans,1kg,6.0,0.0,0.0,GAGANIS RED BEANS SMALL 1KG
5526955,Trident,Thai Sweet Chilli Sauce,730mL,5.5,0.0,0.0,TRIDENT THAI  SWEET CHILLI SAUCE
5529523,Queen,Rainbow Food Colour 4 Pack,28mL,3.75,0.0,0.0,QUEEN RAINBOW  FOOD COLOURS 4 PACK
5530657,Equal,Sweetner Sticks,300 Pack,14.9,0.0,0.0,EQUAL SWEETNER STICKS 300PK
5532415,Coles,Onions Cocktail White,150g,2.0,0.0,0.0,COLES ONIONS COCKTAIL:WHITE:.:150GRAM
5534647,Coles,Grilled Burger Sauce,360g,3.2,0.0,0.0,COLES GRILLED BURGER SAUCE 360G
5534670,Coles,Easy To Use Sauce Base Recipe,500mL,4.8,0.0,0.0,COLES EASY TO USE SAUCE BASE RECIPE 500ML
5534873,Coles,Lime Juice,250mL,1.0,0.0,0.0,COLES LIME JUICE 250 ML
5535832,CSR,Jam Setting Sugar,500g,3.0,0.0,0.0,CSR SUGAR SETTING:JAM:.:500G
5546464,Hoyts,Whole Nutmeg,30g,3.0,0.0,0.0,HOYTS WHOLE NUTMEG 30G
5548754,Coles,Italian Diced Tomatoes,400g,1.1,0.0,0.0,COLES ITALIAN DICED TOMATOES  400G
5556286,Daley Street,Medium/Dark Beans,1kg,40.0,0.0,0.0,DALEY STREET MEDIUM/DARK BEANS 1KG
5556300,Daley Street,Dark Roast Beans,1kg,40.0,0.0,0.0,DALEY STREET DARK ROAST BEANS 1KG
5557540,Sirena,Oil Italian Style In Tuna Slices,125g,3.9,0.0,0.0,SIRENA TUNA SLICES OIL ITA STYLE 125 GRAM
5557551,Sirena,Chilli & Oil Tuna Slices,125g,3.9,0.0,0.0,SIRENA TUNA SLICES:CHILLI:.:125 GRAM
5557777,Sirena,Soy & Ginger Tuna,95g,2.95,0.0,0.0,SIRENA TUNA:SOY & GINGER:.:95 GRAM
5558623,Leggo's,Traditional Basil Pesto,190g,5.3,0.0,0.0,LEGGOS PESTO:BASIL TRADITIONAL:.:190 GRAM
5558689,Leggo's,Sundried Tomato Pesto,190g,5.3,0.0,0.0,LEGGOS PESTO: SUNDRIED TOMATO:.:190 GRAM
5558780,John West,Salmon Springwater,95g,3.3,0.0,0.0,JOHN WEST SALMON SPRINGWATER 95GRAM
5559218,Jade Phoenix,Hoisin Sauce,230g,3.2,0.0,0.0,JADE PHOENIX HOISIN SAUCE 230G
5559273,Jade Phoenix,Oyster Sauce,230g,3.2,0.0,0.0,JADE PHOENIX OYSTER SAUCE 230G
5562733,Golden Circle,Whole Baby Beetroot,450g,2.9,0.0,0.0,GOLDEN CIRCLE WHOLE BABY BEETROOT 450G
5565312,Misko,Macaroni No 2 Greek Pasta,500g,3.3,0.0,0.0,MISKO PASTA MACARONI 2 GREEK 500G
5566097,Suimin,Hot & Spicy Noodle Cup,70g,2.0,2.4,16.67,SUIMIN NOODLE CUP :HOT SPICY:.:70 GRAM
5566971,Misko,Risone Medium No 52 Pasta,500g,3.3,0.0,0.0,MISKO PASTA RISONE MEDIUM 52 500G
5568900,Beerenberg,Tomato Sauce,300mL,6.4,0.0,0.0,BEERENBERG TOMATO SAUCE 300ML
5576126,Spur,Dressing Salad & French Fry,500g,8.5,0.0,0.0,SPUR DRESSING SALAD & FRENCH FRY 500G
5578165,Nescafe,Double Shot Latte Coffee Sachets,10 Pack,8.0,0.0,0.0,NESCAFE DOUBLE SHOT LATTE COFFEE SACHETS 10 PACK
5578314,Nescafe,Gold Original Blend,400g,32.0,0.0,0.0,NESCAFE GOLD ORIGINAL SOLUBLE INSTANT COFFEE 400G
5579000,Chatime,Mango Iced Bubble Tea,4 pack,10.0,0.0,0.0,CHATIME MANGO ICED BUBBLE TEA 4PK
5579102,Chatime,Brown Sugar Milk Bubble Tea,4 pack,10.0,0.0,0.0,CHATIME BROWN SUGAR MILK BUBBLE TEA 4PK
5583074,CSR,Pure Icing Sugar,500g,2.5,0.0,0.0,CSR PURE ICING SUGAR 500G
5583085,CSR,Soft Icing Mixture,500g,2.5,0.0,0.0,CSR SOFT ICING MIXTURE 500G
5585579,Aloe Vera of Australia,99.9% Pure Inner Leaf Aloe Juice,1L,14.0,0.0,0.0,ALOE VERA OF AUSTRALIA 99.9% PURE INNER LEAF ALOE JUICE 1 LITRE
5595200,Always Fresh,Black Olives Sliced,235g,4.0,0.0,0.0,ALWAYS FRESH OLIVES BLACK:SLICED:.:235 GRAM
