prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
8675066,Coles,Salmon Pink,210g,3.45,0.0,0.0,COLES SALMON PINK 210G
8675260,Coles,Tuna Chunks In Springwater,425g,4.6,0.0,0.0,COLES TUNA CHUNKS SPRINGWATER 425G
8675270,Coles,Tuna Chunks In Springwater,185g,2.2,0.0,0.0,COLES TUNA CHUNKS IN SPRINGWATER 185G
8675281,Coles,Tuna Chunks in Springwater,95g,1.1,0.0,0.0,COLES TUNA CHUNKS IN SPRINGWATER 99% FAT FREE 95G
8675328,Coles,Tuna Chunks In Olive Oil Blend,425g,4.6,0.0,0.0,COLES TUNA CHUNKS IN OLIVE OIL BLEND 425G
8675339,Coles,Tuna Chunks in Olive Oil Blend,95g,1.1,0.0,0.0,COLES TUNA CHUNKS IN OLIVE OIL BLEND 95G
8675340,Coles,Tuna Chunks in Olive Oil Blend,185g,2.2,0.0,0.0,COLES TUNA CHUNKS IN OLIVE OIL BLEND 185G
8675361,Coles,Tuna Sandwich Olive Oil Blend,95g,1.1,0.0,0.0,COLES TUNA SANDWICH OLIVE OIL BLEND 95G
8675372,Coles,Tuna Sandwich In Brine,95g,1.1,0.0,0.0,COLES TUNA SANDWICH IN BRINE 95G
8675667,Coles,Basil Oregano Crushed Tomatoes,400g,1.3,0.0,0.0,COLES BASIL OREGANO CRUSHED TOMATOES 400G
8675678,Coles,Mixed Herb Crushed Tomatoes,400g,1.3,0.0,0.0,COLES MIXED HERB CRUSHED  TOMATOES  400G
8680033,Beerenberg,Ploughman's Chutney,170g,4.8,0.0,0.0,BEERENBERG PLOUGHMAN'S CHUTNEY 170G
8680088,Sirena,Ready To Eat Meal Chicken Korean Style Rice,190 GRAM,4.3,0.0,0.0,SIRENA READY TO EAT MEAL CHICKEN KOREAN STYLE RICE 190G
8680102,Sirena,Ready To Eat Meal Chicken Pesto Pasta,190 GRAM,4.3,0.0,0.0,SIRENA READY TO EAT MEAL CHICKEN PESTO PASTA 190G
8680124,Sirena,Ready To Eat Meal Chicken Pad Thai Noodles,190 GRAM,4.3,0.0,0.0,SIRENA READY TO EAT MEAL CHICKEN PAD THAI NOODLES 190G
8684679,Street Kitchen,Stirfry Noodle Kit Chinese Hoisin & Garlic,450g,8.5,0.0,0.0,STREET KITCHEN STIRFRY NOODLE KIT CHINESE HOISIN & GARLIC 450GM
8684690,Street Kitchen,Stirfry Noodle Kit Malaysian Satay,450g,8.5,0.0,0.0,STREET KITCHEN STIRFRY NOODLE KIT MALAYSIAN SATAY 450GM
8684850,Kez's Kitchen,Gluten Free Chocolate Raspberry Vienna Eclair,190g,7.9,0.0,0.0,KEZ'S KITCHEN GLUTEN FREE CHOC RASPBERRY VIENNA ECLAIRS 190G
8686878,Franks,Redhot Original Sauce,354ML,7.6,0.0,0.0,FRANK'S REDHOT ORIGINAL SAUCE 354ML
8687407,Cholula,Hot Sauce Chipotle,150mL,5.5,0.0,0.0,CHOLULA HOT SAUCE CHIPOTLE 150ML
8687677,Billy B's Fermented,Hot Sauce,200mL,4.0,0.0,0.0,BILLY B'S FERMENTED HOT SAUCE 200ML
8694093,Hart & Soul,Saucy Noodles Ready Meal Satay Chicken,330 GRAM,5.5,0.0,0.0,HART & SOUL SAUCY NOODLES READY MEAL SATAY CHICKEN 330g
8694107,Hart & Soul,Saucy Noodles Ready Meal Thai Chicken,330 GRAM,5.5,0.0,0.0,HART & SOUL SAUCY NOODLES READY MEAL THAI CHICKEN 330g
8694118,Hart & Soul,Saucy Noodles Ready Meal Chilli & Garlic Ramen,330 GRAM,5.5,0.0,0.0,HART & SOUL SAUCY NOODLES READY MEAL CHILLI & GARLIC RAMEN 330g
8694377,Nongshim,Kimchi Noodle Bowl,100g,3.5,0.0,0.0,NONGSHIM KIMCHI NOODLE BOWL 100GM
8701042,Coles,Corn Spears Young,410g,1.9,0.0,0.0,COLES CORN SPEARS YOUNG 410G
8702635,Irn Bru,Sparkling Soft Drink Can,330mL,2.5,2.7,7.41,IRN BRU CAN SOFT DRINK 330ML
8703004,Coles,Rice Jasmine,1kg,3.5,0.0,0.0,COLES JASMINE RICE  1KG
8703048,Spam,Single Preserved Meat Classic,71 GRAM,2.0,2.5,20.0,SPAM SINGLE PRESERVED MEAT CLASSIC 71G
8703059,Coles,Basmati Rice,1kg,4.0,0.0,0.0,COLES RICE BASMATI 1KG
8707617,Capriccio,Buon Appetito Passata Sauce,700g,2.7,0.0,0.0,CAPRICCIO PASSATA SAUCE 700G
8720150,Coles,Beans Butter,420g,1.1,0.0,0.0,COLES  BEANS BUTTER 400G-420G
8720171,Coles,Beans 4 Bean Mix,420g,1.1,0.0,0.0,COLES  BEANS 4 BEAN MIX 400G-420G
8734482,Coles,Desiccated Coconut,500g,4.9,0.0,0.0,COLES DESICCATED COCONUT 500G
8734744,Praise,Traditional Mayonnaise,490g,4.5,0.0,0.0,PRAISE SQUEEZABLE MAYONNAISE:TRADITIONAL:.:490GRAM
8734799,Praise,Traditional 99% Fat Free Mayo,555g,4.5,0.0,0.0,PRAISE SQUEEZE TRADITIONAL 99% FAT FREE MAYO 555G
8735791,Marion's Kitchen,Pad Thai Cooking Kit,358g,8.5,0.0,0.0,MARION'S KITCHEN PAD THAI COOKING KIT 358G
8736105,Marion's Kitchen,San Choy Bow Cooking Kit,342g,8.5,0.0,0.0,MARION'S KITCHEN SAN CHOY BOW COOKING KIT 342G
8739056,Sunrice,Premium Jasmine,1Kg,7.5,0.0,0.0,SUNRICE PREMIUM JASMINE 1KG
8745310,Coles,Italian Tomato Paste,140g,1.0,0.0,0.0,COLES ITALIAN TOMATO PASTE
8750605,Heinz,Rigatoni Pasta Meal With Creamy Alfredo,350GRAM,4.5,0.0,0.0,HEINZ RIGATONI PASTA MEAL WITH CREAMY ALFREDO 350G
8751583,Always Fresh,Stuffed Olives Pimento,700g,6.4,0.0,0.0,ALWAYS FRESH PIMENTO STUFFED OLIVES 700G
8761601,Coles Perform,Elite Energy Gel Cola,32g,2.5,0.0,0.0,COLES PERFORM ELITE ENERGY GEL COLA 32G
8761805,Coles Perform,Elite Energy Gel Raspberry,32g,2.5,0.0,0.0,COLES PERFORM ELITE ENERGY GEL RASPBERRY 32G
8762218,Coles Perform,Elite Energy Gel Green Apple,32g,2.5,0.0,0.0,COLES PERFORM ELITE ENERGY GEL GREEN APPLE 32G
8763855,Wicked,Beetroot Apple Sauerkraut,460g,3.5,0.0,0.0,WICKED BEETROOT AND APPLE SAUERKRAUT 460G
8765974,Passage To Asia,Honey Soy Stir Fry Sauce,200g,3.8,0.0,0.0,PASSAGE TO ASIA HONEY SOY STIR FRY SAUCE 200G
8766220,Passage Foods,Passage To Asia Teriyaki Chicken Stir Fry Sauce,200g,3.8,0.0,0.0,PASSAGE TO ASIA TERIYAKI CHICKEN STIR FRY SAUCE 200G
