prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
5154668,Maggie Beer,Natural Chicken Free Range Broth,500mL,8.5,0.0,0.0,MAGGIE BEER NATAURAL CHICKEN FREE RANGE BROTH 500ML
5154679,Maggie Beer,Natural Chicken Stock,1L,9.0,0.0,0.0,MAGGIE BEER NATURAL CHICKEN STOCK 1L
5154680,Maggie Beer,Natural Vegetable Stock,1L,9.0,0.0,0.0,MAGGIE BEER NATURAL VEGETABLE STOCK 1L
5154690,Maggie Beer,Natural Beef Stock,1L,9.0,0.0,0.0,MAGGIE BEER NATURAL BEEF STOCK 1L
5159016,John West,Wild Alaskan Pink Salmon,415g,9.5,0.0,0.0,JOHN WEST SALMON PINK 415GRAM
5166011,Ally,Pink Salmon,415g,7.0,0.0,0.0,ALLY PINK SALMON 415G
5166179,Leggo's,Tomato Paste No Added Salt 2 Pack,140g,3.5,0.0,0.0,LEGGOS PASTE TOMATO 2 PKX140G:NO ADDED SALT :.:2 X 140 GRAM
5171849,Hoyts,Garam Masala,25g,2.6,0.0,0.0,HOYTS GARAM MASALA
5173243,San Remo,Penne Zita Pasta No 20,500g,2.95,0.0,0.0,SAN REMO PASTA:ZITA PENNE NO 20:.:500 GRAM
5173425,Prairie Kitchen,Corned Beef,340g,3.5,0.0,0.0,PRAIRIE KITCHEN CORNED BEEF 340G
5173436,Prairie,Kitchen Spiced Ham,340g,3.5,0.0,0.0,PRAIRIE KITCHEN SPICED HAM 340G
5177244,San Remo,La Pasta Single Snack Alfredo Pasta & Sauce,80g,1.0,1.4,28.57,SAN REMO LA PASTA SINGLES:ALFREDO:.:80 GRAM
5177255,San Remo,La Pasta Single Snack Carbonara Pasta & Sauce,80g,1.0,1.4,28.57,SAN REMO LA PASTA SINGLES:CARBONARA:.:80 GRAM
5177288,San Remo,Single Snack Macaroni Cheese Pasta & Sauce,80g,1.0,1.4,28.57,SAN REMO LA PASTA SINGLES:MACARONI CHEESE:.:80 GRAM
5177299,San Remo,La Pasta Single Snack Creamy Bacon Pasta & Sauce,80g,1.0,1.4,28.57,SAN REMO LA PASTA SINGLES:CREAMY BACON:.:80 GRAM
5179807,Maille,Mild Wholegrain Mustard,210g,6.0,0.0,0.0,MAILLE MUSTARD MILD:WHOLEGRAIN:.:210GRAM
5183134,Watties,Baked Beans Tomato Sauce,420g,2.7,0.0,0.0,WATTIES BAKED BEANS:TOMATO SAUCE:.:420 GRAM
5183145,Wattie's,Spaghetti Regular,420g,2.7,0.0,0.0,WATTIES SPAGHETTI:REGULAR:.:420 GRAM
5193502,Patak's,Ready To Eat Mini Garlic Herb Pappadum,75g,4.8,0.0,0.0,PATAK'S READY TO EAT MINI GARLIC HERB PAPPADUMS 75G
