prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
9326583,L & P,Lemon & Paeroa Soft Drink,1.5L,5.1,0.0,0.0,L & P SOFT DRINK LEMON PAEROA
9333498,Uncle Tobys,Oats Quick Sachets Protein Variety,280g,6.3,0.0,0.0,UNCLE TOBYS OATS QUICK SACHETS PROTEIN VARIETY 280G..
93726,Massel,Beef Style Stock Cubes,105g,4.0,0.0,0.0,MASSEL ULTRACUBE STOCK CUBES:BEEF:.:105 GRAM
93737,Massel,Chicken Style Stock Cubes,105g,4.0,0.0,0.0,MASSEL ULTRACUBE STOCK CUBES:CHICKEN:.:105 GRAM
9388650,Coles Organic,Tomatoes Ita Whole Peeled,400g,1.8,0.0,0.0,COLES ORGANIC TOMATOES ITA WHOLE PEELED 400G
9388660,Coles Organic,Tomatoes Ita Diced,400g,1.8,0.0,0.0,COLES ORGANIC TOMATOES ITA  DICED 400G
9389517,Cobram Estate,Extra Virgin Olive Oil Classic,375mL,13.0,0.0,0.0,COBRAM ESTATE EXTRA VIRGIN OLIVE OIL CLASSIC
9393015,Sanitarium,Weet-bix Breakfast Cereal,1.2kg,6.0,0.0,0.0,SANITARIUM CEREAL WEET BIX 1.2KG
9394426,The Grove,Extra Virgin Avocado Oil,250mL,10.0,0.0,0.0,THE GROVE EXTRA VIRGIN AVOCADO OIL:250ML
9402262,Edgell,Corn Kernels 125g,4 pack,3.8,0.0,0.0,EDGELL 4 PACK CORN KERNELS
9402284,Edgell,Super Sweet Corn Kernels 4 Pack,500g,3.8,0.0,0.0,EDGELL 4 PACK CORN KERNELS SUPER SWEET
9418761,Coles,Canola Oil Cooking Spray,400g,3.0,0.0,0.0,COLES CANOLA OIL COOKING SPRAY 400G
9419265,Alfa One,Rice Bran Oil,3L,16.5,0.0,0.0,ALFA ONE RICE BRAN OIL 3L
9423885,Barilla,Collezione Pasta Casarecce,500g,4.5,0.0,0.0,BARILLA COLLEZIONE PASTA CASARECCE 500G
9428947,Rice a Riso,Chicken Rice 99% Fat Free,180g,2.2,0.0,0.0,RICE A RISO MEALS:CHICKEN:99% FAT FREE:180 GRAM
9434520,Valcom,Pad Thai Paste,240g,4.3,0.0,0.0,VALCOM PAD THAI PASTE 240G
9434531,Valcom,Laksa Curry Paste,230g,4.3,0.0,0.0,VALCOM LAKSA CURRY PASTE 230G
9434622,Jeeny's,Tamarind Puree,220g,5.7,0.0,0.0,JEENYS TAMARIND PUREE 220G
9434644,TCC,Light Coconut Milk,165mL,0.9,0.0,0.0,TCC COCONUT MILK 165ML
9434666,Hakubaku,Organic Soba Noodles,270g,4.0,0.0,0.0,HAKUBAKU ORGANIC SOBA NOODLES 270G
9434677,Hakubaku,Organic Udon Noodles,270g,4.0,0.0,0.0,HAKUBAKU ORGANIC UDON NOODLES 270G
9434699,Lee Kum Kee,Soy Sauce,500mL,4.3,0.0,0.0,LEE KUM KEE PREMIUM SOY SAUCE 500ML
9435068,Obento,Yaki Nori Seaweed Sushi Sheets,25g,4.0,0.0,0.0,OBENTO YAKI NORI FOR SUSHI 10 SHEETS 25G
9435079,Valcom,Kaffir Lime Leaves,100g,3.2,0.0,0.0,VALCOM KAFFIR LIME LEAVES 100G
9442020,Campbell's,Condensed Soup Can Cream Of Celery,410g,2.2,0.0,0.0,CAMPBELLS SOUP:CREAM OF CELERY:.:410 GRAM
9442391,Lowan,Instant Dried Yeast,280g,4.8,0.0,0.0,LOWAN YEAST INSTANT DRIED
9442880,Blue Banner,Pickled Onions Brown Chilli,525g,7.0,0.0,0.0,BLUE BANNER PICKLED ONIONS:BROWN CHILLI:.:525 GRAM
9442937,Sirena,Tuna In Springwater,425g,7.5,0.0,0.0,SIRENA ROYAL TUNA:SPRING WATER:.:425 GRAM
94547,Colomba,Anchovy Fillets,80g,5.65,0.0,0.0,COLOMBA ANCHOVIES FILLETS 80G
9456374,S & B,Golden Curry Medium Hot Sauce Mix,92g,5.0,0.0,0.0,S&B GOLDEN CURRY MEDIUM HOT SAUCE MIX 92G
9466630,Masterfoods,Finely Chopped Onion Squeeze Bottle,270g,5.3,0.0,0.0,MASTERFOODS FINELY CHOPPED ONION  270G
9466640,Masterfoods,Finely Crushed Ginger Bottle Squeeze,270g,5.3,0.0,0.0,MASTERFOODS FINELY CRUSHED GINGER 270G
9466709,Masterfoods,Herbs And Spices Coriander Seed Ground Jar,30g,2.5,0.0,0.0,MASTERFOODS GROUND CORIANDER SEEDS 30G
9466800,Masterfoods,Herbs And Spices Onion Powder Jar,44g,3.5,3.8,7.89,MASTERFOODS ONION POWDER 44G
9466888,Masterfoods,Italian Herb Blend,33g,5.8,0.0,0.0,MASTERFOODS ITALIAN HERB BLEND 33G
9467009,Masterfoods,Ground Nutmeg,35g,3.5,3.8,7.89,MASTERFOODS GROUND NUTMEG 35G
9467010,Masterfoods,Ground Turmeric,34g,2.9,0.0,0.0,MASTERFOODS GROUND TURMERIC 34G
9467199,Masterfoods,Herbs And Spices Oregano Leaves Jar,26g,5.8,0.0,0.0,MASTERFOODS OREGANO LEAVES 26G
9467268,Masterfoods,Herbs And Spices Tarragon Leaves Jar,9g,3.9,0.0,0.0,MASTERFOODS TARRAGON LEAVES 9G
9467337,Masterfoods,Herbs And Spices Rosemary Leaves Jar,18g,2.2,0.0,0.0,MASTERFOODS ROSEMARY LEAVES 18G
9467359,Masterfoods,Herbs And Spices Chilli Flakes Jar,22g,3.5,0.0,0.0,MASTERFOODS CHILLI FLAKES 22G
9467938,Masterfoods,Herbs And Spices Garlic Herb No Salt Jar,42g,3.5,0.0,0.0,MASTERFOODS GARLIC & HERB NO ADDED SALT SEASONING 42G
9467949,Masterfoods,Ground Cumin Seed,28g,3.5,0.0,0.0,MASTERFOODS GROUND CUMIN SEEDS 28G
9467982,Masterfoods,Moroccan Spice Blend,52g,3.5,4.5,22.22,MASTERFOODS MOROCCAN SPICE BLEND 52G
9468012,Masterfoods,Onion Salt Blend,190g,5.5,0.0,0.0,MASTERFOODS ONION SALT BLEND 190G
9468023,Masterfoods,Herbs And Spices Mixed Herb Jar,13g,3.0,0.0,0.0,MASTERFOODS MIXED HERB BLEND 13G
9468045,Nutella,Hazelnut Chocolate Spread,220g,5.6,0.0,0.0,NUTELLA SPREAD CHOC HAZELNUT 220G
9468125,Masterfoods,Herbs And Spices Oregano Leaves Jar,10g,2.7,0.0,0.0,MASTERFOODS OREGANO LEAVES 10G
