prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
4476090,Haday,Delicious Superior Light Soy Sauce,500mL,3.2,3.6,11.11,HADAY DELICIOUS SUPERIOR LIGHT SOY SAUCE 500ML
4476137,Haday,Supreme Soy Sauce,750mL,5.4,6.0,10.0,HADAY SUPREME SOY SAUCE 750ML
4476159,Haday,Signature Soybean Sauce,340g,3.45,0.0,0.0,HADAY SIGNATURE SOYBEAN SAUCE 340G
4476170,Haday,Gold Label Oyster Sauce,530g,3.9,0.0,0.0,HADAY GOLD LABEL OYSTER SAUCE 530G
4476206,Tung Chun,Potato Starch,500g,5.5,0.0,0.0,TUNG CHUN POTATO STARCH 500G
4476217,Suraya,Palm Sugar,500g,3.5,0.0,0.0,SURAYA PALM SUGAR 500G
4476239,Twin Elephants,Jackfruit In Syrup,565g,4.0,0.0,0.0,TWIN ELEPHANTS JACKFRUIT IN SYRUP 565G
4476272,Twin Elephants,Green Jackfruit,540g,3.2,0.0,0.0,TWIN ELEPHANTS GREEN JACKFRUIT 540G
4476319,Plum,Blossom Beancurd Stick,200g,4.75,0.0,0.0,PLUM BLOSSOM BEANCURD STICK 200G
4476498,Health Lab,Charlottes Fix Mylk Chocolate Bars 4X40G,160g,12.0,0.0,0.0,HEALTH LAB GLUTEN FREE CHARLOTTES FIX MYLK CHOCOLATE BARS 4X40G 160G
4476603,Ocean Spray,Reduced Sugar Craisins Value Pack,250g,6.0,0.0,0.0,OCEAN SPRAY REDUCED SUGAR CRAISINS VALUE PACK 250G
447829,CSR,Dark Brown Sugar,1kg,4.6,0.0,0.0,CSR DARK BROWN SUGAR 1KG
4480054,McKenzie's,Arrowroot,175g,1.9,0.0,0.0,MCKENZIES ARROWROOT:ARROWROOT:.:175 GRAM
448082,Sacla,Genovese Classic Pesto Sauce,190g,5.9,0.0,0.0,SACLA SAUCE GENOVESE:PESTO CLASSIC:.:190GRAM
4482661,Fantastic,Noodles Cups Beef,6 pack,9.4,0.0,0.0,FANTASTIC NOODLES CUPS BEEF 420G
4482843,Fantastic,Noodles Chicken Cups,6 pack,9.4,0.0,0.0,FANTASTIC NOODLES CHICKEN CUPS 420G
4483530,Sunbeam,Yoghurt Coated Sultanas 6x30g,6 pack,5.0,0.0,0.0,SUNBEAM YOGHURT COATED SULTANAS 6X30G 180G
4484770,Red Island,Extra Virgin Olive Oil,250mL,7.0,0.0,0.0,RED ISLAND OLIVE OIL:EXTRA VIRGIN:.:250 ML
4486469,Seacrown,Sardines In Tomato Sauce,125g,1.0,0.0,0.0,SEACROWN SARDINES IN TOMATO SAUCE 125G
4486470,Seacrown,Sardines In Vegetable Oil,125g,1.0,0.0,0.0,SEACROWN SARDINES IN VEGETABLE OIL 125G
4487359,Coles,Coffee Whitener Regular,500g,3.5,0.0,0.0,COLES COFFEE WHITENER:REGULAR:.:500 GRAM
4488410,Go Natural,Choc Salted Caramel Bar,40g,2.5,0.0,0.0,GO NATURAL CHOC SALTED CARAMEL BAR 40G
4491469,Cobram Estate,Extra Virgin Olive Oil,750mL,25.0,0.0,0.0,COBRAM ESTATE EXTRA VIRGIN OLIVE OIL:750 ML
4491550,Nescafe,Hazelnut Latte Coffee Sachets,10 pack,8.0,0.0,0.0,NESCAFE HAZELNUT LATTE COFFEE SACHETS 10 PACK
4492993,Coles,Mandarin Segments In Syrup,310g,1.3,0.0,0.0,COLES MANDARIN SEGMENTS IN SYRUP
4498344,Wellness Road,Organic Matcha Powder,100g,12.5,0.0,0.0,WELLNESS ROAD ORGANIC MATCHA POWDER 100G
4498377,Wellness Road,Soy Protein Crisps,150g,7.0,0.0,0.0,WELLNESS ROAD SOY PROTEIN CRISPS 150G
4498480,Wellness Road,Faba Bean Protein Powder,300g,10.5,0.0,0.0,WELLNESS ROAD FABA BEAN PROTEIN POWDER 300G
4498617,Wellness Road,Australian Hulled Hemp Seeds,200g,9.0,0.0,0.0,WELLNESS ROAD AUSTRALIAN HULLED HEMP SEEDS 200G
4514983,Coles,Durum Wheat Pasta Bowties,500g,1.0,0.0,0.0,COLES DURUM WHEAT PASTA BOWTIES:.:500 GRAM
4515283,Coles,Durum Wheat Pasta Rigatoni,500g,1.0,0.0,0.0,COLES DURUM WHEAT PASTA:RIGATONI:.:500GRAM
4515738,Ardmona,Rich & Thick Tomatoes With Garlic & Basil,410g,2.5,0.0,0.0,ARDMONA RICH & THICK TOMATOES CHOPPED GRLC BAS
4515749,Ardmona,Classic Rich & Thick Tomatoes,410g,2.5,0.0,0.0,ARDMONA RICH & THICK TOMATOES CHOPPED FINELY
4524127,Coles,White Vinegar,2L,1.85,0.0,0.0,COLES WHITE VINEGAR 2 LITRE
4525640,Betty Crocker,Triple Chocolate Fudge Brownie Mix,500g,7.0,0.0,0.0,BETTY CROCKER BROWNIES:TRIPLE CHOC FUDGE:.:500 GRAM
456772,Golden Circle,Sliced Beetroot,225g,1.9,0.0,0.0,GOLDEN CIRCLE BEETROOT SLICED 225G
4574635,Coles,Blended Vegetable Oil,2L,6.6,0.0,0.0,COLES VEGETABLE OIL 2 LITRES
4574919,Coles,Blended Vegetable Oil,750mL,3.8,0.0,0.0,COLES VEGETABLE OIL 750ML
459125,Kikkoman,Soy Sauce,1L,10.2,0.0,0.0,KIKKOMAN SAUCE SOY 1 LITRE
4599308,Eskal,Gluten Free Pretzels,75g,2.15,0.0,0.0,ESKAL GLUTEN FREE PRETZELS 75G
4604984,Kewpie,Mayonnaise,300g,5.5,0.0,0.0,KEWPIE MAYONNASIE 300G
4605070,Obento,Rice Wine Vinegar,250mL,2.6,0.0,0.0,OBENTO RICE WINE VINEGAR 250ML
4605080,Indomie,Fried Mi Goreng Satay Instant Noodles 5x80g,400g,3.95,0.0,0.0,INDO MIE INSTANT FRIED NOODLES:SATAY 400G
4614650,Coles,Sunflower Oil,2L,8.5,0.0,0.0,COLES SUNFLOWER OIL 2 LITRES
4615970,Coles,Sunflower Oil,750mL,3.8,0.0,0.0,COLES SUNFLOWER OIL 750ML
4616112,Coles,Canola Oil,2L,6.6,0.0,0.0,COLES CANOLA OIL 2 LITRES
4616484,Coles,Canola Oil,4L,12.5,0.0,0.0,COLES CANOLA OIL 4 LITRES
4616564,Coles,Canola Oil,750mL,3.8,0.0,0.0,COLES CANOLA OIL 750ML
