prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
4330947,Coles,Creamy Chicken Soup,500g,2.0,0.0,0.0,COLES CREAMY CHICKEN SOUP 500G
4337899,Pattu,Mung Masoor Mix,1kg,5.0,0.0,0.0,PATTU MUNG MASOOR MIX 1KG
4339103,Sabrini,Pure Ghee,850g,22.0,0.0,0.0,SABRINI PURE GHEE 850G
4339839,Coles,Mexico Classica Salsa,300g,3.2,0.0,0.0,COLES CLASICA SALSA 300G
4343406,Coles,Fruit Salad in Juice,410g,2.2,0.0,0.0,COLES FRUIT SALAD IN JUICE
4343440,Coles,Australian Two Fruits In Juice,410g,2.5,0.0,0.0,COLES AUSTRALIAN TWO FRUITS IN JUICE
4343665,Coles,Australian Peach Slices In Juice,410g,1.65,0.0,0.0,COLES AUSTRALIAN PEACH SLICES IN JUICE
4352338,Vege,Crackers Honey Soy Flavoured,75g,4.9,0.0,0.0,VEGE RICE CRACKERS HONEY SOY FLAVOURED 75G
4354741,The Kind Harvest,Plain Flour,2kg,4.5,0.0,0.0,THE KIND HARVEST PLAIN FLOUR 2KG
4354763,The Kind Harvest,Self Raising Flour,2kg,4.5,0.0,0.0,THE KIND HARVEST SELF RAISING FLOUR 2KG
4355937,MasterFoods,Whole Cumin Seeds,28g,4.2,0.0,0.0,MASTERFOODS CUMIN SEEDS WHOLE:.:28 GRAM
4357251,Sabrini,Green Chilli Chutney,300g,4.5,0.0,0.0,SABRINI GREEN CHILLI CHUTNEY 300G
4357262,Sabrini,Date And Tamarind Chutney,360g,4.5,0.0,0.0,SABRINI DATE & TAMARIND CHUTNEY 360G
4357273,Sabrini,Hot Chilli Garlic Chutney,340g,4.5,0.0,0.0,SABRINI HOT CHILLI GARLIC CHUTNEY 340G
4357841,Noshu,97% Sugar Free Dark Choco Baking Chips,140g,4.8,0.0,0.0,NOSHU 97% SUGAR FREE DARK CHOC BAKING CHIPS 140G
4357874,Noshu,95% Sugar Free Chocolate Baking Chips,140g,4.8,0.0,0.0,NOSHU 95% SUGAR FREE CHOC BAKING CHIPS 140G
4357910,Betty Crocker,Frosting Cream Cheese,400g,6.5,0.0,0.0,BETTY CROCKER FROSTING CREAM CHEESE 400G
4357998,Mckenzie's,Egg Replacer,70g,3.25,0.0,0.0,MCKENZIE'S EGG REPLACER 70G
4358899,Queen,Finest Natural Almond Extract,50mL,2.5,0.0,0.0,QUEEN FINEST NATURAL ALMOND EXTRACT 50ML
4358902,Queen,Finest Natural Peppermint Extract,50mL,2.5,0.0,0.0,QUEEN FINEST NATURAL PEPPERMINT EXTRACT 50ML
4363786,Sunrice,Jasmine White Rice,5kg,27.0,0.0,0.0,SUNRICE JASMINE WHITE RICE 5KG
4363866,CSR,Buttercream Icing Mix Vanilla,250g,3.0,0.0,0.0,CSR BUTTERCREAM ICING MIX VANILLA 250G
4369895,Koo,Guava Halves In Syrup,410g,4.0,0.0,0.0,KOO GUAVA HALVES 410G
4371707,The Maple Treat Corp,Pancake And Waffle Syrup,250mL,5.5,0.0,0.0,THE MAPLE TREAT CORP PANCAKE AND WAFFLE SYRUP 250ML
4375480,Altimate,Salted Caramel Waffle Cones,12 each,,,,ALTIMATE SALTED CARAMEL WAFFLE CONES 12PK 170G
4376766,October 5th,2 Yolk Lotus Paste Mooncakes,750g,30.0,0.0,0.0,OCTOBER 5TH 2 YOLK LOTUS PASTE MOONCAKES 750G
4376788,October 5th,Fruit & Tea Assorted Mooncakes,480g,27.0,0.0,0.0,OCTOBER 5TH FRUIT & TEA ASSORTED MOONCAKES 480G
4377929,Emperor,Custard Lava Mooncakes,500g,28.0,0.0,0.0,EMPEROR CUSTARD LAVA MOONCAKES 500G
4382816,Coles,Bake And Create Vanilla Paste,100g,7.5,0.0,0.0,COLES BAKE & CREATE VANILLA PASTE 100G
4382929,Coles,Bake & Create Striped Small Patty Pans,100 pack,3.0,0.0,0.0,COLES BAKE & CREATE STRIPED SMALL PATTY PANS 100PACK
4382951,Muscle Nation,Protein Custard Bar Caramel Toffee,60g,4.5,0.0,0.0,MUSCLE NATION PROTEIN CUSTARD PROTEIN BAR CARAMEL TOFFEE 60G
4382973,Dollar Sweets,Artificial Food Colours 8 Pack,80mL,7.0,0.0,0.0,DOLLAR SWEETS ARTIFICIAL FOOD COLOURS 8PK
4385712,Donski,Sticks Hot,20g,2.0,0.0,0.0,DONSKI STICKS 20G:HOT:.:20 GRAM
4385723,Donski,Sticks Mild,20g,2.0,0.0,0.0,DONSKI STICKS 20G:MILD:.:20 GRAM
4387106,Queen,Vanilla Sugar Free Maple Flavoured Syrup,355mL,4.2,0.0,0.0,QUEEN VANILLA SUGAR FREE MAPLE FLAVOURED SYRUP
4387547,Frooti,Mango Drink,2L,5.0,0.0,0.0,FROOTI MANGO DRINK 2L
4389269,Beerenberg,Dressings Creamy Parmesan Caesar,300mL,6.7,0.0,0.0,BEERENBERG DRESSINGS:CREAMY PARMESAN CAESAR:.:300 ML
4389270,Beerenberg,Dressing Ranch,300mL,6.7,0.0,0.0,BEERENBERG DRESSINGS:RANCH:.:300 ML
4389633,Tata,Salt,1kg,2.2,0.0,0.0,TATA SALT 1KG
4390993,Coles,Hazelnut Smooth Spread,400g,4.0,0.0,0.0,COLES HAZELNUT SMOOTH SPREAD 400GRAM
4405558,Moccona,Cafe Classics Cappuccino Coffee Sachets,30 pack,13.0,0.0,0.0,MOCCONA CAFE CLASSICS CAPPUCCINO SACHETS 30 PACK
4405569,Moccona,Cafe Classics Latte Coffee Sachets,30 pack,13.0,0.0,0.0,MOCCONA CAFE CLASSICS LATTE SACHETS 30 PACK
4405570,Moccona,Cafe Classics Strong Cappuccino Coffee Sachets,30 pack,13.0,0.0,0.0,MOCCONA CAFE CLASSICS STRONG CAPPUCCINO SACHETS 30 PACK
4405591,Moccona,Cafe Classics Caramel Latte Coffee Sachets,30 pack,13.0,0.0,0.0,MOCCONA CAFE CLASSICS CARAMEL LATTE SACHETS 30 PACK
4405693,Starbucks,Breakfast Blend Capsules By Nespresso,10 pack,9.3,0.0,0.0,STARBUCKS BY NESPRESSO BREAKFAST BLEND COFFEE PODS INTENSITY 7 CAPSULES 10 PACK
4406095,Nescafe,Cappuccino Skim Coffee Sachets,26 Pack,12.5,0.0,0.0,NESCAFE CAPPUCCINO SKIM COFFEE SACHETS 26 PACK
4406164,Nescafe,Iced Cappuccino Coffee Sachets,8 pack,8.0,0.0,0.0,NESCAFE COFFEE SACHETS ICED CAPPUCCINO 8 PACK
4406175,Nescafe,Iced Salted Caramel Coffee Sachets,8 pack,8.0,0.0,0.0,NESCAFE COFFEE SACHETS ICED SALTED CARAMEL 8 PACK
