prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
5824818,Mckenzies,Bi Carbonate Soda Cannister,350g,5.2,0.0,0.0,MCKENZIES BI CARBONATE SODA CANNISTER 350G
5828706,Edgell,Australian Grown Sweet Sliced Beetroot,425g,2.8,0.0,0.0,EDGELL AUSTRALIAN GROWN SWEET SLICED BEETROOT 425G
5832237,Antica Modena,Balsamic Vinegar Of Modena,250mL,6.5,0.0,0.0,ANTICA MODENA BALSAMIC VINEGAR OF MODENA 250ML
5833557,La Espanola,Extra Virgin Olive Oil,1L,26.0,0.0,0.0,LA ESPANOLA EXTRA VIRGIN OLIVE OIL 1 LITRE
5841817,Coles,Asparagus Spears,425g,3.0,0.0,0.0,COLES ASPARAGUS SPEARS 425G
5846606,Loumidis,Papagalos Greek Coffee,490g,16.4,0.0,0.0,LOUMIDIS COFFEE GREEK STYLE 490G
5847020,La Espanola,Mild & Light Olive Oil,1L,26.0,0.0,0.0,LA ESPANOLA MILD & LIGHT OLIVE OIL 1 LITRE
5847154,Coles,Plain Waffle Cones,12 Pack,3.0,0.0,0.0,COLES CONES WAFFLE PLAIN
5856010,Lee Kum Kee,Sweet & Sour Sauce,240g,4.35,0.0,0.0,LEE KUM KEE SWEET & SOUR SAUCE 240G
5860957,Sunrice,Sushi Rice,1kg,4.7,0.0,0.0,SUNRICE SUSHI RICE 1KG
5868529,Parle,Hide & Seek Biscuits,247g,3.4,0.0,0.0,PARLE HIDE & SEEK BISCUITS 247G
5872796,Dark Fantasy,Big Choco Nut Fills,150g,3.5,0.0,0.0,SUNFEAST DARK FANTASY CHOCO NUT FILLS 150G
5872945,Dark Fantasy,Big Vanilla Fills,150g,3.5,0.0,0.0,SUNFEAST DARK FANTASY VANILLA FILLS 150G
5873664,Lee Kum Kee,Panda Brand Oyster Sauce,255g,3.65,0.0,0.0,LEE KUM KEE PANDA BRAND OYSTER SAUCE 255G
