prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
1032046,Town Bus,Madras Mixture,170g,3.75,0.0,0.0,TOWN BUS MADRAS MIXTURE 170G
1032658,Kushi,Basil Seed Drink Lychee 4x250ml,1L,6.0,0.0,0.0,KUSHI BASIL SEED DRINK LYCHEE 250MLX4
1032669,Kushi,Basil Seed Strawberry Drink,1 LITRE,6.0,0.0,0.0,KUSHI BASIL SEED DRINK STRAWBERRY 250MLX4
1034154,Maggi,2 Minute Instant Noodles Honey Soy Chicken 5 Pack,350g,5.0,0.0,0.0,MAGGI 2 MINUTE INSTANT NOODLES HONEY SOY CHICKEN 5 PACK 350 GRAM
1034289,Maggi,2 Minute Curry Instant Noodles 5 Pack,395g,5.0,0.0,0.0,MAGGI 2 MINUTE CURRY INSTANT NOODLES 5PK 395 GRAM
103794,John West,Chunk Style Tuna in Brine,425g,5.5,0.0,0.0,JOHN WEST TUNA:BRINE:.:425 GRAM
1038520,Masterfoods,Chilli Flakes Jar,76g,6.5,0.0,0.0,MASTERFOODS CHILLI FLAKES JAR 76G
1038530,Masterfoods,Onion Powder Jar,138g,6.5,0.0,0.0,MASTERFOODS ONION POWDER JAR 138G
1045048,Red Tractor,Faba Bean Plant Protein,500g,12.0,0.0,0.0,RED TRACTOR FABA BEAN PLANT PROTEIN 500G
1049297,Nescafe,White Choc Mocha Coffee Sachets,8 Pack,8.0,0.0,0.0,NESCAFE WHITE CHOC MOCHA COFFEE SACHETS 8 PACK
1049300,Nescafe,Double Shot Caramel Latte Coffee Sachets,10 Pack,8.0,0.0,0.0,NESCAFE DOUBLE SHOT CARAMEL LATTE COFFEE SACHETS 10 PACK
1049311,Nescafe,Kitkat Mocha Coffee Sachets,8 Pack,8.0,0.0,0.0,NESCAFE KITKAT MOCHA COFFEE SACHETS
1049333,Nescafe,Mocha Decaf Coffee Sachets,10 Pack,8.0,0.0,0.0,NESCAFE MOCHA DECAF COFFEE SACHETS 10 PACK
1049344,Nescafe,Coffee 98% Sugar Free Latte Coffee Sachets,26 Pack,12.5,0.0,0.0,NESCAFE COFFEE 98% SUGAR FREE LATTE COFFEE SACHETS 26 PACK
1050343,Mayver's,Smunchy  Protein+ Peanut Butter,750g,11.6,0.0,0.0,MAYVER'S SMUNCHY PROTEIN+ PEANUT BUTTER 750G
1050354,Mayver's,Smooth Sweet & Salty Peanut Butter,375g,6.3,0.0,0.0,MAYVER'S SMOOTH SWEET & SALTY PEANUT BUTTER 375G
1050365,Mayver's,Protein+ Smooth Vanilla Peanut Butter,375g,7.3,0.0,0.0,MAYVER'S SMOOTH VANILLA PROTEIN+ PEANUT BUTTER 375G
1051743,Musashi,Fuel Pre Workout Zero Caffeine Red Raspberry,225g,45.0,0.0,0.0,MUSASHI FUEL PRE WORKOUT ZERO CAFFEINE RASBERRY 225G
1051970,Lavazza,Barista Intenso Ground Coffee,1kg,50.0,0.0,0.0,LAVAZZA BARISTA INTENSO GROUND COFFEE 1KG
1052418,Nescafe,B43 Coffee Decaf,150g,14.5,0.0,0.0,NESCAFE B43 COFFEE DECAF 150G
105280,Continental,French Onion Salt Reduced Soup Serves 4,35g,1.2,0.0,0.0,CONTINENTAL PACKET SOUP:FRENCH ONION:SALT REDUCED:35 GRAM
1054490,Bega,Whipped Peanut Butter,600g,8.0,0.0,0.0,BEGA WHIPPED PEANUT BUTTER 600G
1054606,Mayver's,Chocolate Hazelnut Peanut Butter,280g,6.3,0.0,0.0,MAYVER'S CHOCOLATE HAZELNUT PEANUT BUTTER 280G
1054650,Arkadia,Original Matcha Latte,220g,7.5,0.0,0.0,ARKADIA ORIGINAL MATCHA LATTE 220G
1055610,Sunrice,Yum Asian Style Chicken Instant Noodles,62g,3.0,0.0,0.0,SUNRICE YUM ASIAN STYLE CHICKEN INSTANT RICE NOODLES GLUTEN FREE 62 GRAM
1055620,Sunrice,Yum Asian Style Beef Flavour Instant Rice Noodles Gluten Free,62g,3.0,0.0,0.0,SUNRICE YUM ASIAN STYLE BEEF FLAVOUR INSTANT RICE NOODLES GLUTEN FREE 62 GRAM
1056281,Spanish,Tapas Dishes,2 Pack,10.0,0.0,0.0,WAGH BAKRI PREMIUM TEA 24X454GRAM
