prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
7868552,Musashi,Protein + Energy Bar Banana Bread,58g,4.9,0,0.0,MUSASHI PROTEIN + ENERGY BAR BANANA BREAD 58G
7868563,Athena,Luxe Protein + Iron Bar Choc Caramel,55g,4.5,0,0.0,ATHENA LUXE PROTEIN + IRON BAR CHOC CARAMEL 55G
7868585,Athena,Luxe Protein + Iron Bar Cookies & Cream,55g,4.5,0,0.0,ATHENA LUXE PROTEIN + IRON BAR COOKIES & CREAM 55G
7868596,Athena,Protein Crisp + Calcium Bar Choc Almond,55g,4.5,0,0.0,ATHENA PROTEIN CRISP + CALCIUM BAR CHOC ALMOND 55G
7870180,Atkins,Low Carb Endulge Bar Dark Chocolate 5X30G,150g,13.6,17,20.0,ATKINS LOW CARB ENDULGE BAR DARK CHOCOLATE 5X30G
7870226,Nice N' Tasty,Seasoning Chicken Salt,400g,4.95,0,0.0,NICE N' TASTY CHICKEN SALT SEASONING:.:400 GRAM
7870248,Quest,Protein Bar Dipped Chocolate Chip Cookie Dough,50g,5.4,0,0.0,QUEST PROTEIN BAR DIPPED CHOCOLATE CHIP COOKIE DOUGH 50G
7870259,Quest,Protein Bar Dipped Cookies & Cream,50g,5.4,0,0.0,QUEST PROTEIN BAR DIPPED COOKIES & CREAM 50G
7870554,Nestle,Nesquik Cereal,600g,8.8,0,0.0,NESTLE NESQUIK CEREAL 600G
7870598,Uncle Tobys,Shredded Wheat Cereal,360g,8.5,0,0.0,UNCLE TOBYS SHREDDED WHEAT CEREAL 360G
7875897,Musashi,Protein Crisp Bar White Chocolate Cookies & Cream,60g,4.9,0,0.0,MUSASHI PROTEIN CRISP BAR WHITE CHOC COOKIES & CREAM 60G
7881131,Angas Park,Fruit Medley Dried,375g,10.0,0,0.0,ANGAS PARK FRUIT MEDLEY DRIED
7884606,Lifestyle Bakery,Bread Crumbs Gluten Free,350g,5.3,0,0.0,LIFESTYLE BAKERY GLUTEN FREE BREAD CRUMBS
7890370,Saxa,Natural Sea Salt Flakes,200g,9.5,0,0.0,SAXA NATURAL SEA SALT FLAKES 200G
7895566,Coles,Italian Passata Sauce With Basil,700g,2.1,0,0.0,COLES ITALIAN PASSATA SAUCE WITH BASIL
7907235,Coles,Caramelised Biscuit Spread Crunchy,400g,5.0,0,0.0,COLES CARAMELISED BISCUIT SPREAD CRUNCHY 400G
7907246,Coles,Caramelised Biscuit Spread Smooth,400g,5.0,0,0.0,COLES CARAMELISED BISCUIT SPREAD SMOOTH 400G
7908023,Musashi,Energy Drink Green Apple,500mL,4.5,0,0.0,MUSASHI ENERGY DRINK GREEN APPLE 500ML
7908034,Musashi,Energy Drink Lemonade,500mL,4.5,0,0.0,MUSASHI ENERGY DRINK LEMONADE 500ML
7908227,Campbells,Real Stock Unsalted Chicken,1L,4.5,0,0.0,CAMPBELLS REAL STOCK UNSALTED CHICKEN 1 LITRE
7908522,Bertolli,Extra Virgin Olive Oil,750mL,23.0,0,0.0,BERTOLLI EXTRA VIRGIN OLIVE OIL 750ML
7909060,Bertolli,Classico Olive Oil,750mL,23.0,0,0.0,BERTOLLI CLASSICO OLIVE OIL 750ML
7909285,Bertolli,Light Tasting Olive Oil,750mL,23.0,0,0.0,BERTOLLI LIGHT TASTING OLIVE OIL 750ML
