prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
6190099,Nescafe,Creme Brule Latte Coffee Sachets,10 pack,8.0,0.0,0.0,NESCAFE CREME BRULEE LATTE COFFEE SACHETS 10 PACK
6190204,Atp Science,Noway Raspberry Collagen Jelly Bar,60 GRAM,5.0,0.0,0.0,ATP SCIENCE NOWAY COLLAGEN JELLY BAR RASPBERRY 60GRAM
6190215,Starbucks,Nespresso Compatible Capsules Vanilla,10 pack,9.3,0.0,0.0,STARBUCKS BY NESPRESSO CREAMY VANILLA FLAVOURED COFFEE PODS CAPSULES 10 PACK
6190259,Atp Science,Noway Belgian Choc Collagen Jelly Bar,60g,5.0,0.0,0.0,ATP SCIENCE NOWAY BELGIAN CHOC COLLAGEN JELLY BAR 60G
6190260,Starbucks,Nespresso Compatible Capsules Caramel,10 pack,9.3,0.0,0.0,STARBUCKS BY NESPRESSO SMOOTH CARAMEL FLAVOURED COFFEE PODS CAPSULES 10 PACK
6196620,Nescafe,Farmers Origin Colombia Ncc Capsules,10 pack,8.5,0.0,0.0,NESCAFE FARMERS ORIGIN COLOMBIA NCC CAPSULES 10PACK
6205946,Lavazza,Espresso Barista Organic Coffee Beans,1kg,59.0,0.0,0.0,LAVAZZA ESPRESSO BARISTA ORGANIC COFFEE BEANS 1KG
6205980,Lavazza,Espresso Barista Gran Crema Coffee Beans,500g,18.0,0.0,0.0,LAVAZZA ESPRESSO BARISTA GRAN CREMA COFFEE BEANS 500G
6238990,Coles,Italian Diced Tomatoes,800g,2.0,0.0,0.0,COLES ITALIAN DICED TOMATOES 800G
6248304,Ayam,100% Natural Coconut Milk,65mL,1.3,0.0,0.0,AYAM 100% NATURAL COCONUT MILK 65ML
6253712,Twinings,French Earl Grey Tea Bags,80 pack,13.5,0.0,0.0,TWININGS FRENCH EARL GREY TEA BAGS 80 PACK
6261426,Laoganma,Crispy Chilli Oil,210g,4.4,0.0,0.0,LAOGANMA CRISPY CHILLI OIL 210G
6261663,SPC,Spagasaurus 4 Pack,880g,6.5,0.0,0.0,SPC SPAGASAURUS
6264388,Sirena,Ready To Eat Meal Chicken Bolognese,190g,4.3,0.0,0.0,SIRENA CHICKEN BOLOGNESE
6264446,Coles,Baked Beans In Tomato Sauce 4x220g,880g,4.4,0.0,0.0,COLES BAKED BEANS IN TOMATO SAUCE 4X220G
6272036,Leggo's,Tomato Paste No Added Salt,500g,4.0,4.8,16.67,LEGGOS TOMATO PASTE JAR:TOMATO N.A.S.:.:500GRAM
6275952,Massel,Gourmet Liquid Beef Stock,1L,4.2,0.0,0.0,MASSEL GOURMET LIQUID STOCK:BEEF:.:1LITRE
6288116,McKenzie's,French Style Black Lentils,375g,3.7,0.0,0.0,MCKENZIES FRENCH STYLE LENTILS:BLACK:.:375 GRAM
62926,Maharajah's Choice,Plain Pappadams,200g,3.35,0.0,0.0,MAHARAJAH'S CHOICE PAPPADAMS PLAIN
6293943,Passage Foods,Passage To India Vindaloo Simmer Sauce Pouch,375g,6.3,0.0,0.0,PASSAGE TO INDIA VINDALOO SIMMER SAUCE 375G
6308712,Three Threes,Spreadable Sweet Mustard Pickles,390g,3.05,0.0,0.0,THREE THREES PICKLES SANDWICH
6308723,Three Threes,Stuffed Olives,500g,5.0,0.0,0.0,THREE THREES OLIVES STUFFED
6309409,Higher Living,Organic Rooibos Caramel,40 pack,5.5,0.0,0.0,HIGHER LIVING ORGANIC ROOIBOS CARAMEL 40PACK
6310907,Edgell,Snack Time Sweet Corn With Charred Capsicum & Lime,70g,1.6,0.0,0.0,EDGELL SNACK TIME SWEET CORN WITH CHARRED CAPSICUM AND LIME 70G
6311116,Mutti,Polpa Tomatoes Finely Chopped,210g,1.5,0.0,0.0,MUTTI POLPA TOMATOES FINELY CHOPPED 210G
6311127,Mutti,Polpa Tomatoes Finely Chopped,400g,2.3,0.0,0.0,MUTTI POLPA TOMATOES FINELY CHOPPED 400:G
6312877,Twinings,English Breakfast Decaf Tea Bags,80 pack,13.5,0.0,0.0,TWININGS ENGLISH BREAKFAST DECAF TEA BAGS 80PACK
6314180,Jed's,No.3 Strong Coffee Beans,1kg,35.0,50.0,30.0,JED'S NO.3 STRONG COFFEE BEANS 1KG
6314216,Jed's,No.5 Extra Strong Coffee Beans,1kg,35.0,50.0,30.0,JED'S NO.5 EXTRA STRONG COFFEE BEANS 1KG
6314227,Jed's,No.x Extreme Coffee Beans,1kg,35.0,50.0,30.0,JED'S NO.X EXTREME COFFEE BEANS 1KG
6316594,Nescafe,Gold 98% Sugar Free Vanilla Malt Latte Sachets,10 pack,8.0,0.0,0.0,NESCAFE 98% SUGAR FREE VANILLA MALT LATTE COFFEE SACHETS 10 PACK
6318498,Green's,Maple Flavoured Syrup,375g,3.4,4.0,15.0,GREENS MAPLE FLAVOURED SYRUP 375G
6325700,Sunsweet,Dried Pitted Prunes,200g,6.2,0.0,0.0,SUNSWEET PRUNES PITTED
6327149,Mutti,Sugo Semplice Bolognese Pasta Sauce,400g,4.5,0.0,0.0,MUTTI SUGO SEMPLICE BOLOGNESE PASTA SAUCE 400G
