prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
6027622,Vegemite,Spread,560g,9.9,0,0,VEGEMITE:VEGEMITE:.:560 GRAM
6032906,Vegemite,Spread,220g,5.2,0,0,VEGEMITE 220G
6032961,Vegemite,Spread,150g,4.2,0,0,VEGEMITE 150G
6038390,Coles Perform,Elite Whey High Protein Powder Vanilla,500g,35.0,0,0,COLES PERFORM ELITE WHEY HIGH PROTEIN POWDER VANILLA 500G
6040460,Musashi,Protein Wafer Chocolate 4x40g,160g,16.0,0,0,MUSASHI PROTEIN WAFER CHOCOLATE 4X40G 160G
6040493,Musashi,Protein Wafer Vanilla 4x40g,160g,16.0,0,0,MUSASHI PROTEIN WAFER VANILLA 4X40G 160G
6040507,Musashi,Protein Crisp Choc Brownie,60g,4.9,0,0,MUSASHI PROTEIN CRISP CHOC BROWNIE 60G
6040584,Musashi,High Protein Bar Milk Chocolate Brownie 4x90g,360g,22.0,0,0,MUSASHI HIGH PROTEIN BAR MILK CHOCOLATE BROWNIE 4X90G 360G
6040642,Musashi Plant Protein,Plant Protein Powder Vanilla Flavour,900g,75.0,0,0,MUSASHI PLANT PROTEIN POWDER VANILLA FLAVOUR 900G
6040970,CSR,Demerara Sugar,375g,3.0,0,0,CSR DEMERARA SUGAR 375G
6043287,CSR,Coffee Sugar Crystals,500g,3.45,0,0,CSR COFFEE SUGAR CRYSTALS 500G
6046638,Gravox,Gravy Pepper,140g,5.0,0,0,GRAVOX GRAVY:PEPPER:.:140 GRAM
6046853,Gravox,Chicken Gravy Mix,120g,5.0,0,0,GRAVOX CHICKEN GRAVY MIX TIN 120G
6046864,Gravox,Brown Onion Gravy Mix Tin,120g,5.0,0,0,GRAVOX BROWN ONION GRAVY MIX TIN 120G
6048815,Gravox,Roast Meat Gravy Mix Tin,120g,5.0,0,0,GRAVOX ROAST MEAT GRAVY MIX TIN 120G
6048826,Gravox,Traditional Gravy Mix Tin,120g,5.0,0,0,GRAVOX TRADITIONAL GRAVY MIX TIN 120G
6048848,Old El Paso,Spice Mix Burrito,40g,3.0,0,0,OLD EL PASO BURRITO SPICE MIX 40GM
6059243,Madura,Premium Blend Tea Bags 100 pack,200g,10.8,0,0,MADURA TEA BAGS PREMIUM 100 PACK
6059356,Vegie Delights,Plant Based Nutolene,415g,5.65,0,0,VEGIE DELIGHTS:NUTOLENE:.:415GRAM
6059709,Vegie Delights,Plant Based Nutmeat,415g,5.65,0,0,VEGIE DELIGHTS:NUT MEAT:.:415GRAM
6061041,Sirena,Chilli Tuna,185g,4.7,0,0,SIRENA TUNA:CHILLI:.:185GRAM
60614,Ayam,Black Bean Sauce,210mL,4.0,0,0,AYAM BLACK BEAN SAUCE 210ML
6062474,Coles,Wellness Road Black Chia Seeds,1kg,15.0,0,0,COLES WELLNESS ROAD BLACK CHIA SEEDS 1KG
6063863,Coles,Apricot Jam,450g,2.5,0,0,COLES APRICOT JAM 450G
6063896,Coles,Breakfast Marmalade,450g,2.5,0,0,COLES BREAKFAST MARMALADE 450G
6063900,Coles,Strawberry Jam,450g,2.5,0,0,COLES STRAWBERRY JAM 450G
6063943,Coles,Raspberry Jam,450g,2.5,0,0,COLES RASPBERRY JAM 450G
6064017,Coles,Plum Jam,450g,2.5,0,0,COLES PLUM JAM 450G
6064028,Green's,Buttermilk Pancake Shake,190g,2.2,0,0,GREENS BUTTERMILK PANCAKE SHAKE 190G
6064108,White Wings,Unbelievably Good Brownie Mix,475g,7.0,0,0,WHITE WINGS UNBELIEVABLY GOOD BROWNIE MIX
6065596,Muscle Nation,Daily Greens Mixed Berry Protein Powder,180g,30.0,0,0,MUSCLE NATION DAILY GREENS MIXED BERRY PROTEIN POWDER 180G
6065698,Lee Kum Kee,Chilli & Garlic Sauce,226g,4.3,0,0,LEE KUM KEE CHILLI GARLIC SAUCE 226G
6066136,Quest,Frosted Cookies Birthday Cake Flavour,50g,6.5,0,0,QUEST FROSTED COOKIES BIRTHDAY CAKE FLAVOUR 50G
6068721,Jill's Cuisine,Traditional Tomato Relish,400g,4.05,0,0,JILLS CUISINE RELISH TRADITIONAL
6068980,Hikari,White Miso Paste,400g,4.3,0,0,HIKARI MISO WHITE MISO PASTE 400G
