prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
5596837,San Remo,Pasta Bowties,500g,2.95,0.0,0.0,SAN REMO PASTA:BOWTIES:.:500 GRAM
5596848,San Remo,Trivelle Spirals No 17,500g,2.95,0.0,0.0,SAN REMO PASTA:TRIVELLE SPIRALS NO 17:.:500 GRAM
5596940,San Remo,Angel Hair Pasta,500g,2.95,0.0,0.0,SAN REMO PASTA:ANGEL HAIR:.:500GRAM
5596972,White Wings,Original Pancake Shake,350g,4.0,0.0,0.0,WHITE WINGS SHAKER:ORIGINAL PANCAKES:.:350GRAM
5604629,Mazzetti,Balsamic Vinegar Original Label 2 Seal,250mL,3.5,0.0,0.0,MAZZETTI BALSAMIC VINEGAR ORIGINAL LABEL 2 SEAL 250ML
5604764,Go Natural,Yoghurt Almond & Apricot Bar,40g,2.5,0.0,0.0,GO NATURAL BAR YOGHURT CTD
5605530,Bakers,Lemon Cream Biscuits,190g,3.5,0.0,0.0,BAKERS BISCUITS:LEMON CREME:.:190 GRAM
5607376,Coles,Extra Virgin Olive Oil,1L,18.0,0.0,0.0,COLES EXTRA VIRGIN OLIVE OIL 1 LITRE
5610144,Bon Bon,Grape Drink,238g,2.0,0.0,0.0,BON BON GRAPE DRINK 238ML
5610712,Three Threes,Old Style Pickled Onions,500g,5.1,0.0,0.0,THREE THREES ONIONS PICKLED:OLD STYLE:.:500 GRAM
5612376,Buderim,Naked Sliced Ginger,350g,9.9,0.0,0.0,BUDERIM NAKED SLICED GINGER 350G
5615771,San Remo,Large Vegeroni Spiral Pasta,375g,2.95,0.0,0.0,SAN REMO PASTA:VEGERONI SPIRAL LARGE:.:375GRAM
5618474,Sunbeam,Vine Ripened Natural Australian Sultanas,450g,,,,SUNBEAM VINE RIPENED NATURAL AUSTRALIAN SULTANAS 450G
5629470,Dollar Sweets,Colours Of The Rainbow 6 Comp,159g,6.5,0.0,0.0,DOLLAR SWEETS COLOURS OF THE RAINBOW 6 COMP 159G
5630710,Heinz,Ravioli Ricotta Pasta Meal With Rich Bolognese & Garlic,350g,4.5,0.0,0.0,HEINZ RAVIOLI RICOTTA PASTA MEAL WITH RICH BOLOGNESE & GARLIC 350G
5630786,Pana Organic,Dark Baking Chocolate Block,80g,8.5,0.0,0.0,PANA ORGANIC DARK BAKING CHOCOLATE BLOCK 80G
5630800,Pana Organic,Mylk Baking Chocolate Block,80g,8.5,0.0,0.0,PANA ORGANIC MYLK BAKING CHOCOLATE BLOCK 80G
5650670,Coles,Bran Flakes With Sultanas,580g,4.1,0.0,0.0,COLES BRAN FLAKES WITH SULTANAS 580G
5656553,True Fruit,Strips Tropicana,120g,5.6,0.0,0.0,TRUE FRUIT STRIPS TROPICANA 120G
5659471,Obap,Kimchi Can,200g,4.5,0.0,0.0,OBAP KIMCHI CAN 200G
5662636,Maharajah's Choice,Dhal Tadka Ready Meal,283g,2.75,0.0,0.0,MAHARAJAH'S CHOICE DHAL TADKA READY MEAL 283G
5666513,Patak's,Korma Curry Paste Mild,290g,7.5,0.0,0.0,PATAKS KORMA CURRY PASTE 290G
5694097,Nescafe,Strong Cappuccino Coffee Sachets,10 pack,8.0,0.0,0.0,NESCAFE STRONG CAPPUCCINO COFFEE SACHETS 10 PACK
5694676,San Remo,Angel Hair Short Pasta No 141,500g,2.95,0.0,0.0,SAN REMO PASTA:ANGEL HAIR SHORT CUT:.:500 GRAM
5699410,Leggo's,Tomato Squeezy Paste,400g,4.5,0.0,0.0,LEGGOS SQUEEZY TOMATO PASTE:TOMATO:.:400 GRAM
