prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
3516065,Grinders,Rich Espresso Coffee Beans,1kg,40.0,0.0,0.0,GRINDERS RICH ESPRESSO COFFEE BEANS 1KG
3526116,La Espanola,Extra Virgin Olive Oil Mild Flavour,1L,26.0,0.0,0.0,LA ESPANOLA EXTRA VIRGIN OLIVE OIL MILD FLAVOUR 1 LITRE
3526411,Raw C,Mct Oil,250mL,7.5,0.0,0.0,RAW C  MCT OIL
3526604,Monini,Classico Extra Virgin Olive Oil,750mL,22.0,0.0,0.0,MONINI CLASSICO EXTRA VIRGIN OLIVE OIL 750ML
3529690,Coles,Smooth Hazelnut Spread,1kg,9.5,0.0,0.0,COLES SMOOTH HAZELNUT SPREAD 1KG
3533031,Ainsley Harriott,Cous Cous Sundried Tomato & Garlic,100g,2.6,0.0,0.0,AINSLEY HARRIOTT COUS COUS SUNDRIED TOMATO & GARLIC 100 GRAM
353521,McKenzie's,Split Green Peas,500g,1.9,0.0,0.0,MCKENZIES PEAS  SPLIT:GREEN:.:500 GRAM
3539560,Kraft,Mac And Cheese Original Pasta Macaroni Noodles,410g,5.8,0.0,0.0,KRAFT MAC & CHEESE ORIGINAL PASTA MACARONI NOODLES 410G
3542724,Coles,Bake & Create Caramel Dulce De Leche,430g,7.0,0.0,0.0,COLES BAKE & CREATE CARAMEL DULCE DE LECHE 430G
3544130,Coles Simply,Tuna In Springwater,185g,1.7,0.0,0.0,COLES SIMPLY TUNA IN SPRINGWATER 185G
3544322,Coles,Pacific Yellowfin Tuna Chunks Italian In Olive Oil,425g,4.9,0.0,0.0,COLES PACIFIC YELLOWFIN TUNA CHUNKS ITALIAN IN OLIVE OIL 425G
3550380,Kez's Kitchen,Gluten Free Fudge Chocolate Flourless Brownies,210g,7.9,0.0,0.0,KEZ'S KITCHEN GLUTEN FREE FUDGY CHOCOLATE FLOURLESS BROWNIES 210G
3554199,Vege,Chips Rice Crackers Sour Cream & Chives,75g,4.9,0.0,0.0,VEGE CHIPS RICE CRACKERS SOUR CREAM & CHIVES 75G
3554202,Vege,Rice Crackers Tasty Cheese Flavour,75g,4.9,0.0,0.0,VEGE RICE CRACKERS TASTY CHEESE FLAVOUR 75G
3559352,Coles,Dried Apple Slices,200g,4.5,0.0,0.0,COLES DRIED APPLE SLICES 200G
3559410,Coles,Sweetened Dried Blueberries,130g,5.0,0.0,0.0,COLES DRIED BLUEBERRIES 130G
3559465,Coles,Dried Pitted Prunes,1kg,12.0,0.0,0.0,COLES DRIED PRUNES 1KG
3559523,Coles,Sesame Seeds,150g,2.5,0.0,0.0,COLES SESAME SEEDS 150G
3561321,L&P,Soft Drink Can,440mL,2.0,3.1,35.48,L&P SOFT DRINK CAN 440ML
3562313,La Costena,Chipotle Sauce,220g,5.0,0.0,0.0,LA COSTENA CHIPOTLE SAUCE 220G
356472,Continental,Cup A Soup Chicken With Lots Of Noodles Serves 2,60g,2.8,0.0,0.0,CONTINENTAL LOTS A NOODLE SOUP Q2S:CHICKEN:.:60 GRAM
3566030,Coles I'm Free From,Shortbread Creams,144g,5.0,0.0,0.0,COLES I'M FREE FROM SHORTBREAD CREAMS:144G
3566121,Coles I'm Free From,Scotch Fingers,175g,4.1,0.0,0.0,COLES I'M FREE FROM SCOTCH FINGERS:175G
3566132,Coles,Bake & Create Bumble Bee Decorations 8g,32 pack,3.5,0.0,0.0,COLES BAKE & CREATE BUMBLE BEE DECORATIONS 32 PIECES 8 G
3566755,Coles,Special Burger Pickles,500g,3.0,0.0,0.0,COLES SPECIAL BURGER PICKLES 500G
3566766,Coles,Bake & Create Patterned Party Pans,150 Piece,4.0,0.0,0.0,COLES BAKE & CREATE PATTERNED PATTY PANS 150 PIECES
3566788,Coles,Bake & Create Coloured Patty Pans,150 piece,4.0,0.0,0.0,COLES BAKE & CREATE COLOURED PATTY PANS 150 PACK
3566824,Coles,Sliced Crunchy Jalapeno,500g,3.0,0.0,0.0,COLES SLICED CRUNCHY JALAPENOS 500G
3566879,Coles,Bread & Butter Cucumbers Sliced Pickles,500g,3.0,0.0,0.0,COLES SLICED BREAD & BUTTER CUCUMBERS 500G
3566904,Coles,Dill Gherkins Whole,500g,3.0,0.0,0.0,COLES DILL GHERKINS WHOLE 500G
3567930,Coles,Bake & Create Eyeball Decorations,80g,3.5,0.0,0.0,COLES BAKE & CREATE EYEBALL DECORATIONS 80G
3570912,Pana Organic,Smooth Hazelnut Chocolate Spread,200g,9.0,0.0,0.0,PANA ORGANIC SMOOTH HAZELNUT CHOCOLATE SPREAD 200G
3571700,Coles,Apricots,200g,5.0,0.0,0.0,COLES PREMIUM TURKISH APRICOTS 200G
3571733,Coles,Premium Pears,180g,5.5,0.0,0.0,COLES PREMIUM PEARS 180G
3571744,Coles,Premium Peach,200g,5.5,0.0,0.0,COLES PREMIUM PEACH 200G
3573579,Three Threes,Sweet Spiced Gherkins,260g,3.0,0.0,0.0,THREE THREES SWEET SPICED GHERKINS 260G
3573626,Three Threes,Olives Stuffed,250g,3.35,0.0,0.0,THREE THREES OLIVES STUFFED 250G
3573987,Coles I'm Free From,Branflakes With Raisins,250g,3.5,0.0,0.0,COLES I'M FREE FROM BRANFLAKES WITH RAISINS:250G
3577219,Lotus Biscoff,Smooth Spread,400g,7.5,0.0,0.0,LOTUS BISCOFF SMOOTH SPREAD 400G
3577220,Lotus Biscoff,Crunchy Spread,380g,7.5,0.0,0.0,LOTUS BISCOFF CRUNCHY SPREAD 380G
3578710,Buderim,Ginger Bears,175g,5.5,0.0,0.0,BUDERIM GINGER BEARS
3579236,Mayver's,Smunchy Natural Unsalted Peanut Butter,375g,6.3,0.0,0.0,MAYVERS SMUNCHY NATURAL UNSALTED PEANUT BUTTER
3581170,Lian,Pho Bo Rice Noodles Bowl Beef Flavour,70g,2.8,0.0,0.0,LIAN PHO BO RICE NOODLES BOWL BEEF FLAVOUR :70 GRAM
3581191,Lian,Pho Ga Rice Noodles Bowl Chicken Flavour,70g,2.8,0.0,0.0,LIAN PHO GA RICE NOODLES BOWL CHICKEN FLAVOUR 70 GRAM
3581293,Nongshim,Shin Ramyun Noodle 5 Pack,600g,8.0,0.0,0.0,NONGSHIM SHIN RAMYUN NOODLE 5PACK
3582387,San Remo,Chickpeas Spirals Pulse Pasta,250g,4.5,0.0,0.0,SAN REMO PULSE PASTA CHICKPEAS SPIRALS:.:250 GRAM
3582398,San Remo,Red Lentils Spirals Pulse Pasta,250g,4.5,0.0,0.0,SAN REMO PULSE PASTA RED LENTILS SPIRALS 250 GRAM
3585396,Coles,Honey & Mustard Salad Dressing,250mL,4.7,0.0,0.0,COLES PREMIUM HONEY MUSTARD SALAD DRESSING 250ML
