prodid,brand,name,size,current_price,full_price,raw_description
6062260,Ziploc,Snack Bag Resealable Food Storage,40 Pack,3.5,4.4,ZIPLOC RESEALABLE SNACK BAGS 40 PACK
8393585,Glade,2 in 1 Vanilla Passionfruit & Hawaiian Breeze Candle,1 each,5.0,7.3,GLADE CANDLE 2 IN 1 VANILLA PASSIONFRUIT AND HAWAIIAN BREEZE 96G
4883447,Air Wick,Essential Mist Happiness Pineapple-Peach & Wild Mint Air Freshener Refill,20mL,5.4,9.0,AIR WICK ESSENTIAL MIST AROMA REFILL HAPPINESS PINEAPPLE- PEACH AND WILD MINT FRANGRANCE 20ML
1823482,Sharpie,Metallic Markers,2 pack,4.55,6.5,SHARPIE METALLIC MARKERS
3056420,Glade,Candle Alluring Sheer Vanilla Embrace,1 each,5.0,7.3,GLADE CANDLE ALLURING SHEER VANILLA EMBRACE 96G
3667661,Paper Mate,Inkjoy Black Ball Point,4 pack,3.5,5.0,PAPERMATE INKJOY 300RT BLACK 4 PACK
9102054,Sorbent,3-Ply Ultra Air Toilet Paper,6 Pack,4.0,5.8,SORBENT 3-PLY ULTRA AIR TOILET PAPER 6 PACK
3937212,Bic,Kids Plastidecor Crayons,12 pack,3.85,5.5,BIC KIDS PLASTIDECOR CRAYONS 12 PACK
1060992,Glade,Fresh Air Freshener Mandarin & Sweet Blossom,210g,4.8,6.0,GLADE FRESH AIR FRESHENER MANDARIN & SWEET BLOSSOM 210G
1823234,Paper Mate,Inkjoy Pen Black,10 pack,3.67,5.25,PAPERMATE INKJOY 100 PEN BLACK
1842501,Paper Mate,Inkjoy 100 Assorted Colours,10 pack,3.67,5.25,PAPERMATE INKJOY 100 ASSTORTED COLOURS
4715602,California Scents,Ice Palm,1 pack,3.15,4.5,CALIFORNIA SCENTS ICE PALM
1842320,Sharpie,Laundry Marker,1 each,2.62,3.75,SHARPIE LAUNDRY MARKER 1PK
1868673,Paper Mate,Profile Pen Black,2 pack,4.02,5.75,PAPERMATE PROFILE PEN BLACK
1842465,Paper Mate,Kilometrico Pens Black,10 pack,3.5,5.0,PAPERMATE KILOMETRICO PENS BLACK
4665050,Mr Muscle,Antibacterial Disinfectant Floor Cleaner,750mL,4.0,6.0,MR MUSCLE LEMON FLOOR CLEANER::750 ML
2795280,Bostik,Glu Stik Blister 35g,1 each,2.96,3.7,BOSTIK GLU STIK 35G BLISTER
8868252,Redheads,Natural Firelighter Blocks,32 pack,3.6,5.5,REDHEADS NATURAL FIRELIGHTER BLOCKS
5152550,Sharpie,Permanent Markers Ultra Fine Tip,2 pack,3.92,5.6,SHARPIE PERMANENT MARKERS ULTRA FINE TIP 2PK
5454606,White King,Bleach Detergent,1.25L,3.1,5.2,WHITE KING BLEACH DETERGENT 1.25L
1842487,Papermate,Kilometrico Pen Assorted,10 pack,3.5,5.0,PAPERMATE KILOMETRICO PEN ASSORTED
3251030,Paper Mate,Kilometrico Pens Blue,10 pack,3.5,5.0,PAPERMATE KILOMETRICO PENS BLUE
3937460,Papermate,Woodcase 2B Pencil,3 pack,1.54,2.2,PAPERMATE WOODCASE 2B PENCIL 3 PACK
3937766,Papermate,Woodcase Hb Pencils,3 pack,1.54,2.2,PAPERMATE WOODCASE HB PENCILS 3 PACK
8498812,Palm,Tumbler,1 each,3.37,4.5,PALM TUMBLER
6476728,Palm,Serving Platter,1 each,3.37,4.5,PALM SERVING PLATTER
8504267,Palm,Wine Glass,1 each,3.37,4.5,PALM WINE GLASS
1011013,Radiant,Laundry Capsules 3 In 1 Mixed Colours,28 Pack,22.0,0.0,RADIANT LAUNDRY CAPSULES 3 IN 1 MIXED COLOURS 28 PACK
1012876,Earthwise,3 In 1 Laundry Capsules Orange & Eucalyptus,50 Pack,19.5,34.0,EARTHWISE 3 IN 1 LAUNDRY CAPSULES ORANGE & EUCALYPTUS 50 PK
1012923,Dynamo,Professional 7 IN 1 Laundry Discs,48 Pack,45.0,0.0,DYNAMO PROFESSIONAL 7 IN 1 LAUNDRY DISCS 48 PK
1012967,FAB,Laundry Capsules Fresh Blossom,30 Pack,13.0,0.0,FAB LAUNDRY CAPSULES FRESH BLOSSOM 30 PK
1012989,FAB,Laundry Capsules Spice Desire,30 Pack,13.0,0.0,FAB LAUNDRY CAPSULES PERFUME INDULGENCE SPICE DESIRE 30 PK
1013100,FAB,Laundry Capsules Perfume Indulgence Spice Desire,48 Pack,17.0,0.0,FAB LAUNDRY CAPSULES PERFUME INDULGENCE SPICE DESIRE  48PK
1013289,Cold Power,Laundry Capsules Odour Fighter,29 Pack,26.0,0.0,COLD POWER LAUNDRY CAPSULES ODOUR FIGHTER 29 PK
1013529,Cold Power,Laundry Capsules Advance Clean,18 Pack,17.0,0.0,COLD POWER LAUNDRY CAPSULES ADVANCED CLEAN 18PK
1013530,Cold Power,Laundry Capsules Advance Clean,29 Pack,26.0,0.0,COLD POWER LAUNDRY CAPSULES ADVANCED CLEAN 29PK
1013653,Cold Power,Laundry Capsules Advanced Clean,46 Pack,38.0,0.0,COLD POWER LAUNDRY CAPSULES ADVANCED CLEAN 46 PK
1013697,Cold Power,Laundry Capsules Sensitive,29 Pack,26.0,0.0,COLD POWER LAUNDRY CAPSULES SENSITIVE 29PK
1013959,Cold Power,Laundry Capsules Sensitive,46 Pack,38.0,0.0,COLD POWER LAUNDRY CAPSULES SENSITIVE 46 PK
1014543,Duracell,Recharge Ultra AAA Rechargeable Batteries,4 pack,29.0,0.0,DURACELL PRECHARGED RECHARGABLE AAA4
1014598,Duracell,Recharge Ultra Precharged Rechargeable AA Batteries,4 pack,29.0,0.0,DURACELL PRECHARGED RECHARGABLE AA4
1014601,Duracell,Cef14 Hi-speed Rechargeable Battery Charger,1 pack,36.0,0.0,DURACELL CEF14 BATTERY CHARGER
1014995,OMO,Expert Wonder Wash Speed Clean,1.18L,21.0,0.0,OMO EXPERT WONDER WASH SPEED CLEAN 1.18 LITRE
1015091,OMO,Quickwash Laundry Liquid Odour Refresh,1.18L,21.0,0.0,OMO EXPERT WONDER WASH ODOUR FRESH 1.18 LITRE
1015932,Surf,Laundry Capsules 5 In 1 Tropical Sunshine Citrus,45 Pack,28.0,0.0,SURF LAUNDRY CAPSULES 5 IN 1 TROPICAL + SUNSHINE CITRUS 45PK
1015943,Surf,Laundry Capsules 5 In 1 Costal Luxury + Sunshine Citrus,45 Pack,28.0,0.0,SURF LAUNDRY CAPSULES 5 IN 1 COSTAL LUXURY + SUNSHINE CITRUS 45PK
1015987,OMO,Ultimate Laundry Liquid Sensitive,4L,50.0,0.0,OMO ULTIMATE LAUNDRY LIQUID SENSITIVE 4 LITRE
1016120,OMO,Expert Wonder Wash Speed Clean,1.94L,32.0,0.0,OMO EXPERT WONDER WASH SPEED CLEAN 1.94 LITRE
