prodid,brand,name,size,current_price,full_price,raw_description
5121443,The Pink Stuff,Miracle Multi Purpose Cleaner,750mL,6.5,0,THE PINK STUFF MIRACLE MULTI PURPOSE CLEANER 750ML
5133023,Zak,Personalised Bottle Set 532ml,1 each,13.0,0,ZAK PERSONALISED BOTTLE SET
5134183,Sard,Wonder Soap Laundry Bar Eucalyptus,120g,4.0,0,SARD WONDER SOAP LAUNDRY BAR EUCALYPTUS
5135528,Korbond,Travel Sewing Kit,1 each,5.5,0,KORBOND TRAVEL SEWING KIT
5136906,Zak,Kelso Licensed Tumbler 443ml,1 each,13.0,0,ZAK KELSO LICENSED TUMBLER
5139008,McLintocks,Vanilla Fresh Fridge & Kitchen Wipe Trigger Spray,500mL,5.7,0,MCLINTOCKS VANILLA FRESH FRIDGE & KITCHEN WIPE TRIGGER SPRAY
5142137,Coles,Party Hats,10 pack,3.0,0,COLES PARTY HATS
5142181,Coles,Adult Paper Cups,10 pack,3.0,0,COLES ADULT PAPER CUPS
5149169,Magazine,Healthy Food Guide,1 each,7.99,0,HEALTHY FOOD GUIDE
5152710,Bic,Cristal Original Pens Assorted,12 pack,6.0,0,BIC CRISTAL ORIGINAL PENS ASSORTED 12 PACK
5154453,Bic,Cristal Original Pens Blue,12 pack,6.0,0,BIC CRISTAL ORIGINAL PENS BLUE 12 PACK
5155150,Stay Fresh,Anti Bacterial Thick Sponge,3 pack,3.8,0,STAY FRESH ANTI BACT SPONGE SUPER THICK
5156743,Cook & Dine,Ice Cube Tray,1 Each,3.5,0,COOK & DINE ICE CUBE TRAY
5156889,Sistema,To Go Shaker 750ml,1 each,13.5,0,SISTEMA HYDRATE ACTIVE SHAKER
5159209,Belkin,Boostcharge Usb A Wall Charger (12w),1 pack,19.95,0,BOOSTCHARGEUSB-A WALL CHARGER (12W)
5159210,Harpic,Foaming Blue Block Toilet Cleaner 2 pack,114g,6.0,0,HARPIC BLUE POWER CISTERN ATLANTIC BURST 2 PACK
5159220,Belkin,Boostup 30w USB -C Pd Wall Charger,1 Pack,34.95,0,BOOSTUP 30W PPS USB-C PD WALL CHARGER
5159286,Belkin,42w (pd30w Pps Usb-c & 12w Usb-a) Universal Wall Charger,1 Pack,39.95,0,BELKIN 42W (PD30W PPS USB-C & 12W USB-A) UNIVERSAL WALL CHARGER
5159355,Belkin,Boostcharge Lightning To Usb-a Cable 1m Black,1 pack,24.95,0,BOOSTCHARGE LIGHTNING TO USB-A CABLE- 1M - BLACK
5159366,Belkin,Boostcharge Lightning To Usb-a Cable 1m White,1 Pack,24.95,0,BOOSTCHARGE LIGHTNING TO USB-A CABLE- 1M - WHITE
5159402,Belkin,Boostcharge USB -c To Lightning Cable,1 pack,29.95,0,BOOSTCHARGEUSB-C CABLE TO LIGHTNING CABLE- 1M - WHITE
5159435,Belkin,Boostcharge Usb-a To Usb-c Cable- 1m Black,1 pack,19.95,0,BOOSTCHARGEUSB-A TO USB-C CABLE- 1M - BLACK
5159446,Belkin,Boostcharge -a To USB -c Cable 1m White,1 Pack,19.95,0,BOOSTCHARGEUSB-A TO USB-C CABLE- 1M - WHITE
5159479,Belkin,Boostcharge Usb-C To Usb-C Cable- 1m - Black,1 Pack,19.95,0,BOOSTCHARGE USB-C TO USB-C CABLE- 1M - BLACK
5159480,Belkin,Boostcharge Usb-c To Usb-c Cable- 1m - White,1 pack,19.95,0,BOOSTCHARGE USB-C TO USB-C CABLE- 1M - WHITE
5163068,Little Tree,Air Freshener Black Ice,1 Pack,2.75,0,LITTLE TREE AIR FRESHENER BLACK ICE
5173301,Coles Simply,Demineralized Water,2L,2.0,0,COLES SIMPLY DEMINERALISED WATER
5176730,Play-Doh,Single Tub,1 each,2.2,0,PLAYDOH SINGLE TUB
5177030,Play-Doh,Classic Colors & Themes,4 pack,7.5,0,PLAYDOH CLASSIC COLORS/THEME ASSORTED
5179057,Harpic,White & Shine Fresh Toilet Cleaner,450mL,3.5,0,HARPIC WHITE AND SHINE:FRESH:.:450 ML
5185843,Hercules,Twinzip Sandwich Bags Large 22cm x 22cm,25 pack,2.85,0,HERCULES TWINZIP RESEALABLE LARGE SANDWICH BAGS 25 PACK
5186121,Pine O Cleen,Eucalyptus Disinfectant Liquid,1.25L,8.0,0,PINE O CLEEN EUCALYPTUS DISINFECTANT LIQUID 1.25 LITRE
5188998,Multix,Bake Non Stick 30m x 30cm,1 Pack,8.5,0,MULTIX NON-STICK BAKING PAPER 30 METRES
5197026,Oates,Multifit Sponge Refill,2 pack,15.15,0,OATES MULTIFIT SPONGE REFILL MOP:MULTIFIT:.:2 PACK
5198754,Oates,Brush Scrub,1 each,5.3,0,OATES HEAVY DUTY SCRUB:HEAVY DUTY:.:1 EACH
5199622,Oates,Tilt-A-Matic Squeeze Mop Refill,2 Pack,9.6,0,OATES TILTAMATIC SPONGE REFILL MOP:TILTAMATIC:.:2 PACK
5211580,Oates,Electrostatic Pet Hair Brush,1 each,6.0,0,OATES ELECTROSTATIC PET HAIR BRUSH
5219366,Sard,Wonder Stick Stain Remover,100g,6.0,0,SARD WONDER STICK PRE WASHING AID
5226408,Scotchgard,Fabric Protector,350g,13.0,0,SCOTCHGARD FABRIC PROTECTOR
5228334,Domestos,Multipurpose Thick Bleach Disinfectant Mountain Fresh,1.25L,6.6,0,DOMESTOS MULTIPURPOSE THICK BLEACH DISINFECTANT MOUNTAIN FRESH 1.25 LITRE
5228673,Vileda,Ansell Super Rubber Gloves Medium,1 Pack,3.9,0,VILEDA ANSELL SUPER RUBBER GLOVES MEDIUM 1 PACK
5228695,Vileda,Ansell Small Super Rubber Gloves,1 Pair,3.9,0,VILEDA ANSELL SMALL SUPER RUBBER GLOVES 1 PAIR
5228709,Vileda,Ansell Large Super Rubber Gloves,1 Pair,3.9,0,VILEDA ANSELL LARGE SUPER RUBBER GLOVES 1 PAIR
5231543,WD-40,Lubricating Spray,255g,9.5,0,WD-40 AEROSOL
5241208,Nilodor,Spray Mist Deodoriser Air Freshener,100mL,8.0,0,NILODOR SPRAY DEODORISER 100ML
5249436,Scotch,Gift Wrap Tape Dispenser,1 each,5.9,0,SCOTCH GIFT WRAP TAPE DISPENSER
5256635,Dynabook,Micro Sd Card With Sd Adapter Uhs-1 Class 10 R80 64gb Small,1 each,35.0,0,DYNABOOK MICROSD CARD WITH SD ADAPTER UHS-1 CLASS 10 R80 64GB (SMALL)
5256985,Dynabook,32GB USB2.0 Twin Pack,1 each,28.0,0,DYNABOOK 32GB TWIN PACK USB2.0
