prodid,brand,name,size,current_price,full_price,raw_description
2848230,Huggies,Ultra Dry Nappy Pants Boys Size 4 (9-14kg),29 pack,22.0,0.0,HUGGIES NAPPY PANTS BOY TODDLER SZ4 BULK 29 PACK
2848241,Huggies,Ultra Dry Nappy Pants Girls Size 4 (9-14kg),29 pack,22.0,0.0,HUGGIES NAPPY PANTS GIRL TODDLER SZ4 BULK: 29 PACK
2848252,Huggies,Ultra Dry Nappy Pants Boys Size 5 (12-17kg),26 pack,22.0,0.0,HUGGIES NAPPY PANTS BOY WALKER SZ5 BULK: 26 PACK
2848263,Huggies,Ultra Dry Nappy Pants Girls Size 5 (12-17kg),26 pack,22.0,0.0,HUGGIES NAPPY PANTS GIRL WALKER SZ5 BULK: 26 PACK
2848274,Huggies,Ultra Dry Nappy Pants Boys Size 6 (15kg+),24 pack,22.0,0.0,HUGGIES NAPPY PANTS BOY JUNIOR SZ6 BULK: 24 PACK
2848300,Huggies,Ultra Dry Nappy Pants Girls Size 6 (15kg+),24 pack,22.0,0.0,HUGGIES NAPPY PANTS GIRL JUNIOR SZ6 BULK: 24 PACK
2916669,Marcalan,Nipple Cream,30g,10.0,0.0,MARCALAN NIPPLE CREAM
2917005,Huggies,Thick Baby Wipes Coconut Oil,3 pack,14.0,0.0,HUGGIES GENTLE CLEANSE COCONUT OIL BABY WIPES 240 PACK
2930160,Tommee Tippee,Narrow Neck Baby Bottle 250ml 3 Pack 0m+,3 pack,12.0,0.0,TOMMEE TIPPEE 250ML BOTTLES
3018374,Little Bellies,Baby Puffs Carrot,12g,2.0,0.0,LITTLE BELLIES BABY PUFFS CARROT
3018556,Only Organic,Coconut Strawberry & Goji,100g,2.85,0.0,ONLY ORGANIC KINDY COCONUT STRAWBERRY & GOJI
3018862,Rafferty's Garden,Apple & Raspberry Snack Bars with Real Fruit Baby Food Snack 12+ Months,128g,5.5,0.0,RAFFERTY'S GARDEN BABY SNACKS APPLE & RASPBERRY SNACK BARS WITH REAL FRUIT 12+ MONTHS 128G
3018910,Kiddylicious,Coconut Rolls 8x6.8g,54.4g,6.3,0.0,KIDDYLICIOUS COCONUT ROLLS 8 X 6.8G : 54.4G
3025063,Heinz,Vanilla Custard Pouch 6+ Months,120g,1.6,0.0,HEINZ LITTLE TREATS VANILLA CUSTARD BABY FOOD POUCH 120G 6+ MONTHS
3025609,Alula,Gold Newborn 0-6 Months Infant Formula,900g,28.5,0.0,ALULA GOLD NEWBORN 0-6 MONTHS INFANT FORMULA 900G
3025722,Alula,Gold Follow-on Formula 6-12 Months,900g,28.5,0.0,ALULA GOLD FOLLOW-ON FORMULA 6-12 MONTHS 900G
3025766,Alula,Gold Toddler 1 Year+ Milk Drink,900g,25.5,0.0,ALULA GOLD TODDLER 1 YEAR+ MILK DRINK 900G
3025813,Alula,Gold Junior 2 years+ Milk Drink,900g,25.5,0.0,ALULA GOLD JUNIOR 2 YEARS+ MILK DRINK 900G
3025824,Alula,Original Newborn 0-6 Months Infant Formula,900g,20.0,0.0,ALULA ORIGINAL NEWBORN 0-6 MONTHS INFANT FORMULA 900G
3025835,Alula,Original Follow-on Formula 6-12 Months,900g,20.0,0.0,ALULA ORIGINAL FOLLOW-ON FORMULA 6-12 MONTHS  900G
3025846,Alula,Gold Lactose Intolerance 0-12 Months Infant Formula,900g,28.8,32.0,ALULA GOLD LACTOSE INTOLERANCE 0-12 MONTHS INFANT FORMULA 900G
3029600,Nestle,Cerelac Infant Cereal Multigrain With Banana & Apple Baby Food,200g,6.9,0.0,NESTLE CERELAC INFANT CEREAL MULTIGRAIN WITH BANANA & APPLE BABY FOOD 200G
3114855,Huggies,Skin Protect Newborn Nappies Size 2,48 Pack,22.0,0.0,HUGGIES SKIN PROTECT NEWBORN NAPPIES SIZE 2: 48 PACK
3155863,WaterWipes,Fragrance Free Sensitive Skin 180 Baby Wipes,180 pack,20.0,0.0,WATERWIPES FRAGRANCE FREE SENSITIVE SKIN 180 BABY WIPES
3176604,Medela,Breast Milk Storage Bags,25 pack,22.5,0.0,MEDELA BREASTMILK STORAGE BAGS 25PK
