prodid,brand,name,size,current_price,full_price,raw_description
5335505,Cetaphil,Baby Moisturising Bath & Wash,400mL,15.75,0.0,CETAPHIL BABY MOISTURISING BATH & WASH 400ML
5349791,Euky Bear,Sleepy Time Linen And Room Mist,125mL,12.0,0.0,EUKY BEAR SLEEPY TIME LINEN AND ROOM MIST 125ML
5356935,Bunjie,Probiotic Baby Wipes,80 pack,7.0,0.0,BUNJIE BABY PROBIOTIC BABY WIPES 80 PACK
5356957,Euky,Bear Baby Sniffly Nose Room Spray,125g,12.0,0.0,EUKY BEAR SNIFFLY NOSE ROOM SPRAY 125GRAM
5356979,Euky,Bearub,50g,9.0,0.0,EUKY BEARUB 50GRAM
5379668,Pentative,Multivitamin Infant Liquid 0-3 Months,30mL,18.0,0.0,PENTAVITE MULTIVITAMIN INFANT LIQUID 0-3 MONTHS 30ML
5379690,Vicks,Baby Balsam,100g,14.9,0.0,VICKS BABY BALSAM 100G
5420535,B.box,Snackbox Assorted,1 pack,16.0,0.0,B.BOX SNACKBOX ASSORTED 1 PACK
5487693,Rascals,Premium Nappies Size 3 (6-11kg),88 Pack,31.0,0.0,RASCALS PREMIUM NAPPIES SIZE 3 (6-11KG) 88 PACK
5488186,A2,Follow On Stage 2 Platinum Premium Formula,900g,40.5,0.0,A2 FOLLOW ON STAGE 2 PLATINUM PREMIUM FORMULA 900 GRAM
5488244,A2,Infant Stage 1 Platinum Premium Formula,900g,40.5,0.0,A2 INFANT STAGE 1 PLATINUM PREMIUM FORMULA 900 GRAM
5488266,A2,Toddler Stage 3 Platinum Premium Formula,900g,38.0,0.0,A2 TODDLER STAGE 3 PLATINUM PREMIUM FORMULA 900 GRAM
5488299,A2,Platinum Premium Junior Milk Drink Stage 4 From 3 Years,900g,38.0,0.0,A2 PLATINUM PREMIUM JUNOR MILK DRINK STAGE 4 FROM 3 YEARS 900G
5578664,Karicare+,Soy Milk For All Ages,900g,20.0,0.0,KARICARE FORMULA SOYA ALL AGES
