prodid,brand,name,size,current_price,full_price,raw_description
5749723,Wonder,Gluten Free White Wholemeal Bread,500g,7.0,0.0,WONDER WHITE GLUTEN FREE WHOLEMEAL
5749734,Tip Top,The One Gluten Free Smooth Wholegrain,550g,7.3,0.0,TIP TOP THE ONE GLUTEN FREE SMOOTH WHOLEGRAIN
5750391,Coles Bakery,Mini Apple Crown,5 pack,3.4,0.0,MINI APPLE CROWN 5PK
5795130,Wonder,White Bread + Vitamins & Mineral,700g,4.5,0.0,WONDER WHITE BREAD + VITAMINS & MINERALS:WHITE:.:700GRAM
5827361,Wonder,White Bread + Vitamins Toast,700g,4.5,0.0,WONDER WHITE BREAD:+ VITAMINS TOAST:.:700 GRAM
5969435,Helga's,Traditional Wholemeal Bread,750g,5.0,0.0,HELGAS BREAD:TRADITIONAL WHOLEMEAL:.:750 GRAM
6009530,Helga's,Pumpkin Five Seed Bread,720g,5.0,0.0,HELGAS BREAD:PUMPKIN FIVE SEED:.:720GRAM
6010561,Tip Top,9 Grain Wholemeal Sandwich,750g,4.5,0.0,TIP TOP 9 GRAIN WHOLEMEAL SANDWICH
6011393,Mr Brownie,Chocolate Brownie,200g,6.5,0.0,MR BROWNIE CHOCOLATE BROWNIE
6034275,Golden,Crumpet Square 6 Pack,425g,5.0,0.0,GOLDEN  CRUMPET SQUARES 6 PACK
6051649,Golden,Pancakes 6 Pack,360g,5.5,0.0,GOLDEN PANCAKES
6201050,MEB,Pita Khobz White 5 Pack,500g,3.6,0.0,MEB PITA KHOBZ WHITE 5PK
6201060,MEB,Pita Khobz Wholemeal 5 Pack,500g,3.6,0.0,MEB PITA KHOBZ WHOLEMEAL 5PK
6202992,MEB,Pita Pockets White 8 Pack,250g,2.6,0.0,MEB PITA POCKETS WHITE 8PK
6203011,MEB,Pita Pockets Wholemeal 8 Pack,250g,2.6,0.0,MEB PITA POCKETS WHOLEMEAL 8PK
6238038,Coles Bakery,White Vienna,1 each,3.2,0.0,COLES WHITE VIENNA
6240721,Coles Bakery,Crusty Round Rolls,6 pack,3.0,0.0,CRUSTY ROUND ROLLS 6PK
6241655,Coles Bakery,Tiger Rolls,6 pack,3.0,0.0,TIGER SCRATCH ROLLS 6PK
6242840,Coles Bakery,French Stick,1 each,1.9,0.0,FRENCH STICK
6243162,Coles Bakery,Tiger Vienna,1 each,3.2,0.0,COLES TIGER VIENNA
6282561,Coles Nature's Kitchen,Banana Bread Slices 5 Pack,400g,7.5,0.0,COLES NATURES KITCHEN BANANA BREAD SLICES 5PK
6310871,Coles Nature's Kitchen,Carrot Cake,450g,9.0,0.0,COLES NATURES KITCHEN CARROT CAKE 450G
6332499,Coles Bakery,Vanilla Crown Mini Danish,5 pack,3.4,0.0,VANILLA CROWN MINI DANISH 5PK
6334938,Coles,Cream And Jam Filled Donuts,6 pack,5.0,0.0,CREAM AND JAM DONUTS
6341456,Coles,Mini Iced Cupcakes,240g,6.9,0.0,COLES MINI ICED CUPCAKES 12PK
6363528,Coles,70% Lower Carb English Muffins 4 Pack,200g,6.5,0.0,COLES 70% LOWER CARB ENGLISH MUFFINS  4PK
6379437,Coles,Stone Baked Mini Fruit Sourdough Pana Di Casa,1 each,2.5,3.25,COLES STONE BAKED MINI FRUIT SOURDOUGH PANE DI CASA
6397009,Coles,Mini Pain Au Choc 8 pack,240g,4.25,0.0,MINI PAIN AU CHOC 8PK
6420621,Burgen,Cholesterol Lowering Wholegrain And Oats Bread,700g,7.0,0.0,BURGEN CHOLESTEROL LOWERING WHOLEGRAIN AND OATS BREAD
6437690,Coles Bakery,Indulgent 40% Choc Chip Variety,12 Pack,6.3,0.0,COLES BAKERY INDULGENT 40% CHOC CHIP VARIETY 12 PACK
6476885,Coles,Christmas Mini Fruit Mince Pies 9 Pack,243g,8.5,0.0,COLES CHRISTMAS MINI FRUIT MINCE PIES 9PK 243G
6514135,Coles Bakery,Multigrain Rolls,6 pack,3.0,0.0,MULTIGRAIN ROLLS 6PK
6517654,Tip Top,Thins Mixed Grains 6 Pack,240g,3.0,3.9,TIP TOP THINS MIXED GRAINS 6PK
6518362,Coles Bakery,Tiger Baguette Twin Pack,2 pack,1.9,0.0,TIGER BAGUETTE TWIN PACK
6519730,Coles Bakery,Crusty Entertainer Rolls,10 pack,3.5,0.0,CRUSTY ENTERTAINER ROLLS 10PK
6530572,Coles Finest,White Sourdough Cob,1 Each,7.0,0.0,COLES FINEST WHITE SOURDOUGH COB
6530700,Coles Bakery,White Cobb,1 each,3.2,0.0,WHITE COBB
6676716,Helga's,Continental Bakehouse Wholemeal Grain Bread,850g,5.0,0.0,HELGAS BREAD:WHOLEMEAL GRAIN:.:850 GRAM
6712445,Burgen,Soy & Linseed Bread,700g,6.0,0.0,BURGEN BREAD:SOY & LINSEED:.:700 GRAM
6743245,Coles Bakery,Cheese & Bacon Rolls SC,4 Pack,4.8,0.0,COLES BAKERY CHEESE & BACON 4PK - SC
6743278,Coles,Cheese Rolls,4 pack,4.8,0.0,CHEESE ROLLS 4PK -SC
6750637,Edwards Sourdough,Spelt Wholemeal Bread,680g,8.9,0.0,EDWARDS SOURDOUGH BREAD SPELT WHOLEMEAL
6750794,Edwards,Sourdough Spelt Grain With Barleymax,680g,8.9,0.0,EDWARDS SOURDOUGH SPELT GRAIN WITH BARLEYMAX
6800021,Coles,Blueberry Danish Crown,2 pack,3.5,0.0,BLUEBERRY CROWN 2PK
6913695,Helga's,Soy Linseed Bread,850g,5.0,0.0,HELGAS BREAD:SOY LINSEED:.:850 GRAM
6955662,Mission,Original Wraps 8 Pack,567g,5.5,0.0,MISSION WRAPS ORIGINAL 8 PACK
6955673,Mission,Roasted Garlic Wraps 8 Pack,567g,5.5,0.0,MISSION WRAPS SUPERSOFT ROASTED GARLIC
7019696,Coles,Snag Sausage Dog Cake,534g,29.0,0.0,COLES SNAG SAUSAGE DOG CAKE
