prodid,brand,name,size,current_price,full_price,raw_description
6043866,Bulla,Frozen Variety Minis Yoghurt  14 Pack,506g,7.0,9.0,BULLA YOGHURT MINIS 14PK FRZ:VARIETY:.:506 GRAM
8425218,Core PowerFoods,Loaded Mac N Cheese,350g,6.5,9.5,CORE POWERFOODS LOADED MAC N CHEESE 350G
8076877,McCain,Airfryer Steak Cut Chips,750g,4.6,5.8,MCCAIN AIRFRYER STEAK CUT CHIPS 750G
4192606,Streets,Calippo Minis Lemon Orange & Lime Ice Blocks 10 Pack,575mL,7.0,9.0,STREETS CALIPPO:ORANGE LIME LEMON:.:575 ML
5613302,Royal,Ebi Cooked Prawn Meat,500g,15.0,16.5,ROYAL EBI COOKED PRAWN MEAT 500G
9319680,Borg's,Triangles Spinach Cheese,360g,3.5,4.0,BORG'S FROZEN TRIANGLES:SPINACH CHEESE:.:360 GRAM
8921402,Mr Chen's,Ginger Prawn Dumplings,450g,10.4,13.0,MR CHEN'S GINGER PRAWN DUMPLINGS 450G
4472442,Weis,Half & Half Mango & Vanilla,1L,8.0,10.0,WEIS HALF & HALF MANGO & VANILLA 1LITRE
6143689,Connoisseur,Laneway Sweets Baked Choc Chip Cookie Ice Cream,1L,9.0,12.0,CONNOISSEUR LANEWAY SWEETS BAKED CHOC CHIP COOKIE ICE CREAM 1L
7034871,Coco Earth,Smoky Charcoal Butter Chicken,400g,10.0,12.0,COCO EARTH SMOKY CHARCOAL BUTTER CHICKEN 400G
7817904,Dr. Oetker,Frozen Ristorante Quattro Formaggi Pizza,340g,7.0,9.5,DR OETKER RISTORANTE FZ PIZZA QUATTRO FORMAGGI
8739330,Connoisseur,Salted Caramel Ice Cream,1L,9.0,12.0,CONNOISSEUR SALTED CARAMEL ICE CREAM 1 LITRE
8400487,Little Moons,Golden Blond Chocolate Mochi Bites 6 pack,192g,8.8,11.0,LITTLE MOONS GOLDEN BLOND CHOCOLATE MOCHI BITES 6PACK 192 GRAMS
4204330,McCain,Quick Cook Straight Cut,750g,4.6,5.8,MCCAIN QUICK COOK STRAIGHT CUT 750G
424685,Weis,Mango Ice Cream Bars 4 Pack,280mL,6.5,9.5,WEIS 4PK BARS FRUIT ICE:MANGO:.:280 ML
5974741,Bulla,Crunch Frozen Double Chocolate Ice Cream 8 Pack,631mL,7.0,9.0,BULLA CRUNCH 8PK ICE CREAM FROZEN:DOUBLE CHOC:.:631 ML
6277754,Bulla,Ice Cream Choc Bars Vanilla 8Pack,600mL,7.0,9.0,BULLA CHOC BARS VANILLA 8PK 600ML
7806748,Ben & Jerry's,Phish Food Ice Cream Tub,458mL,9.5,14.5,BEN & JERRY'S ICE CREAM:PHISH FOOD
9263224,Connoisseur,Hazelnut Ice Cream,1L,9.0,12.0,CONNOISSEUR HAZELNUT ICE CREAM 1L
9666800,Marathon,Puffy Dogs 20 Pack,600g,7.5,9.0,MARATHON PUFFY DOGS 20PK 600G
2900636,Herbert Adams,Frozen King Island Frozen Beef Sausage Rolls 12 pack,420g,8.8,11.0,HERBERT ADAMS GOURMET PARTY KING ISLAND BEEF SAUSAGE ROLLS 12 PK 420G
8693170,Herbert Adams,Premium Gourmet King Island Beef Party Pies 12 pack,420g,8.8,11.0,HERBERT ADAMS GOURMET PREMIUM KING ISLAND BEEF PARTY PIES 12PK 420G
6125891,Sara Lee,Frozen  Strawberry Cheesecake,410g,7.2,9.0,SARA LEE FROZEN CHEESECAKE:STRAWBERRY:.:410 GRAM
2750395,Connoisseur,Chocolate Brownie Custard Ice Cream,1L,9.0,12.0,CONNOISSEUR CHOCOLATE BROWNIE CUSTARD ICE CREAM 1L
3716508,Connoisseur,Camarosa Strawberry Ice Cream,1L,9.0,12.0,CONNOISSEUR CAMAROSA STRAWBERRY ICE CREAM 1L
7866524,Dr Oetker,Ristorante Pomodori Vegan Pizza,340g,7.0,9.5,DR OETKER FROZEN RISTORANTE VEGAN MARGHERITA POMODORI PIZZA 340G
9262298,Fropro,Protein Beef & Cheese Pie 2 Pack,440g,9.95,12.95,FROPRO PROTEIN BEEF & CHEESE PIE 2PK 440G
9050449,Cp,Authentic Asia Hong Kong Duck,430GRAM,14.4,18.0,CP AUTHENTIC ASIA HONG KONG DUCK 430G
6583193,Magnum,Ice Cream White 4 Pack,428mL,7.2,12.0,MAGNUM ICE CREAM WHITE 4PK 428 ML
8544793,McCain,Meat Lovers Pizza Slices 2 Pack,600g,7.2,9.0,MCCAIN MEAT LOVERS PIZZA SLICES 2PK 600 GRAM
3251233,Connoisseur,Vanilla Caramel Brownie Ice Cream,1L,9.0,12.0,CONNOISSEUR VANILLA CARAMEL BROWNIE ICE CREAM 1L
4455556,Bulla,Splits Summer Splits 10 Pack,750mL,7.0,9.0,BULLA SPLITS SUMMER SPLITS 10PK 750ML
4457201,Bulla,Choc Fudge Ice Cream 8pack,600mL,7.0,9.0,BULLA CHOC FUDGE ICE CREAM 8PK 600ML
4462755,Weis,Mango & Macadamia Ice Cream Bars 4 Pack,280mL,6.5,9.5,WEIS 4PK BARS FROZEN:MACADAMIA MANGOS CR:.:280 ML
8493896,Ben & Jerrys,Non Dairy Frozen Dessert Oat Choc Chip Cookie Dough,458mL,9.5,14.5,BEN & JERRYS ND FROZEN DESSERT OAT CHOC CHIP COOKIE DOUGH 458ML
5901340,Peters,Original Neapolitan Ice Cream,4L,8.7,10.9,PETERS ORIGINAL NEAPOLITAN ICE CREAM 4L
2442735,Connoisseur,Derwent Valley Raspberry & White Chocolate Ice Cream,1L,9.0,12.0,CONNOISSEUR DERWENT VALLEY RASPBERRY & WHITE CHOCOLATE ICE CREAM 1L
3525441,Ben & Jerry's,Triple Caramel Chunk Ice Cream,458mL,9.5,14.5,BEN & JERRY'S ICE CREAM TRIPLE CARAMEL CHUNK 458ML
8953624,Tegel,Take Outs Frozen Chicken Burger Louisiana Style,600GRAM,12.0,14.0,TEGEL FROZEN CHICKEN BURGER LOUISIANA STYLE-:600 GRAM
8958683,Chans Yum Cha,Prawn Hargow,500GRAM,9.0,12.0,CHANS YUM CHA PRAWN HARGOW 500G
9194609,Gym Bod,Vanilla Choc 4 Pack,390mL,8.5,12.5,GYM BOD VANILLA CHOC 4PK
8485413,Gym Bod,Honeycomb Crunch Choc Top,475mL,8.4,10.5,GYM BOD HONEYCOMB CRUNCH CHOC TOP 475ML
8151917,On The Menu,Roast Beef Plated Meal,320g,5.8,7.3,ON THE MENU PLATED MEALS ROAST BEEF 320G
5179501,McCain,Hawaiian Pizza Slices,600g,7.2,9.0,MCCAINS HAWAIIAN PIZZA SLICES 2PK:600 GRAM
