prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
8170376,Passage To India,Saffron Rice,250g,3.9,0.0,0.0,PASSAGE TO INDIA SAFFRON RICE 250GM
8170387,Passage To India,Pilaf Rice,250g,3.9,0.0,0.0,PASSAGE TO INDIA PILAF RICE 250GM
8170398,Passage To India,Coconut Rice,250g,3.9,0.0,0.0,PASSAGE TO INDIA COCONUT RICE 250GM
8180948,Crosse & Blackwell,Tangy Mayonnaise,375mL,5.85,0.0,0.0,CROSSE &  BLACKWELL MAYONNAISE
8192492,Gaganis,Premium Red Rosy Split Lentils,1kg,4.5,0.0,0.0,GAGANIS LENTILS RED ROSEY SPLIT
8192787,Gaganis,Premium Yellow Split Peas,1kg,3.0,0.0,0.0,GAGANIS PEAS YELLOW SPLIT
8211473,Coles,Sunflower Oil,4L,16.5,0.0,0.0,COLES SUNFLOWER OIL 4 LITRES
8211586,Coles,Vegetable Oil,4L,12.5,0.0,0.0,COLES VEGETABLE OIL 4 LITRES
8214777,Gaganis,Dolmades Vine Leaves Stuffed With Rice Mediterranean Taste,400g,6.0,0.0,0.0,GAGANIS VINE LEAVES STUFFED 400G
8222662,Lotte,Chilsung Cider 6x250mL,1.5L,7.5,8.5,11.76,LOTTE CHILSUNG CIDER 6 X 250ML:1.5L
8223600,Lotte,Milkis Drink Original 6x250ml,1.5L,7.5,8.5,11.76,LOTTE MILKIS DRINK ORIGINAL 6 X 250ML: 1.5L
8228669,Nescafe,Blend 43 Mild Roast Instant Coffee,150g,14.5,0.0,0.0,NESCAFE BLEND 43 MILD ROAST INSTANT COFFEE 150G
8229231,Nescafe,Blend 43 Espresso Instant Coffee,150g,14.5,0.0,0.0,NESCAFE BLEND 43 ESPRESSO INSTANT COFFEE 150G
8254807,Chaokoh,Coconut Juice With Pulp,350mL,2.0,0.0,0.0,CHAOKOH COCONUT JUICE WITH PULP 350ML
8257180,Chaokoh,Coconut Juice With Jelly,350mL,2.0,0.0,0.0,CHAOKOH COCONUT JUICE WITH JELLY 350ML
