prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
9894713,Obento,Sushi & Sashimi Soy Sauce,250mL,3.6,0.0,0.0,OBENTO SUSHI & SASHIMI SOY SAUCE 250ML
9896060,Twinings,Assam Bold Tea Bags 80 Pack,200g,13.5,0.0,0.0,TWININGS ASSAM BOLD TEA BAGS 80 PACK
9900816,Slendier,Spaghetti Style Pasta,400g,4.1,0.0,0.0,SLENDIER PASTA:SPAGHETTI:.:400 GRAM
9900850,Slendier,Wok Ready Noodles,400g,4.1,0.0,0.0,SLENDIER: WOK READY NOODLE:.:400 GRAM
9906903,Atkins,Low Carb Endulge Bar Chocolate Coconut 5x40g,200g,13.6,17.0,20.0,ATKINS LOW CARB ENDULGE BAR CHOCOLATE COCONUT 5X40G 200G
9917896,Cobram Estate,Extra Virgin Olive Oil Light Spray,225g,9.5,0.0,0.0,COBRAM ESTATE AUST LIGHT EXTRA VIRGIN OLIVE OIL SPRAY
9919905,Valcom,Rice Paper,250g,2.7,0.0,0.0,VALCOM RICE PAPER 22CM 250G
9926558,La Molisana,Farina 00 Di Grano Tenero Flour,1kg,3.6,0.0,0.0,LA MOLISANA 00 FLOUR
9928338,Nescafe,Dolce Gusto Cafe Au Lait Coffee Capsules 16 Pack,160g,12.0,0.0,0.0,NESCAFE DOLCE GUSTO CAF AU LAIT COFFEE PODS CAPSULES 16PACK
9928848,Moccona,Caramel Flavor Infused Instant Coffee,95g,14.5,0.0,0.0,MOCCONA FLAVOUR INSTANT COFFEE:CARAMEL:.:95 GRAM
9928859,Moccona,Hazelnut Flavour Infused Instant Coffee,95g,14.5,0.0,0.0,MOCCONA FLAVOUR INSTANT COFFEE:HAZELNUT:.:95 GRAM
9933178,Stevia,Sweet Tablets,220 pack,8.6,0.0,0.0,STEVIA SWEET 220 TABLETS
9933189,Stevia Sweet,Granulated Sweetener Jar,75g,8.8,0.0,0.0,STEVIA SWEET GRANULATED SWEETENER JAR
9938604,Angas Park,Australian Pitted Prunes,1kg,14.0,0.0,0.0,ANGAS PARK AUSTRALIAN PITTED PRUNES 1KG
9944196,Coles,No Added Sugar Dark Choc With Peppermint,100g,6.0,0.0,0.0,COLES NO ADDED SUGAR DARK CHOC WITH PEPPERMINT 100G
9945111,Coles,No Added Sugar Dark Choc With Orange,100g,6.0,0.0,0.0,COLES NO ADDED SUGAR DARK CHOC WITH ORANGE 100G
9945643,Coles,No Added Sugar Dark Choc,100g,6.0,0.0,0.0,COLES NO ADDED SUGAR DARK CHOC 100G
9946646,Atkins,Endulge Milk Choc Malt Bites 5x30g,150g,13.6,17.0,20.0,ATKINS ENDULGE MILK CHOC MALT BITES 5X30G 150G
9946657,Quest,Protein Cookie White Choc Macadamia,58g,5.4,0.0,0.0,QUEST PROTEIN COOKIE WHITE CHOC MACADAMIA 58G
9946679,Musashi,Creatine Capsules,120 Pack,30.0,0.0,0.0,MUSASHI CREATINE CAPSULES 120PK
9949495,Quest,Peanut Butter Cups 4 Pack,168g,18.0,0.0,0.0,QUEST PEANUT BUTTER CUPS 168G
9954349,Musashi,Energy Drink Watermelon,500mL,4.5,0.0,0.0,MUSASHI ENERGY DRINK WATERMELON 500ML
