prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
3231134,Coles,Microwave Rice Pouch Coconut Chilli Lime,250g,2.5,0.0,0.0,COLES MICROWAVE RICE POUCH:COCONUT CHILLI LIME:.:250 GRAM
3232465,Moccona,Indulgence Specialty Blend Instant Coffee,200g,24.6,0.0,0.0,MOCCONA SPECIALTY BLEND COFFEE 200G:INDULGENCE:.:200 GRAM
3232476,Moccona,Rich Specialty Blend Instant Coffee,200g,24.6,0.0,0.0,MOCCONA SPECIALTY BLEND COFFEE 200G:RICH:.:200 GRAM
3233399,La Espanola,Extra Virgin Olive Oil,3.78L,49.0,0.0,0.0,LA ESPANOLA EXTRA VIRGIN OLIVE OIL 3.78L
3233402,La Espanola,Olive Oil,3.78L,49.0,0.0,0.0,LA ESPANOLA OLIVE OIL 3.78L
3234041,Gold Sunset,Sunflower Oil,4L,30.0,0.0,0.0,GOLD SUNSET SUNFLOWER OIL 4L
3234143,Laucke,Pizza & Focaccia Flour Mix,1kg,6.8,0.0,0.0,LAUCKE PIZZA & FOCACCIA FLOUR MIX 1KG
3234154,Laucke,Cwa Scone Mix,1kg,6.15,0.0,0.0,CWA SCONE MIX 1KG
3234664,Coles,Microwave Basmati Rice Cup,250g,2.2,0.0,0.0,COLES BASMATI RICE CUP
3236262,Lo-fo Pantry,Low Fodmap Plain Flour,1 kg,5.0,0.0,0.0,LO-FO PANTRY LOW FODMAP PLAIN FLOUR 1KG
3244963,Anchor,Breadcrumbs,750g,5.5,0.0,0.0,ANCHOR BREADCRUMBS 750G
3247291,Ito En,Matcha Traditional Green Tea Bags 20 Pack,30g,7.0,0.0,0.0,ITO EN MATCHA GREEN TEA 20 PACK:TRADITIONAL:.:20 PACK
3247451,Dilmah,Inspirations Rooibos Cinnamon Turmeric Ginger & Nutmeg Tea Bags,20 pack,5.2,0.0,0.0,DILMAH INSPIRATIONS ROOIBOS 20PACK:CINNAMON:.:20 PACK
3248760,Pukka,Tea Three Ginger,20 pack,9.0,0.0,0.0,PUKKA TEA:THREE GINGER:.:20 PACK
3248771,Pukka,Night Time Tea Sachets 20 Pack,20g,9.0,0.0,0.0,PUKKA TEA:NIGHT TIME:.:20 PACK
3248793,Pukka,Lemon Ginger & Manuka Honey Tea Sachets 20 Pack,40g,9.0,0.0,0.0,PUKKA TEA:LEMON GINGER & MANUKA HONEY:.:20 PACK
3248807,Pukka,Three Mint Herbal Tea Sachets 20 Pack,32g,9.0,0.0,0.0,PUKKA TEA:THREE MINT:.:20 PACK
3248884,Dilmah,Premium Pure Ceylon Tea Bags 200 Pack,400g,14.0,0.0,0.0,DILMAH PREMIUM TEA CUP TEA BAGS 200 PACK
3249796,CSR,Muscovado Sugar,250g,4.0,0.0,0.0,CSR MUSCOVADO SUGAR 250G
3250048,Hermesetas,Granulated Sweetener Jar,90g,6.15,0.0,0.0,HERMESETAS GRANULATED SWEETENER JAR 90G
3258607,Don,Antonio Basil Tomato Sauce,500g,7.0,0.0,0.0,DON ANTONIO BASIL TOMATO SAUCE 500G
3259712,Street Kitchen,Malaysian Peanut Satay,255g,6.0,0.0,0.0,STREET KITCHEN MALAYSIAN PEANUT SATAY 255G
3260686,Branston,Small Chunk Pickle,360g,7.5,0.0,0.0,BRANSTON SMALL CHUNK PICKLE 360G
326438,Verity,Dried Fancy Large Prunes,750g,6.7,0.0,0.0,VERITY FANCY LARGE PRUNES DRIED
3265737,Heinz,Baked Beans in Tomato Sauce Beans 3 Pack,1655g,9.5,0.0,0.0,HEINZ BAKED BEANS IN TOMATO SAUCE BEANS 3 PACK
3268473,Coles,Vanilla Cornet Cones,30 Pack,2.8,0.0,0.0,COLES VANILLA CORNET CONES 30 PACK
3268837,Yum Yum,Tom Yum Shrimp Noodles,70g,2.0,0.0,0.0,YUM YUM NOODLES:SHRIMP:.:70 GRAM
3269851,Coles,Flavoured Beef Noodle Cup,70g,1.0,0.0,0.0,COLES FLAVOURED BEEF NOODLE CUP 70G
3269862,Coles,Chicken Noodle Cup,70g,1.0,0.0,0.0,COLES FLAVOURED CHICKEN NOODLE CUP 70 GRAM
3269873,Coles,Flavoured Mi Goreng Noodle Cup,75g,1.0,0.0,0.0,COLES FLAVOURED MI GORENG NOODLE CUP 75G
