prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
6165003,Ayam,100 % Natural Coconut Milk,270mL,3.2,4.0,20.0,AYAM 100% NATURAL COCONUT MILK 270ML
8494298,Kellogg's,Coco Pops Chocolatey Breakfast Cereal,650g,6.0,10.8,44.44,KELLOGGS CEREAL COCO POPS
5116239,Kellogg's,Crunchy Nut Corn Flakes Breakfast Cereal,640g,6.0,10.0,40.0,KELLOGG'S CRUNCHY NUT CORN FLAKES BREAKFAST CEREAL 640G
254916,CSR,Caster Sugar,1kg,2.8,3.5,20.0,CSR CASTER SUGAR 1KG
5103634,Kellogg's,Just Right Breakfast Cereal With Whole Grains Apricot Pieces And Sultanas,740g,6.0,10.8,44.44,KELLOGG'S JUST RIGHT BREAKFAST CEREAL WITH WHOLE GRAINS APRICOT PIECES AND SULTANAS 740G
2120207,Pic's,Really Good Crunchy Peanut Butter,380g,4.5,7.5,40.0,PIC'S REALLY GOOD PEANUT BUTTER:CRUNCHY:.:380 GRAM
3792652,Dose & Co.,Collagen Protein Powder Creamy Vanilla,420g,32.2,46.0,30.0,DOSE & CO. COLLAGEN PROTEIN POWDER CREAMY VANILLA:420G
128503,Heinz,Big Red Tomato Soup Can,420g,2.0,2.5,20.0,HEINZ SOUP:TOMATO BIG RED:.:420GRAM
231251,Moccona,Classic Medium Roast Instant Coffee,200g,16.5,23.6,30.08,MOCCONA INSTANT MED ROAST COFFEE F/D:CLASSIC:.:200 GRAM
5994170,Harvest Snaps,Pea Chilli,120g,3.5,5.0,30.0,HARVEST SANPS PEA CHILLI 120G
1422390,Dao Xiang,Chun Fortune Mid Autmn Mooncake,600g,29.6,37.0,20.0,DAO XIANG CHUN FORTUNE MID AUTMN MOONCAKE 600G
119455,White Wings,Plain Flour,1kg,2.5,3.4,26.47,WHITE WINGS FLOUR:PLAIN:.:1 KG
8985970,Praise Squeeze,Traditional Mayonnaise,250 GRAM,2.5,3.5,28.57,PRAISE SQUEEZE TRADITIONAL MAYONNAISE 250G
4485229,Red Island,Extra Virgin Olive Oil,500mL,11.5,13.0,11.54,RED ISLAND EXTRA VIRGIN OLIVE OIL:500 ML
9942500,BSc,Bodyscience Pre Caffeinated Pre-workout Grape Ice Pop,300g,28.0,40.0,30.0,BSC BODYSCIENCE PRE CAFFEINATED PRE-WORKOUT GRAPE ICE POP 300G
5258448,Haldirams,Aloo Bhujia,200g,3.2,4.0,20.0,HALDIRAMS ALOO BHUJIA 200G
1028560,BSC,Bodyscience Pre Caffeinated Pre-workout Red Sour Snakes,300g,28.0,40.0,30.0,BSC BODYSCIENCE PRE CAFFEINATED PRE-WORKOUT RED SOUR SNAKES 300G
9954531,BSc,Bodyscience X Chupa Chups Protein Water Grape,350g,26.6,38.0,30.0,BSC BODYSCIENCE X CHUPA CHUPS PROTEIN WATER GRAPE 350G
