prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
2507910,Clif Bar,Chocolate Chip Bar,68g,3.5,0.0,0.0,CLIF ENERGY BAR CHOCOLATE CHIP 68G
2507921,Clif Bar,Crunchy Peanut Butter Bar,68g,3.5,0.0,0.0,CLIF ENERGY BAR CRUNCHY PEANUT BUTTER 68G
2507932,Clif Bar,White Chocolate Macadamia Bar,68g,3.5,0.0,0.0,CLIF ENERGY BAR WHITE CHOCOLATE MACADAMIA NUT 68G
2508276,Safcol,Brisling Sardines In Springwater,110g,1.9,0.0,0.0,SAFCOL BRISLING SARDINES SPRINGWATER:SPRINGWATER:.:110 GRAM
2508287,Safcol,Brisling Sardines Oil,110g,1.9,0.0,0.0,SAFCOL BRISLING SARDINES OIL:OIL:.:110 GRAM
2508334,Safcol,Smoked Mussels In Oil,85g,2.0,0.0,0.0,SAFCOL MUSSELS IN OIL:OIL:.:85 GRAM
2508403,Safcol,Smoked Oysters In Oil,85g,2.3,0.0,0.0,SAFCOL SMOKED OYSTERS IN OIL:OIL:.:85 GRAM
2509825,Sole Mare,Mackerel In Olive Oil,120g,4.0,0.0,0.0,SOLE MARE MACKEREL:IN OLIVE OIL:.:120 GRAM
2511226,Always Fresh,Flat Anchovies In Olive Oil,100g,6.5,0.0,0.0,ALWAYS FRESH FLAT ANCHOVIES IN OLIVE OIL
2514610,Queen,Designer Icing White,140g,4.5,0.0,0.0,QUEEN DESIGNER WHITE ICING 40 GRAM
2516730,Green's,Gluten Free Buttermilk Pancake Shake,300g,3.5,0.0,0.0,GREENS GLUTEN FREE BUTTERMILK PANCAKE SHAKE 300G
2517255,Coles,Bake & Create Brownie Mix Double Choc,500g,3.4,0.0,0.0,COLES BAKE & CREATE BROWNIE MIX DOUBLE CHOC 500G
2517299,Coles,Original Pancake Shake Mix,350g,1.9,0.0,0.0,COLES PANCAKE SHAKE 350G:ORIGINAL:.:350 GRAM
2517302,Coles,Pancake Shake Mix Buttermilk,350g,1.9,0.0,0.0,COLES PANCAKE SHAKE MIX BUTTERMILK 350G
2517324,Coles Simply,Cake Mix Butter,340g,1.35,0.0,0.0,COLES SIMPLY CAKE MIX BUTTER :340 GRAM
2517335,Coles Simply,Chocolate Cake Mix,340g,1.35,0.0,0.0,COLES SIMPLY CHOCOLATE CAKE MIX 340G
2517346,Coles Simply,Cake Mix Vanilla,340g,1.35,0.0,0.0,COLES SIMPLY CAKE MIX VANILLA 340 GRAM
2517357,Coles Simply,Pancake & Pikelet Mix,300g,1.35,0.0,0.0,COLES SIMPLY PANCAKE & PIKELET MIX 300G
2517517,Queen,Organic Vanilla Bean Paste,140g,16.5,0.0,0.0,QUEEN ORGANIC VANILLA BEAN PASTE 140G
2517754,Coles,Bake & Create Banana Bread Mix,450g,2.35,0.0,0.0,COLES BAKE & CREATE BANANA BREAD MIX 450G
25180,Leggo's,Regular Tomato Paste 2 Pack,140g,3.5,0.0,0.0,LEGGOS PASTE TOMATO 2 PK:REGULAR:.:140 GRAM
25249,Moccona,Classic Medium Decaffeinated Instant Coffee,100g,15.5,0.0,0.0,MOCCONA INSTANT COFFEE CLASSIC DECAF F/D
254971,Uncle Tobys,Traditional Porridge Oats,1kg,6.5,0.0,0.0,UNCLE TOBYS PORRIDGE OATS:ORIGINAL:.1 KG
255646,Continental,Cup A Soup Creamy Chicken With Lots Of Noodles Serves 2,60g,2.8,0.0,0.0,CONTINENTAL LOTS A NOODLE SOUP Q2S:CREAM OF CHICKEN:.:60 GRAM
2579434,Coles,Soy Sauce,500mL,1.9,0.0,0.0,COLES SOY SAUCE 500ML
259498,Coles,Sweet Spiced Gherkins,540g,2.0,0.0,0.0,COLES SWEET SPICED GHERKINS  540G
2599384,Coles,Microwave Rice Black,250g,2.5,0.0,0.0,COLES MICROWAVE RICE BLACK 250G
2599420,Coles,Jasmine Rice,5kg,13.5,0.0,0.0,COLES JASMINE RICE 5KG
2599602,Barilla,Pasta Gluten Free Spaghetti,340g,4.7,0.0,0.0,BARILLA PASTA GLUTEN FREE SPAGHETTI:.:340 GRAM
2599613,Barilla,Pasta Gluten Free Penne Rigate,340g,4.7,0.0,0.0,BARILLA PASTA GLUTEN FREE PENNE RIGATE 340 GRAM
2600701,Kintra Foods,Dandy Chai Blend Tea Bags 32 Pack,90g,7.5,0.0,0.0,KINTRA FOODS DANDY CHAI BLEND TEA  BAGS 32 PACK
2601318,Dilmah,Pure Ceylon Green Tea Bags 20 Pack,40g,5.2,0.0,0.0,DILMAH PURE CEYLON GREEN TEA 20PACK:PURE GREEN:.:20 PACK
2601329,Dilmah,Pure Ceylon Jasmine Flavour Green Tea Bags 20 Pack,40g,5.2,0.0,0.0,DILMAH PURE CEYLON GREEN TEA 20PACK:GREEN JASMINE:.:20 PACK
2603030,Britannia,Little Hearts,75g,1.25,0.0,0.0,BRITANNIA LITTLE HEARTS 75G
2603437,Coles,White Medium Grain Rice,1kg,3.0,0.0,0.0,COLES RICE 1KG:WHITE:.:1 KG
2603459,Guzzi's,Linguine Pasta,375g,5.95,0.0,0.0,GUZZI'S PASTA LINGUINE:.:375 GRAM
2603460,Guzzi's,Pappardelle Pasta,375g,5.95,0.0,0.0,GUZZI'S PASTA EGG PAPPARDELLE:.:375 GRAM
2603470,Guzzi's,Fettuccine Pasta,375g,5.95,0.0,0.0,GUZZI'S PASTA FETTUCCINE:.:375 GRAM
2603481,Guzzi's,Tricolore Fettuccine Pasta,375g,5.95,0.0,0.0,GUZZI'S PASTA TRICOLORE FETTUCCINE:.:375 GRAM
2604189,Coles,Quick Oats Honey Flavoured Sachets 12 Pack,420g,3.7,0.0,0.0,COLES QUICK OATS HONEY FLAVOURED 420G 12PK
2612766,Edgell,Black Beans,400g,1.8,2.2,18.18,EDGELL BLACK BEANS:BLACK BEANS:.:400 GRAM
2612948,Mutti,Cherry Tomatoes,400g,2.7,0.0,0.0,MUTTI CHERRY TOMATOES 400G
2612959,Mutti,Whole Peeled Tomatoes,400g,2.3,0.0,0.0,MUTTI WHOLE PEELED TOMATOES 400G
2617817,Pattu,Red Kidney Light Beans,1kg,5.7,0.0,0.0,PATTU RED KIDNEY BEANS LIGHT 1KG
2617828,Pattu,White Urid Dhall,1kg,5.2,0.0,0.0,PATTU URID DHALL WHITE 1KG
2617894,Pattu,Fine Rice Flour,1kg,3.95,0.0,0.0,PATTU RICE FLOUR 1KG
2620684,Nutella,Hazelnut Spread With Cocoa,1kg,14.8,0.0,0.0,NUTELLA SPREAD CHOCOLATE HAZELNUT 1KG
2621632,Mayver's,Crunchy Natural Peanut Butter,375g,6.3,0.0,0.0,MAYVERS CRUNCHY NATURAL PEANUT BUTTER 375G
