prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
9063167,Up&Go,Liquid Breakfast Iced Mocha 6x250ml,1.5L,12.6,0.0,0.0,UP&GO LIQUID BREAKFAST ICED MOCHA 6X250ML
9063350,Samyang,Samyang Buldak Carbonara Topokki,179g,6.0,0.0,0.0,SAMYANG BULDAK CARBONARA TOPOKKI  179G
9063780,Vita,Japanese Style Peach Tea,500mL,3.5,0.0,0.0,VITA JAPANESE STYLE PEACH TEA 500ML
9069356,Coles,Lemon Juice,500mL,1.65,0.0,0.0,COLES LEMON JUICE 500ML
9069367,Coles,Sweet Mustard Pickles,520g,1.7,0.0,0.0,COLES PICKLES SWEET MUSTARD
9071212,Swizzles,Squshies Strawberry & Cream,140g,4.5,5.0,10.0,SWIZZELS SQUASHIES STRAWBERRY & CREAM 140G
9071450,Rowntress,Fruit Pastilles Pouch,143g,5.5,0.0,0.0,ROWNTREES FRUIT PASTILLES POUCH 143GM
9073535,Coles,Red Split Lentils,1kg,4.0,0.0,0.0,COLES RED SPLIT LENTILS 1KG
9080938,Coles Bakery,Gingerbread Pancakes,5 Pack,4.0,0.0,0.0,COLES BAKERY GINGERBREAD PANCAKES 5PK
9083120,Mckenzie's,Gelatine Powder,100g,4.2,0.0,0.0,MCKENZIES GELATINE POWDER
9087960,Hoyts,Star Anise,12g,2.6,0.0,0.0,HOYTS STAR ANISE
9093215,Coles,Whole Peeled Italian Tomatoes,400g,1.1,0.0,0.0,COLES WHOLE PEELED ITALIAN TOMATOES 400G
9095833,Heinz,Spaghetti in Tomato Sauce Pasta 3 Pack,220g,5.2,0.0,0.0,HEINZ SPAGHETTI IN TOMATO SAUCE PASTA 3PACK 660G
9095844,Heinz,Baked Beans in Tomato Sauce Beans 3 Pack,220g,5.2,0.0,0.0,HEINZ BAKED BEANS IN TOMATO SAUCE BEANS 3 PACK
9104865,Mitani,Classic Chicken Salt,200g,3.8,0.0,0.0,MITANI CHICKEN SALT
9106496,UP&GO,Caramel Protein Energise 12x250ml,3L,17.5,0.0,0.0,UP&GO CARAMEL PROTEIN ENERGIZE 12X250ML
9106576,Sanitarium,Up&go Dairy Free Chocolate 6x250ml,1.5L,12.6,0.0,0.0,SANITARIUM UP&GO DAIRY FREE CHOCOLATE 6X250ML
9106587,Sanitarium,Up&go Dairy Free Vanilla 6x250ml,1.5L,12.6,0.0,0.0,SANITARIUM UP&GO DAIRY FREE VANILLA 6X250ML
9115216,Saxa,Natural Sea Salt Grinder,90g,5.5,0.0,0.0,SAXA NATURAL SEA SALT GRINDER 90 GRAM
9115453,Saxa,Pepper Black Peppercorn Grinder,45g,5.5,0.0,0.0,SAXA PEPPER BLACK PEPPERCORN GRINDER 45G
9120635,Coles,Raisins,375g,3.75,0.0,0.0,COLES RAISINS
9122641,Rosella,Onions Cocktail White,550g,5.0,0.0,0.0,ROSELLA ONIONS COCKTAIL WHITE 550GRAM
9128182,Coles Perform,Tuna 3 Bean Salad,190g,4.0,0.0,0.0,COLES PERFORM TUNA 190G:3 BEAN SALAD:.:190 GRAM
9128251,Coles Perform,Peri Peri Quinoa Tuna,190g,4.0,0.0,0.0,COLES PERFORM TUNA 190G:PERI PERI QUIN:.:190 GRAM
9129560,Barry's Tea,Decaf 80's,250g,15.0,0.0,0.0,BARRY'S TEA DECAF 80'S 250GM
9132168,Capilano,Manuka Mgo 100+ Honey,500g,20.0,0.0,0.0,CAPILANO MANUKA MGO 100+ HONEY 500G
9137503,Rosella,Condensed Creamy Chicken Soup,390g,1.9,2.8,32.14,ROSELLA CONDENSED CREAMY CHICKEN SOUP 390G
9137536,Rosella,Condensed French Onion Soup,390g,1.9,2.8,32.14,ROSELLA CONDENSED FRENCH ONION SOUP 390G
9137558,Rosella,Condensed Sweet Corn Soup,390g,1.9,2.8,32.14,ROSELLA CONDENSED SWEET CORN SOUP 390G
