prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
3939568,BSc,Bodyscience Collagen Regenerate Natural,153g,19.6,28.0,30.0,BSC BODYSCIENCE COLLAGEN REGENERATE NATURAL 153G
4317520,Melrose,Essential Reds,120g,20.0,25.0,20.0,MELROSE ESSENTIAL REDS 120G
4317530,Melrose,Essential Greens,120g,20.0,25.0,20.0,MELROSE ESSENTIAL GREENS 120G
6149743,Campbell's,Real Stock Beef Stock,500mL,2.0,2.75,27.27,CAMPBELLS REAL STOCK BEEF:.:500 ML
6149845,Campbell's,Real Stock Chicken,500mL,2.0,2.75,27.27,CAMPBELLS REAL STOCK CHICKEN:.:500 ML
1872739,Taj Mahal,Black Tea Leaf,900g,15.3,17.0,10.0,TAJ MAHAL TEA LEAF BLACK 900GRAM
2017230,Obento,Panko Bread Crumbs,200g,2.3,2.9,20.69,OBENTO PANKO BREADCRUMBS 200G
1872740,Brooke Bond,Red Label Black Leaf Tea 900g,20 Pack,11.2,14.0,20.0,BROOKE BOND RED LABEL BLACK LEAF TEA 900G
7744946,Nature's Way,Instant Natural Protein Plant-based Chocolate,400g,19.6,28.0,30.0,NATURE'S WAY INSTANT NATURAL PROTEIN PLANT-BASED CHOCOLATE 400G
7744957,Nature's Way,Instant Natural Protein,400g,19.6,28.0,30.0,NATURE'S WAY INSTANT NATURAL PROTEIN 400G
9953878,Nature's Way,Instant Active Protein Gummies Tropical,40 Pack,19.6,28.0,30.0,NATURE'S WAY INSTANT ACTIVE PROTEIN GUMMIES TROPICAL 40 PACK
7479335,Moccona,Mocha Kenya Style Rich & Exotic Instant Coffee,200g,16.5,23.6,30.08,MOCCONA MOCHA KENYA INSTANT F/D COFFEE
2903838,Happy Snack Company,Fava Beans Lightly Salted 6x25g,150g,4.8,6.0,20.0,HAPPY SNACK COMPANY FAVVA BEANS LIGHTLY SALTED 6X25G:50 GRAM
122460,Sunrice,Australian Medium Grain White,1kg,3.6,4.5,20.0,SUNRICE AUSTRALIAN MEDIUM GRAIN WHITE 1KG
2313619,Cadbury,White Choc Baking Chips,200g,6.0,7.5,20.0,CADBURY REAL CHOCOLATE BAKING CHIPS WHITE CHOC 200GRAM
6027101,MasterFoods,Finely Crushed Garlic,170g,3.0,3.5,14.29,MASTERFOODS FINELY CRUSHED:GARLIC:.:170 GRAM
6658510,John West,Tuna Sweet Corn & Mayonnaise,95g,2.0,2.7,25.93,JOHN WEST TUNA SWEET CORN & MAYONNAISE  95 GRAM
2777530,Heinz,American Mustard For Sausages & Hot Dogs,220mL,3.2,3.8,15.79,HEINZ AMERICAN MUSTARD SQUEEZE BOTTLE 220ML
119535,White Wings,Self Raising Flour,1kg,2.5,3.4,26.47,WHITE WINGS  FLOUR:SELF RAISING:.:1 KG
168563,SPC,Canned Baked Beans,425g,1.5,2.5,40.0,SPC CANNED BAKED BEANS
1995058,Nature's Way,Super Foods Greens & Wild Reds,100g,18.0,24.0,25.0,NATURE'S WAY SUPER REDS + 100G
3433150,Red Tractor,Protein Instant Oats Original,750g,6.0,8.0,25.0,RED TRACTOR PROTEIN INSTANT OATS ORIGINAL 750G
5858445,CSR,Soft Sugar Icing Mixture,1kg,4.0,5.0,20.0,CSR SOFT ICING MIXTURE 1KG
6161578,Wai Wai Bihoon,Rice Vermicelli,500g,3.0,3.8,21.05,WAI WAI BIHOON RICE VERMICELLI 500G
7682838,Barker's,Three Berry Jam,455g,5.5,6.9,20.29,BARKER'S NEW ZEALAND THREE BERRY JAM:.:455 GRAM
5406920,Globus,Polskie Ogorki Dill Cucumbers,680g,2.9,3.7,21.62,GLOBUS POLSKI OGORKI DILL CUCUMBERS:680 GRAM
5051177,Dilmah,Pure Ceylon Premium Tea Bags 50 Pack,100g,3.15,4.5,30.0,DILMAH PREMIUM TEA CUP TEA BAGS 50 PACK
124885,King Oscar,Layer Sardines in Tomato Sauce,105g,2.5,3.2,21.88,KING OSCAR S/LAYER SARDINES:TOMATO SAUCE:.:105 GRAM
126745,Crisco,Blended Vegetable Oil,750mL,4.0,0.0,0.0,CRISCO BLENDED VEGETABLE OIL
1996094,Nature's Way,Super Greens Boost,100g,18.0,24.0,25.0,NATURE'S WAY GREENS+ 100G
2313641,Cadbury,Baking Dark Chocolate Melts,225g,6.0,7.5,20.0,CADBURY REAL DARK CHOCOLATE MELTS 225G
2954941,Heinz,Canned Baked Beans Tomato Sauce,300g,2.0,2.9,31.03,HEINZ CANNED BAKED BEANS:TOMATO SAUCE:.:300 GRAM
3305671,Koh Kae,Bbq Coated Peanuts,230g,4.0,5.0,20.0,KOH KAE BBQ COATED PEANUTS 230G
6206010,Crisco,Rice Bran Oil,2L,11.0,14.0,21.43,CRISCO RICE BRAN OIL 2 LITRE
7479324,Moccona,French Style Smooth & Rounded Instant Coffee,200g,16.5,23.6,30.08,MOCCONA FRENCH STYLE INSTANT F/D COFFEE
8128201,Kellogg's,Nutri-grain High Protein Crunch Choc Malt Flavour,500g,6.0,10.0,40.0,KELLOGG'S NUTRI-GRAIN HIGH PROTEIN CRUNCH CHOC MALT FLAVOUR 500G
1166100,Capilano,100% Australian Organic Raw Honey,340g,5.95,7.0,15.0,CAPILANO 100% AUSTRALIAN ORGANIC RAW HONEY 340G
4565292,Old El Paso,Stand N Stuff Taco Shell 10 Pack,160g,4.95,5.5,10.0,OLD EL PASO STAND 'N STUFF TACO SHELLS 10 PACK 160G
4318170,Cottees,Ice Magic Chocolate Ice Cream Topping,220g,4.4,5.5,20.0,COTTEE'S ICE MAGIC CHOCOLATE ICE CREAM TOPPING 220G
5050072,Orion,Turtle Chips Choco Churros,80g,2.8,3.5,20.0,ORION TURTLE CHIPS CHOCO CHURROS 80G
9962697,Orion,Turtle Chips Flaming Mala,80g,2.8,3.5,20.0,ORION TURTLE CHIPS FLAMING MALA
6992421,Fantastic,Noodle Bowl Chicken,85g,1.75,2.5,30.0,FANTASTIC NOODLE BOWL:CHICKEN:.:85 GRAM
131541,Golden Circle,Sliced Beetroot,450g,2.0,2.7,25.93,GOLDEN CIRCLE SLICED BEETROOT 450G
1744852,Bega,Original Cream Cheese Spread,250g,3.5,4.1,14.63,BEGA CREAM CHEESE SPREAD:ORIGINAL:.:250 GRAM
3939615,BSc,Bodyscience Clean Greens Superfoods Tropical,150g,17.5,25.0,30.0,BSC BODYSCIENCE CLEAN GREENS SUPERFOODS TROPICAL 150G
429612,Sanitarium,Weet-bix Multi-grain Breakfast Cereal,575g,4.5,6.0,25.0,SANITARIUM WEET BIX MULTI GRAIN CEREAL
