prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
4971770,Queen Victoria Tea,Digest Blend Tea Bags,18 pack,5.0,0,0.0,QUEEN VICTORIA TEA DIGEST BLEND TEA BAGS 18 PACK
4971806,Queen Victoria Tea,Calming Blend Tea Bags,18 pack,5.0,0,0.0,QUEEN VICTORIA TEA CALMING BLEND TEA BAGS 18 PACK
4971817,Cobram,Estate Chilli Infused Oil,250mL,11.0,0,0.0,COBRAM ESTATE CHILLI INFUSED OIL 250ML
4971839,Cobram,Estate Truffle Infused Oil,250mL,10.8,12,10.0,COBRAM ESTATE TRUFFLE INFUSED OIL 250ML
4972412,Coles,Quick Oats,1.8kg,3.5,0,0.0,COLES QUICK OATS 1.8KG
4972693,Coles,Rolled Oats Value Pack,1.8 kg,3.5,0,0.0,COLES ROLLED OATS 1.8KG
4976956,Nescafe,Decaf Cappuccino Coffee Sachets,10 pack,8.0,0,0.0,NESCAFE DECAF CAPPUCCINO COFFEE SACHETS 10 PACK
4982450,Monini,Organic Premium Selection Extra Virgin Olive Oil,500mL,17.5,0,0.0,MONINI ORGANIC PREMIUM SELECTION EXTRA VIRGIN OLIVE OIL 500ML
4989379,Ben's Original,Rice Protein Lentils Turmeric And Brown Rice Pouch,180g,2.75,0,0.0,BEN'S ORIGINAL PROTEIN+ LENTILS- TUMERIC & BROWN MICROWAVE RICE POUCH 180G
4989561,Coles Perform,Elite Unflavoured Creatine Powder,250g,15.0,22,31.82,COLES PERFORM ELITE CREATINE POWDER UNFLAVOURED 250G
4992191,Coles Perform,Elite Whey High Protein Powder Chocolate,40g,4.5,0,0.0,COLES PERFORM ELITE WHEY HIGH PROTEIN POWDER CHOCOLATE 40G
4992250,Coles Perform,Elite Whey High Protein Powder Chocolate,500g,35.0,0,0.0,COLES PERFORM ELITE WHEY HIGH PROTEIN POWDER CHOCOLATE 500G
4992351,Coles Perform,Elite Plant High Protein Powder Vanilla,40g,4.5,0,0.0,COLES PERFORM ELITE PLANT HIGH PROTEIN POWDER VANILLA 40G
