prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
9720268,Uncle Tobys,Original Oats Quick Sachets 10 Pack,340g,6.3,0.0,0.0,UNCLE TOBYS SACHETS OATS QUICK 10 PACK
9723958,Madura,English Breakfast Leaf Tea,200g,7.0,0.0,0.0,MADURA TEA LEAF:ENGLISH BREAKFST:.:200 GRAM
9724815,UP&GO,Liquid Breakfast Vanilla Ice 6 x 250ml,1.5L,12.6,0.0,0.0,SANITARIUM UP&GO CEREAL 6X250ML:VANILLA ICE:.:1.5 LITRE
9725090,Patak's,Lime Pickle Medium,283g,7.5,0.0,0.0,PATAKS LIME PICKLE 283G
9725308,Patak's,Plain Mini Pappadums,75g,4.8,0.0,0.0,PATAKS READY TO EAT MINI PLAIN PAPPADUMS 75G
9735946,Rosella,Squeezy Tomato Sauce,500mL,3.95,0.0,0.0,ROSELLA SAUCE SQUEEZY TOMATO SAUCE 500ML
9743547,Maharajah's Choice,Pure Ghee,300g,6.2,0.0,0.0,MAHARAJAH'S CHOICE PURE GHEE 300G
9747107,Barilla,Sauce Pomdoro Ricotta,400g,6.5,0.0,0.0,BARILLA PASTA SAUCE POMODORO AND RICOTTA 400G
9754805,Queen,Pillar Box Red Food Colour,50mL,1.2,0.0,0.0,QUEEN COLOURING RED FOOD 50ML
9755579,MasterFoods,Whole Fennel Seeds,26g,3.8,0.0,0.0,MASTERFOODS FENNEL SEEDS WHOLE:.:26 GRAM
9755739,MasterFoods,Smoked Paprika,35g,3.5,0.0,0.0,MASTERFOODS SPICE:SMOKED PAPRIKA:.:35 GRAM
9755750,MasterFoods,Lemon Pepper Seasoning No Added Salt,50g,4.0,0.0,0.0,MASTERFOODS SPICE:LEMON PEPPER:NO SALT:50 GRAM
9755976,Jade Phoenix,Thin Noodles,375g,2.75,0.0,0.0,JADE PHOENIX THIN NOODLES 375G
9756028,Lee Kum Kee,Ready Sauce Mongolian Lamb,120g,2.7,0.0,0.0,LEE KUM KEE READY SAUCE MONGOLIAN LAMB 120G
9756108,ABC,Sweet Soy Sauce,275mL,3.2,0.0,0.0,ABC SWEET SOY SAUCE 275ML
9756119,MasterFoods,Portuguese Chicken Seasoning,50g,3.5,4.5,22.22,MASTERFOODS PORTUGESE CHICKEN SEASONING MEDIUM:.:50 GRAM
9756120,Lee Kum Kee,Dark Soy Mushroom Sauce,500mL,4.5,0.0,0.0,LEE KUM KEE SAUCE SOY DARK MUSHROOM
9757235,Hakubaku,Organic Ramen Noodles,270g,4.0,0.0,0.0,HAKUBAKU ORGANIC RAMEN NOODLES 270G
9762199,Maldon,Sea Salt Flakes,240g,10.0,0.0,0.0,MALDON SALT SEA
9762723,Three Threes,Sweet Spiced Gherkins,540g,4.0,0.0,0.0,THREE THREES GHERKINS SWEET SPICED
9763205,Sandhurst,Capers Baby Wine Vinegar,110g,3.0,0.0,0.0,SANDHURST CAPERS BABY WINE VINEGAR
9763227,Sandhurst,Fat Free Artichokes Hearts,280g,5.5,0.0,0.0,SANDHURST FAT FREE ARTICHOKES HEARTS
9763919,Hoyts,Salted French Capers,265g,3.7,0.0,0.0,HOYTS SALTED FRENCH CAPERS
9764988,Always Fresh,Stuffed Olives Parmesan,235g,6.0,0.0,0.0,ALWAYS FRESH OLIVE PARM CHS STUF
9765404,Gold Medal,Pork Krackles Snacks,50g,2.5,0.0,0.0,GOLD MEDAL SNACKS PORK KRACKLES
9768016,Nongshim,Shin Noodle Soup Big Bowl,114g,3.75,0.0,0.0,NONGSHIM SHIN NOODLE SOUP BIG BOWL 114G
9776182,Coles Organic,Red Kidney Beans,420g,1.5,0.0,0.0,COLES ORGANIC RED KIDNEY BEANS  420G
