prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
3465033,SPC,Pears Sliced Fruit In Juice,825g,5.3,0.0,0.0,SPC PEARS SLICED FRUIT IN JUICE
3465601,Amy's Kitchen,Plant Based Organic Indian Golden Lentil Soup,408g,4.4,0.0,0.0,AMYS KITCHEN ORGANIC SOUP:INDIAN GOLDEN LENTIL:.:408 GRAM
3465667,Mckenzie's,Whole Green Lentils,1kg,4.8,0.0,0.0,MCKENZIES GREEN LENTILS 1KG
3466761,Palirria,Vine Leaves Stuffed With Rice,280g,5.5,0.0,0.0,PALIRIA VINE LEAVES STUFFED WITH RICE 280G
3466772,Palirra,Greek Gigantes Beans,280g,5.0,0.0,0.0,PALIRRIA GREEK GIGANTES BEANS 280G
3470500,Musashi,Shred & Burn Chocolate Protein Shake,375mL,5.5,0.0,0.0,MUSASHI SHRED & BURN PROTEIN SHAKE CHOCOLATE 375ML
3474271,Coles,Indian Naan Plain 3 Pack,250g,3.6,0.0,0.0,COLES INDIAN NAAN PLAIN 3 PACK 250G
3474282,Coles,Indian Naan Garlic 3 Pack,250g,3.6,0.0,0.0,COLES INDIAN NAAN GARLIC 3 PACK 250G
3475693,Maharajah's Choice Large,Plain Pappadams,100g,3.0,0.0,0.0,MAHARAJAH'S CHOICE LARGE PLAIN PAPPADAMS 100G
3476517,Musashi,Pre Workout Powder Purple Grape,225g,45.0,0.0,0.0,MUSASHI PRE WORKOUT POWDER PURPLE GRAPE 225G
3477859,Passage Foods,North Indian Butter Chicken Kit,255g,6.0,0.0,0.0,STREET KITCHEN NORTH INDIAN BUTTER CHICKEN KIT 255G
3477870,Street Kitchen,Punjabi Cashew Korma Kit,255g,6.0,0.0,0.0,STREET KITCHEN PUNJABI CASHEW KORMA KIT 255G
3478997,Coles,Street Tortilla Wraps 10 Pack,280g,3.5,0.0,0.0,COLES STREET TORTILLA 10 PACK 280G
3479027,Coles,Fold & Roll Tortilla Wraps 6 Pack,545g,4.7,0.0,0.0,COLES FOLD & ROLL TORTILLA WRAPS 6PK
3479173,Coles,Soft Taco Kit 10 Pack,440g,6.0,0.0,0.0,COLES SOFT TACO KIT 10 PACK 440G
3486838,Coles,Rice Wine Vinegar,500mL,3.5,0.0,0.0,COLES RICE WINE VINEGAR 500ML
3496300,Devondale,Whipping Cream,250mL,3.6,0.0,0.0,DEVONDALE WHIPPING CREAM 250ML
3497754,Coles,Apple Cider Vinegar,500mL,4.0,0.0,0.0,COLES APPLE CIDER VINEGAR 500ML
3497801,Coles,Double Strength White Vinegar,2L,2.7,0.0,0.0,COLES DOUBLE STRENGTH WHITE VINEGAR 2 LITRE
3498702,Kikkoman,Tamari Soy Sauce,250mL,5.9,0.0,0.0,KIKKOMAN TAMARI SOY SAUCE 250ML
3498917,Atkins,Low Carb Endulge Bar Milk Chocolate Mint Crisp 5X30g,150g,13.6,17.0,20.0,ATKINS LOW CARB ENDULGE BAR MILK CHOCOLATE MINT CRISP 5X30G 150G
3499705,Coles,Urban Coffee Culture Strong Ground Coffee,1kg,24.0,0.0,0.0,COLES URBAN COFFEE CULTURE STRONG GROUND COFFEE 1KG
3500269,Carman's,Original Fruit Free Muesli,875g,9.9,0.0,0.0,CARMANS MUESLI:ORIGINAL:.:875 GRAM
3500270,Carman's,Classic Fruit & Nut Muesli,875g,9.9,0.0,0.0,CARMANS MUESLI:CLASSIC:.:875 GRAM
3500291,Carman's,Natural Bircher Muesli,875g,9.9,0.0,0.0,CARMANS MUESLI:NATURAL:.:875 GRAM
3500699,Musashi,Creatine Unflavoured,350g,45.0,0.0,0.0,MUSASHI CREATINE UNFLAVOURED 350G
3501523,Coles,Chocolate Custard Pouch,90g,1.2,0.0,0.0,COLES CUSTARD POUCH 90G:CHOCOLATE:.:90 GRAM
3501545,Coles,Banana Custard Pouch,90g,1.2,0.0,0.0,COLES CUSTARD POUCH 90G:BANANA:.:90 GRAM
