prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
386032,Old El Paso,Mexe Beans,425g,3.6,4.5,20.0,OLD EL PASO MEXE BEANS 425G
3933186,Want Want,Lonely God Potato Twists,86g,3.6,4.5,20.0,WANT WANT LONELY GOD POTATO TWISTS 86G
1071682,Dolmio,Intensify Creamy Truffle Flavour & Black Pepper Pasta Bake Sauce,390g,4.0,4.9,18.37,DOLMIO INTENSIFY CREAMY TRUFFLE FLAVOUR & BLACK PEPPER  PASTA BAKE SAUCE 390G
1279821,Kan Tong,Sweet Soy & Garlic Stir Fry Sauce,515g,3.5,4.0,12.5,KAN TONG SWEET SOY & GARLIC STIR FRY SAUCE 515G
3125840,BSc,Bodyscience High Protein Bar Salted Caramel,60g,3.5,5.0,30.0,BSC BODYSCIENCE HIGH PROTEIN BAR SALTED CARAMEL 60G
3798411,ITO,En Peach Ice Tea,535mL,2.5,3.0,16.67,ITO EN PEACH ICE TEA 535ML
3874688,Temole,Sweet Chilli Broccoli Puffs,56g,4.0,5.0,20.0,TEMOLE BROCCOLI PUFFS SWEET CHILLI 56G
4209120,Snazk Bites,Salted Egg Golden Cube Spicy,100g,4.0,6.0,33.33,SNAZK BITES SALTED EGG GOLDEN CUBE SPICY 100G
4348523,Whitlocks,Baked Beans Smoky Campfire Bbq Sauce,420g,3.0,3.8,21.05,WHITLOCKS BAKED BEANS SMOKY CAMPFIRE BBQ SAUCE
4348534,Whitlocks,Baked Beans Fuego Chilli Sauce,420g,3.0,3.8,21.05,WHITLOCKS BAKED BEANS FUEGO CHILLI SAUCE 420G
6815812,Campbell's,Country Ladle Soup Can Garden Vegetable With Wholegrain Barley,500g,3.5,4.5,22.22,CAMPBELLS COUNTRY LADLE SOUP:GARDEN VEGETABLE:99% FAT FREE:500 GRAM
7495772,Splenda,Sweetener Sachets,100 pack,4.5,6.5,30.77,SPLENDA SACHET 100 PACK
7682383,La Zuppa,Soup Pouch Rustic Vegetable & Beans,400g,3.0,4.7,36.17,LA ZUPPA SOUP POUCH RUSTIC VEGETABLE & BEANS 400G
7736653,BSc,Bodyscience Violet Crumble Soft Protein Bar Chocolate Honeycomb,55g,3.5,4.8,27.08,BSC BODYSCIENCE VIOLET CRUMBLE SOFT PROTEIN BAR CHOCOLATE HONEYCOMB 55G
7736664,BSc,Bodyscience Soft Protein Bar Banana Chocolate,55g,3.5,4.8,27.08,BSC BODYSCIENCE SOFT PROTEIN BAR BANANA CHOC 55G
8060378,Appy,Fizz,250mL,2.0,2.5,20.0,APPY FIZZ 250ML
8067537,Twinings,Live Well Immune Support,20 pack,5.0,8.5,41.18,TWININGS LIVE WELL IMMUNE SUPPORT 20 PACK
8672603,Pascall,Explorers,150g,4.5,6.5,30.77,PASCALL EXPLORERS 150GM
8991408,Snacktacular,Disney Fruit Pouch Mango 5x90g,450g,4.0,5.0,20.0,SNACKTACULAR DISNEY FRUIT POUCH MANGO 5PK X 90G
9943808,BSc,Bodyscience Energy Drink Grape Punch,500mL,3.0,4.3,30.23,BSC BODYSCIENCE ENERGY DRINK GRAPE PUNCH 500ML
1311345,The Spice Tailor,Keralan Coconut Curry,225g,4.95,6.7,26.12,THE SPICE TAILOR KERALAN COCONUT CURRY 225G
1330168,The Spice Tailor,Delicate Korma Curry,300g,4.95,6.7,26.12,THE SPICE TAILOR DELICATE KORMA CURRY 300G
2361203,The Spice Tailor,Fiery Goan Curry,300g,4.95,6.7,26.12,THE SPICE TAILOR FIERY GOAN CURRY 300G
2803425,The Spice Tailor,Classic Lentil Tarka Daal,500g,4.95,6.7,26.12,THE SPICE TAILOR CLASSIC LENTIL TARKA DAAL 500G
2803458,The Spice Tailor,Bengali Coconut Lentil Daal,400g,4.95,6.7,26.12,THE SPICE TAILOR BENGALI COCONUT LENTIL DAAL 400G
3735830,The Spice Tailor,Indonesian Rendang Curry,275g,4.95,6.7,26.12,THE SPICE TAILOR INDONESIAN RENDANG CURRY KIT 275G
3760463,The Spice Tailor,Delhi Biryani,360g,4.95,6.7,26.12,THE SPICE TAILOR DELHI BIRYANI 360G
3984890,Higher Living,Daily Detox Tea,15 pack,3.95,5.0,21.0,HIGHER LIVING DAILY DETOX TEA 15 PACK
1727490,MasterFoods,Mild Chicken Curry Slow Cook Simmer Sauce,490g,3.9,4.9,20.41,MASTERFOODS SIMMER SAUCES:MILD CHICKEN CURRY:.:490 GRAM
2395351,MasterFoods,Curried Sausages Cooking Sauce,500g,3.9,4.9,20.41,MASTERFOODS COOKING SAUCE CURRIED SAUSAGES:CURRIED SAUSAGE:.:500 GRAM
5119995,Masterfoods,Everything Eggs Spice Blend,30g,3.9,4.8,18.75,MASTERFOODS EVERYTHING EGGS SPICE BLEND 30G
8796118,Queen,Reduced Sugar Hard Set Choc Honeycomb Topping,200mL,4.4,5.5,20.0,QUEEN REDUCED SUGAR HARD SET CHOC HONEYCOMB TOPPING 200ML
1422594,Nibblez,Salmon Chips Original,50g,4.8,6.0,20.0,NIBBLEZ SALMON CHIPS ORIGINAL 50G
4445869,Gravox,Roast Meat With Red Wine & Garlic Liquid Gravy Pouch,165g,2.8,3.5,20.0,GRAVOX ROAST MEAT WITH RED WINE & GARLIC LIQUID GRAVY POUCH 165G
6273390,Gravox,Peppercorn With Cream Sauce Liquid Pouch,165g,2.8,3.5,20.0,GRAVOX PEPPERCORN WITH CREAM SAUCE LIQUID POUCH 165G
7671718,Springhill Farm,Boodles Chocolate Clusters Chocolate Speckled,90g,4.8,6.0,20.0,SPRINGHILL FARM BOODLES CHOCOLATE CLUSTERS CHOCOLATE SPECKLED 90G
7685348,Hart & Soul,Pouch Soup Potato & Leek With Miso,400g,3.8,4.5,15.56,HART & SOUL POUCH SOUP POTATO & LEEK WITH MISO 400G
8392913,Continental,Stock Pot Beef,112g,3.8,4.5,15.56,CONTINENTAL STOCK POT:BEEF:.:112 GRAM
9233675,Gravox,Best Ever Chip Liquid Gravy Pouch,165g,2.8,3.5,20.0,GRAVOX BEST EVER CHIP LIQUID GRAVY POUCH 165G
6046730,Fantastic,Oriental Noodle Cup,70g,1.75,2.5,30.0,FANTASTIC NOODLE CUP:ORIENTAL:.:70 GRAM
1050139,Lipton,Specialty Black Tea Bags Vanilla Caramel,20 Pack,4.2,6.0,30.0,LIPTON SPECIALTY BLACK TEA BAGS VANILLA CARAMEL 20PK
1050140,Lipton,Specialty Black Tea Bags Peach & Mango,20 Pack,4.2,6.0,30.0,LIPTON SPECIALTY BLACK TEA BAGS PEACH & MANGO 20PK
1071514,Dolmio,Intensify Parmesan- Sundried Tomato & Aromatic Herbs Pasta Sauce,395g,3.7,4.9,24.49,DOLMIO INTENSIFY PARMESAN - SUNDRIED TOMATO & AROMATIC HERBS PASTA SAUCE 395G
8141888,Yuki & Love,Japanese Mochi Red Bean Flavour,210g,3.7,4.6,19.57,YUKI & LOVE JAPANESE MOCHI RED BEAN FLAVOUR 210GM
1279774,Kan Tong,Peanut Satay Stir Fry Cooking Sauce,505g,3.5,4.0,12.5,KAN TONG PEANUT SATAY STIR FRY COOKING SAUCE 505G
