prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
1118039,Birch & Waite Sauce,Sweet & Spicy Seafood Marinade Sauce,100g,2.7,3.0,10.0,BIRCH & WAITE SWEET & SPICY SEAFOOD MARINADE & SAUCE 100G
1401754,Patak's,Butter Chicken Spice Rub,25g,2.5,3.0,16.67,PATAK'S BUTTER CHICKEN SPICE RUB 25G
6147023,Bento Squid Snack,Sweet And Spicy,24 GRAM,1.9,2.2,13.64,BENTO SQUID SNACK SWEET AND SPICY 24G
8833531,Aeroplane,Jelly Sourz Peach Fizz,85 GRAM,1.6,2.0,20.0,AEROPLANE JELLY SOURZ PEACH FIZZ 85G
8833542,Aeroplane,Jelly Sourz Green Apple,85g,1.6,2.0,20.0,AEROPLANE JELLY SOURZ GREEN APPLE 85G
8833655,Aeroplane,Jelly Sourz Purple Grape,85g,1.6,2.0,20.0,AEROPLANE JELLY SOURZ PURPLE GRAPE 85G
9191327,Trident,Thai Laksa Soup Packet,50g,1.0,1.25,20.0,TRIDENT PACKET SOUP THAI:LAKSA:.:50 GRAM
1002056,Keep IT Cleaner,Plant Protein Powder Chocolate,345g,33.0,0.0,0.0,KEEP IT CLEANER PLANT PROTEIN POWDER CHOCOLATE 345G
1002089,Keep IT Cleaner,Plant Protein Powder Vanilla,345g,33.0,0.0,0.0,KEEP IT CLEANER PLANT PROTEIN POWDER VANILLA 345G
100763,Edgell,Peas & Carrots,420g,2.5,0.0,0.0,EDGELL:PEAS CARROTS:.:420 GRAM
1011750,Ozesauce,All Natural Tomato Sauce,500mL,4.0,0.0,0.0,OZESAUCE ALL NATURAL TOMATO SAUCE 500ML
1011997,Gravox,Traditonal Gravy Mix,29g,1.5,0.0,0.0,GRAVOX TRADITONAL GRAVY MIX 29G
1014690,Matt Moran,My Perfect Stock Beef,500mL,5.9,0.0,0.0,MATT MORAN MY PERFECT STOCK BEEF 500ML
1014714,Matt Moran,My Perfect Stock Chicken,500mL,5.9,0.0,0.0,MATT MORAN MY PERFECT STOCK CHICKEN 500ML
1014736,Matt Moran,My Perfect Stock Vegetable,500mL,5.9,0.0,0.0,MATT MORAN MY PERFECT STOCK VEG 500ML
1014758,Campbell's,Real Stock Unsalted Beef,1L,4.5,0.0,0.0,CAMPBELLS REAL STOCK UNSALTED BEEF 1L
1018737,Hemp Foods,Organic Hemp Gold Protein,210g,14.0,0.0,0.0,HEMP FOODS ORGANIC HEMP GOLD PROTEIN 210G
1019671,Arth,Rice Khichdi Spinach & Brown Rice Khichdi,250g,3.0,0.0,0.0,ARTH  RICE KHICHDI SPINACH & BROWN RICE KHICHDI 250G
1019682,Arth,Rice Khichdi Brown Rice & Cumin Khichdi,250g,3.0,0.0,0.0,ARTH RICE KHICHDI BROWN RICE & CUMIN KHICHDI 250G
1019707,Arth,Rice Khichdi Masala Khichdi,250g,3.0,0.0,0.0,ARTH RICE KHICHDI MASALA KHICHDI 250G
1019718,Arth,Paste Masala Tikka Masala Paste,270g,5.8,0.0,0.0,ARTH PASTE MASALA TIKKA MASALA PASTE 270G
1019729,Arth,Curry Goan Goan Curry Paste,270g,5.8,0.0,0.0,ARTH CURRY GOAN GOAN CURRY PASTE 270G
1019740,Arth,Paste Rogan Special Rogan Josh Paste,270g,5.8,0.0,0.0,ARTH PASTE SPECIAL ROGAN JOSH PASTE 270G
1019762,Arth,Marinade Indian Mint Chilli Marinade,270g,6.0,0.0,0.0,ARTH MARINADE INDIAN MINT CHILLI MARINADE 270G
1019773,Arth,Marinade Tandoori Marinade,270g,6.0,0.0,0.0,ARTH MARINADE TANDOORI MARINADE 270G
1019795,Arth,Paste Mutter Paneer Paste,270g,5.8,0.0,0.0,ARTH PASTE MUTTER PANEER PASTE 270G
1019809,Arth,Special Chilli Sauce,450g,5.5,0.0,0.0,ARTH SAUCE SPECIAL CHILLI SAUCE 450G
1019810,Arth,Mint Chatpati Sauce,450g,5.5,0.0,0.0,ARTH SAUCE MINT CHATPATI SAUCE 450G
1019831,Arth,Pickle Mango Pickle,400g,5.0,0.0,0.0,ARTH MANGO PICKLE 400G
1019842,Arth,Pickle Lime Chilli,400g,5.0,0.0,0.0,ARTH PICKLE LIME CHILLI 400G
1019853,Arth,Pickle Lime,400g,5.0,0.0,0.0,ARTH PICKLE LIME 400G
1019875,Arth,Pickle Sweet Lime,500g,5.0,0.0,0.0,ARTH PICKLE SWEET LIME 500G
1020070,Tragano,Premium Greek Golden Peppers,440g,4.2,0.0,0.0,TRAGANO GREEK GOLDEN PEPPERS 440G
1020080,Tragano,Fire Roasted Red Peppers,480g,5.4,0.0,0.0,TRAGANO GREEK ROASTED RED PEPPERS 480G
1020965,Le Conserve Della Nonna,Lampomodoro Pasta Sauce,700g,4.2,0.0,0.0,LAMPOMODORO PASTA SAUCE 700G
1023577,Coles,Creamy Chipotle Sauce,360g,5.5,0.0,0.0,COLES CREAMY CHIPOTLE SAUCE 360G
1024004,Coles,Creamy Salsa Verde Sauce,360g,5.5,0.0,0.0,COLES CREAMY SALSA VERDE SAUCE 360G
1025142,Mutti,Baby Roma Tomatoes,400g,2.7,0.0,0.0,MUTTI TOMATOES BABY ROMA
1031189,Maharajah's Choice,Mango Chutney Twists,90g,2.5,0.0,0.0,MAHARAJAH'S CHOICE MANGO CHUTNEY TWISTS 90G
1031349,Maharajah's,Choice Green Chutney Twist,90g,2.5,0.0,0.0,MAHARAJAH'S CHOICE GREEN CHUTNEY TWISTS 90G
1031677,Maharajah's Choice,Himalayan Salt Chips,52g,2.5,0.0,0.0,MAHARAJAH'S CHOICE HIMALAYAN SALT CHIPS 52G
1031688,Maharajah's Choice,Mango Chutney Chips,52g,2.5,0.0,0.0,MAHARAJAH'S CHOICE MANGO CHUTNEY CHIPS 52G
1031699,Zinda,Jeera Jive,250mL,2.5,0.0,0.0,ZINDA JEERA JIVE 250ML
