prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
8544035,Mike & Ike,Fruit Candy Mega Sour Mix Box,120g,4.0,0.0,0.0,MIKE & IKE SOURS FRUIT CANDY MEGA MIX 120GM
8544057,Louisiana,Hot Sauce,354mL,8.2,0.0,0.0,LOUISIANA HOT SAUCE 354ML
8545810,Coffee Mate,French Vanilla,425g,14.1,0.0,0.0,COFFEE MATE FRENCH VANILLA 425GM
8545821,Coffee Mate,Hazelnut,425g,14.1,0.0,0.0,COFFEE MATE HAZELNUT 425GM
8546642,Bel,The Laughing Cow Cheese Portions Original,240g,7.8,0.0,0.0,BEL LAUGHING COW CHEESE 240G
8556442,Coles,Soft & Juicy Apricots,250g,4.5,0.0,0.0,COLES SOFT & JUICY APRICOTS 250G
8556613,Coles,Soft & Juicy Pitted Dates,250g,4.5,0.0,0.0,COLES SOFT & JUICY PITTED DATES 250G
8556635,Coles,Currants,300g,5.0,0.0,0.0,COLES CURRANTS 300G
8557693,Carman's,Muesli Classic Fruit & Nut,1.5kg,16.0,0.0,0.0,CARMAN'S MUESLI CLASSIC FRUIT & NUT 1.5KG
8557730,Podravka,Chicken Spread,100g,2.25,0.0,0.0,PODRAVKA CHICKEN SPREAD
8558164,Bonne Maman,Raspberry Jam,370g,6.9,0.0,0.0,BONNE MAMAN JAM:RASPBERRY:.:370GRAM
8559382,Carman's,Muesli Original Fruit Free,1.5kg,16.0,0.0,0.0,CARMAN'S MUESLI ORIGINAL FRUIT FREE 1.5KG
8563721,Carman's,Natural Bircher Muesli,500g,7.5,0.0,0.0,CARMANS MUESLI MUESLI NATURAL BLEND
8565647,Edgell,Peas Corn & Carrots,420g,2.5,0.0,0.0,EDGELL PEAS CORN & CARROTS
8568860,Coles,Special Herb Mayo,350g,3.2,0.0,0.0,COLES SPECIAL HERB MAYO 350G
8583139,Orgran,Vegan Easy Egg,250g,5.0,0.0,0.0,ORGRAN VEGAN EASY EGG 250G
8587672,Coles Simply,Olive Oil Spray,400g,6.9,7.7,10.39,COLES SIMPLY OLIVE OIL SPRAY 400G
8588336,Coles,Liquid Salt Reduced Real Chicken Stock,1L,1.9,0.0,0.0,COLES LIQUID SALT REDUCED REAL CHICKEN STOCK
8591013,Siena,Sugo Presto Al Basilico Pasta Sauce,680g,4.2,0.0,0.0,SIENA SUGO PESTO SAUCE PASTA:BASIL:.:680 GRAM
8592264,MasterFoods,Sweet Chilli Sauce,500mL,4.8,0.0,0.0,MASTERFOODS SAUCE CHILLI SQUEEZY:500 ML
